segmentnr	original	analyzed	translated
['BO_T03_D3821:295a-0']	@295a # // rgya gar skad du /	@295a # // rgya gar skad du /	In Sanskrit:
['BO_T03_D3821:295a-1']	a'arya pra dzny'a p'a ra mi t'a hri da ya t'i k'a /	a'arya pra dzny'a p'a ra mi t'a hri da ya t'i k'a /	Ārya-prajñāpāramitāhṛdayatīkā
['BO_T03_D3821:295a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T03_D3821:295a-3']	'phags pa shes rab kyi pha rol tu phyin pa'i snying po rgya cher 'grel pa /	'phags pa shes rab kyi pha rol tu phyin pa'i snying po rgya cher 'grel pa /	The Extensive Commentary on the Heart of the Perfection of Wisdom
['BO_T03_D3821:295b-0']	'jam dpal gzhon nur gyur pa dang / @295b 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	'jam dpal gzhon nur gyur pa dang / @295b 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	Homage to youthful Mañjuśrī and noble Avalokiteśvara.
['BO_T03_D3821:295b-1']	mdo sde 'di bshad pa la don rnam pa bcus gsal bar bya ste /	mdo sde 'di bshad pa la don rnam pa bcus gsal bar bya ste /	To explain this sūtra, it is clarified in ten points:
['BO_T03_D3821:295b-2']	shes rab kyi med dang / gleng gzhi dang / snyoms par 'jug pa dang / gleng slong ba dang / shes rab la 'jug pa dang / shes rab kyi mtshan nyid dang / shes rab kyi spyod yul dang / shes rab kyi yon tan dang /	shes rab kyi med dang / gleng gzhi dang / snyoms par 'jug pa dang / gleng slong ba dang / shes rab la 'jug pa dang / shes rab kyi mtshan nyid dang / shes rab kyi spyod yul dang / shes rab kyi yon tan dang /	The perfection of wisdom, the introduction, the meditative absorption, the introduction, the engagement in wisdom, the characteristics of wisdom, the domain of wisdom, the qualities of wisdom,
['BO_T03_D3821:295b-3']	shes rab kyi 'bras bu dang / shes rab kyi gzungs so //	shes rab kyi 'bras bu dang / shes rab kyi gzungs so //	the result of wisdom, and the dhāraṇī of wisdom.
['BO_T03_D3821:295b-4']	'di ni shes rab kyi ming ste /	'di ni shes rab kyi ming ste /	This is the name of the perfection of wisdom.
['BO_T03_D3821:295b-5']	ming med na dngos po rig par mi rung bas dngos po la dmigs pa'i phyir ming smos so //	ming med na dngos po rig par mi rung bas dngos po la dmigs pa'i phyir ming smos so //	Since without a name it is not suitable to know the entity, the name is mentioned because it observes the entity.
