segmentnr	original	analyzed	folio	translated
['BO_T11_D4228:256b-2']	de'i 'bras bu khyab ba'i phyir ro //	de'i 'bras bu khyab ba'i phyir ro //	256b	because the effect is pervaded by it.
['BO_T11_D4228:256b-3']	lan 'ga' ma yin par kun du dpyad zin pa ni dpe nges par khyab pa rtogs pa'o //	lan 'ga' ma yin par kun du dpyad zin pa ni dpe nges par khyab pa rtogs pa'o //	256b	The ascertainment of the pervasion of the example is the repeated analysis.
['BO_T11_D4228:256b-4']	spyi dran pa yang dran par 'gyur /	spyi dran pa yang dran par 'gyur /	256b	The memory of the general is the memory.🔽If it is ascertained that what is suitable to appear is seen, then it is suitable to call it nonexistent.
['BO_T11_D4228:256b-5']	zhes bya ba ni snang du rung ba mthong bar nges na med pa'i tha snyad du rung ba'o zhes bya ba dran pa ste /	zhes bya ba ni snang du rung ba mthong bar nges na med pa'i tha snyad du rung ba'o zhes bya ba dran pa ste /	256b	This is memory.
['BO_T11_D4228:256b-6']	chos can gyi bye brag tu ma byas pa'o //	chos can gyi bye brag tu ma byas pa'o //	256b	It is not a specific property of the subject.
['BO_T11_D4228:256b-7']	de nyid dpe'i chos can la ni nges bas dran par byed pas so //	de nyid dpe'i chos can la ni nges bas dran par byed pas so //	256b	It is the memory of the example-subject because of the ascertainment of that.
['BO_T11_D4228:256b-8']	mthong ba dang ma mthong ba nyid kyis grub ces bya ba ni /	mthong ba dang ma mthong ba nyid kyis grub ces bya ba ni /	256b	It is established by seeing and not seeing.
['BO_T11_D4228:256b-9']	dbe brjod pa ste /	dbe brjod pa ste /	256b	This is the statement of the example.🔽Because of the difference in the phenomena of direct perception and non-observation, the nature of cause and effect is established by the realization of the forward and reverse pervasion.
['BO_T11_D4228:256b-10']	mngon sum dang mi dmigs pas chos tha dad pas rjes su 'gro ba dang ldog pa rtogs pas rgyu dang 'bras bu'i rang bzhin grub ba nyid yin yang rmongs pas rgyu dang 'bras bu tha snyad mi shes pa la rjes su 'gro ba dang ldog pa'i phyir 'bras	mngon sum dang mi dmigs pas chos tha dad pas rjes su 'gro ba dang ldog pa rtogs pas rgyu dang 'bras bu'i rang bzhin grub ba nyid yin yang rmongs pas rgyu dang 'bras bu tha snyad mi shes pa la rjes su 'gro ba dang ldog pa'i phyir 'bras	256b	However, the ignorant, who do not understand the convention of cause and effect, are made to understand cause and effect through the forward and reverse pervasion.
['BO_T11_D4228:256b-11']	bu dang rgyu dang ngo bo zhes tha snyad rtags dang rtags can tha dad pa ltar snang ba ni brtags pa tha dad kyi rang gi ngo bor ma yin pa bzhin no //	bu dang rgyu dang ngo bo zhes tha snyad rtags dang rtags can tha dad pa ltar snang ba ni brtags pa tha dad kyi rang gi ngo bor ma yin pa bzhin no //	256b	The son, the cause, and the nature appear to be different, like the sign and the signified, but they are not different in their own nature, like the sign and the signified.
