segmentnr	original	analyzed	folio	translated
['BO_T02_D3607:229b-0']	@229b # // rgya gar skad du /	@229b # // rgya gar skad du /	229b	In Sanskrit:
['BO_T02_D3607:229b-1']	badzra b'a r'a h'i s'a dha nam /	badzra b'a r'a h'i s'a dha nam /	229b	Vajravārāhīsādhana
['BO_T02_D3607:229b-2']	bod skad du /	bod skad du /	229b	In Tibetan:
['BO_T02_D3607:229b-3']	rdo rje phag mo'i sgrub thabs /	rdo rje phag mo'i sgrub thabs /	229b	The Means of Attaining Vajravārāhī
['BO_T02_D3607:229b-4']	rdo rje phag mo la phyag 'tshal lo //	rdo rje phag mo la phyag 'tshal lo //	229b	Homage to Vajravārāhī.
['BO_T02_D3607:229b-5']	rnal 'byor pas snga bar lngas nas zhal bsang ba la sogs pa byas nas dam tshig gi ri lu zhal du bcug ste /	rnal 'byor pas snga bar lngas nas zhal bsang ba la sogs pa byas nas dam tshig gi ri lu zhal du bcug ste /	229b	The yogī, having risen early and performed mouth washing and so forth, should place the pledge pill in his mouth.
['BO_T02_D3607:229b-6']	ri'i phug la sogs pa yid du 'ong ba'i gnas su sna tshogs rdo rje'i stan la 'dug nas a'a li dang k'a li dbyangs lan gsum brjod pas bdag nyid rdo rje phag mor gyur nas de'i rnam pa can du 'gro ba thams cad nges par byas te /	ri'i phug la sogs pa yid du 'ong ba'i gnas su sna tshogs rdo rje'i stan la 'dug nas a'a li dang k'a li dbyangs lan gsum brjod pas bdag nyid rdo rje phag mor gyur nas de'i rnam pa can du 'gro ba thams cad nges par byas te /	229b	In a pleasing place such as a mountain cave, he should sit on a seat marked with a crossed vajra and recite the vowels and consonants three times. Having transformed himself into Vajravārāhī, he should visualize all beings in her form.
['BO_T02_D3607:229b-7']	rang gi snying gar chu skyes dang nyi ma la bam yig dmar po bltas nas de las byung ba'i 'od zer dmar po bskal pa'i me lta bu'i shin tu mi bzad pa 'og min gyi gnas su song nas rdo rje phag mo 'chad par 'gyur ba'i sku mdog	rang gi snying gar chu skyes dang nyi ma la bam yig dmar po bltas nas de las byung ba'i 'od zer dmar po bskal pa'i me lta bu'i shin tu mi bzad pa 'og min gyi gnas su song nas rdo rje phag mo 'chad par 'gyur ba'i sku mdog	229b	Looking at the red vaṃ syllable on a lotus and sun in his heart, he should visualize unbearable red light rays like the fire at the end of the eon arising from that and going to the Akaniṣṭha realm, where they invite the Vajravārāhīs who will be described below.
['BO_T02_D3607:229b-8']	dang phyag mchan dang ldan pa dang / bla ma dang sangs rgyas dang byang chub sems dpa' rnams mdun gyi nam mkha' la spyan drangs nas bzhugs te /	dang phyag mchan dang ldan pa dang / bla ma dang sangs rgyas dang byang chub sems dpa' rnams mdun gyi nam mkha' la spyan drangs nas bzhugs te /	229b	and with the annotations, and having invited the gurus, buddhas, and bodhisattvas to the space in front, they reside there.
['BO_T02_D3607:229b-9']	snying ga nas phyung ba'i 'od zer gyi mchod pa rnams kyis yang dag par mchod nas /	snying ga nas phyung ba'i 'od zer gyi mchod pa rnams kyis yang dag par mchod nas /	229b	Having made offerings with the offerings of light rays emanated from the heart,
['BO_T02_D3607:229b-10']	de'i mdun du sdig pa bshags pa dang / bsod nams la rjes su yi rang ba dang / dge ba yongs su bsngo ba dang / gsum la skyabs su 'gro ba dang / byang chub tu sems bskyed pa la sogs pa byas nas tshad med pa'i gnas bzhi rnam par bsgoms te /	de'i mdun du sdig pa bshags pa dang / bsod nams la rjes su yi rang ba dang / dge ba yongs su bsngo ba dang / gsum la skyabs su 'gro ba dang / byang chub tu sems bskyed pa la sogs pa byas nas tshad med pa'i gnas bzhi rnam par bsgoms te /	229b	in their presence one should confess misdeeds, rejoice in merit, dedicate virtue, go for refuge to the Three Jewels, generate the spirit of enlightenment, and so forth, and then one should meditate on the four abodes of Brahmā.
['BO_T02_D3607:229b-11', 'BO_T02_D3607:229b-12']	de nas chos thams cad rdo rje'i rang bzhin gyi stong pa nyid du byas nas /🔽aom sh'u n+ya t'a dzny'a na badzra svabh'a wa a'atma ko&amp; ham /	de nas chos thams cad rdo rje'i rang bzhin gyi stong pa nyid du byas nas / aom sh'u n+ya t'a dzny'a na badzra svabh'a wa a'atma ko&amp; ham /	229b	Then, having made all phenomena the nature of vajra emptiness,🔽one should actualize the meaning of the mantra oṃ śūnyatā-jñāna-vajra-svabhāvātmako ’haṃ
['BO_T02_D3607:229b-13']	zhes pa'i sngags kyi don mngon du byas nas skad cig gis mi gnas pa'i skur bsam par bya'o //	zhes pa'i sngags kyi don mngon du byas nas skad cig gis mi gnas pa'i skur bsam par bya'o //	229b	and imagine oneself as the nonabiding body in an instant.
['BO_T02_D3607:230a-0']	sngon gyi smon lam gyi dbang gis ting nge 'dzin las rnam par bzhengs nas nam mkha' la yam ram bam lam yongs su gyur pa las gzhu'i dbyibs dang zur gsum dang zlum po dang gru bzhi rnams nag po dang dmar po dang dkar po dang ser @230a *	sngon gyi smon lam gyi dbang gis ting nge 'dzin las rnam par bzhengs nas nam mkha' la yam ram bam lam yongs su gyur pa las gzhu'i dbyibs dang zur gsum dang zlum po dang gru bzhi rnams nag po dang dmar po dang dkar po dang ser @230a *	230a	By the power of former prayers, he arises from samādhi and sees in the sky the syllables ya ra va la, which transform into the shapes of a bow, a triangle, a circle, and a square, black, red, white, and yellow, respectively.
['BO_T02_D3607:230a-1']	// po rnams te 'byung ba chen po bzhi'i dkyil 'khor rnams snyeng nas steng du blta bar bya'o //	// po rnams te 'byung ba chen po bzhi'i dkyil 'khor rnams snyeng nas steng du blta bar bya'o //	230a	These are the maṇḍalas of the four great elements, which should be seen above.🔽Above that, one should visualize Sumeru, which arises from the syllable suṃ, square, with the nature of the four jewels, and beautified with eight platforms.🔽Above that, one should visualize the four doors, which arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.
['BO_T02_D3607:230a-2', 'BO_T02_D3607:230a-3', 'BO_T02_D3607:230a-4']	de'i steng du sum yig las byung ba'i ri rab gru bzhi pa rin po che bzhi'i rang bzhin can lcog brgyad kyis nye bar mdzes pa rnam par bsams nas /🔽de'i steng du aom me di n'i badzr'i bha ba badzra bandha h'um /🔽aom badzra pr'a k'a r'a h'um bam h'um /	de'i steng du sum yig las byung ba'i ri rab gru bzhi pa rin po che bzhi'i rang bzhin can lcog brgyad kyis nye bar mdzes pa rnam par bsams nas / de'i steng du aom me di n'i badzr'i bha ba badzra bandha h'um / aom badzra pr'a k'a r'a h'um bam h'um /	230a	Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.
['BO_T02_D3607:230a-5', 'BO_T02_D3607:230a-6']	aom badzra pam dza ra h'um yam h'um /🔽aom badzra bi t'a na h'um kham h'um /	aom badzra pam dza ra h'um yam h'um / aom badzra bi t'a na h'um kham h'um /	230a	Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.🔽Then, one should visualize the four goddesses, who arise from the four syllables bhrūṃ āṃ jriṃ khaṃ.
['BO_T02_D3607:230a-7']	aom sha ra dz'a la tr'am sham tr'am /	aom sha ra dz'a la tr'am sham tr'am /	230a	Then, one should visualize the four goddesses
['BO_T02_D3607:230a-8']	aom badzra dzva l'a na l'arka h'um h'um h'um /	aom badzra dzva l'a na l'arka h'um h'um h'um /	230a	Oṃ vajra jvālānalahūṃ hūṃ hūṃ.
['BO_T02_D3607:230a-9']	sngags 'di rnams kyis rdo rje'i sa gzhi la sogs pa'i rim pa drug go //	sngags 'di rnams kyis rdo rje'i sa gzhi la sogs pa'i rim pa drug go //	230a	With these mantras, the six stages of the vajra ground and so forth are accomplished.
['BO_T02_D3607:230a-10']	bsgrubs nas de'i nang du gru bzhi la sogs pa'i mtshan nyid thams cad dang ldan pa'i gzhal yas khang rnam par bsams nas de'i dbus su pam yig dmar po las skyes pa'i padma 'dab ma brgyad pa'o //	bsgrubs nas de'i nang du gru bzhi la sogs pa'i mtshan nyid thams cad dang ldan pa'i gzhal yas khang rnam par bsams nas de'i dbus su pam yig dmar po las skyes pa'i padma 'dab ma brgyad pa'o //	230a	Having accomplished that, one should imagine the celestial mansion with all the characteristics, such as being square, and so forth, in the center of that. In its center, from a red paṃ syllable, is an eight-petaled lotus.
['BO_T02_D3607:230a-11']	de'i ze'u 'bru la a'a li k'a li yongs su gyur pa las zla ba dang nyid ma yang dag par sbyor ba 'od dmar po rdo rje'i nang du song ba las bam yig dmar po'i rang bzhin 'od rab tu gsal bar blta bar bya'o //	de'i ze'u 'bru la a'a li k'a li yongs su gyur pa las zla ba dang nyid ma yang dag par sbyor ba 'od dmar po rdo rje'i nang du song ba las bam yig dmar po'i rang bzhin 'od rab tu gsal bar blta bar bya'o //	230a	On its anthers, from the transformation of the vowels and consonants, is a sun and moon in union, with the red light of the sun and moon entering into the vajra. From that, one should see the nature of the red syllable vaṃ, blazing with light.
['BO_T02_D3607:230a-12']	de thams cad yongs su gyur pa las bdag nyid bcom ldan 'das ma rdo rje phag mo se 'bru'i me tog lta bu phyag gnyis pa /	de thams cad yongs su gyur pa las bdag nyid bcom ldan 'das ma rdo rje phag mo se 'bru'i me tog lta bu phyag gnyis pa /	230a	All of that is completely transformed into oneself as the Bhagavatī Vajravārāhī, the color of a safflower, with two arms,
['BO_T02_D3607:230a-13']	phyag g-yas pa rdo rje'i sdigs mdzub mdzad pa /	phyag g-yas pa rdo rje'i sdigs mdzub mdzad pa /	230a	with the right hand performing the threatening gesture with a vajra,🔽and the left hand holding a skull filled with blood and a khaṭvāṅga.
['BO_T02_D3607:230a-14']	g-yon na thod pa dang kha tv'am ga bsnams pa zhal gcig pa /	g-yon na thod pa dang kha tv'am ga bsnams pa zhal gcig pa /	230a	She has one face,
['BO_T02_D3607:230a-15']	spyan gsum pa /	spyan gsum pa /	230a	three eyes,
['BO_T02_D3607:230a-16']	skra grol ba /	skra grol ba /	230a	and loose hair.
['BO_T02_D3607:230a-17']	phyag rgya drug gis brgyan pa /	phyag rgya drug gis brgyan pa /	230a	She is adorned with the six symbolic ornaments.
['BO_T02_D3607:230a-18']	phyogs kyi gos can ye shes lnga'i bdag nyid lhan cig skyes pa'i dga' ba'i rang bzhin can /	phyogs kyi gos can ye shes lnga'i bdag nyid lhan cig skyes pa'i dga' ba'i rang bzhin can /	230a	She wears the garb of the directions, is the nature of the five pristine awarenesses, and has the nature of innate joy.
['BO_T02_D3607:230a-19']	zhabs g-yas brkyang bas 'jigs byed dang dus mtshan mnan pa /	zhabs g-yas brkyang bas 'jigs byed dang dus mtshan mnan pa /	230a	She stands with her right leg straight, pressing on Bhairava and Kālarātri.
['BO_T02_D3607:230a-20']	mgo bo rlon pa'i phreng bas sku la brgyan pa ;	mgo bo rlon pa'i phreng bas sku la brgyan pa ;	230a	She is adorned with a garland of fresh heads.
['BO_T02_D3607:230a-21']	khrag 'dzag bzhin pa 'thung ba bsgom par bya'o //	khrag 'dzag bzhin pa 'thung ba bsgom par bya'o //	230a	She drinks blood that flows from a skull cup held in her left hand.
['BO_T02_D3607:230a-22', 'BO_T02_D3607:230a-23']	de nas shar la sogs pa'i 'dab ma bzhi rnams la go rims ji lta ba bzhin du g-yon skor du mkha' 'gro ma dang / l'a ma dang / dum skyes ma dang / gzugs can ma rnams nag mo dang / ljang gu dang / dmar mo dang /🔽dkar mo rnams te de rnams zhal gcig pa /	de nas shar la sogs pa'i 'dab ma bzhi rnams la go rims ji lta ba bzhin du g-yon skor du mkha' 'gro ma dang / l'a ma dang / dum skyes ma dang / gzugs can ma rnams nag mo dang / ljang gu dang / dmar mo dang / dkar mo rnams te de rnams zhal gcig pa /	230a	Then, on the four petals beginning with the east, one should meditate on dakini, Lāmā, Khaṇḍarohā, and Rūpiṇī, respectively, in the counterclockwise direction, black, green, red, and white.
['BO_T02_D3607:230a-24']	phyag bzhi pa'o //	phyag bzhi pa'o //	230a	They each have one face and four hands.
['BO_T02_D3607:230a-25']	phyag g-yon na kha tv'am ga dang thod pa bsnams pa /	phyag g-yon na kha tv'am ga dang thod pa bsnams pa /	230a	In the left hands they hold a khaṭvāṅga and a skull cup.
['BO_T02_D3607:230a-26']	g-yas na da ma ru dang gri gug bsnams pa /	g-yas na da ma ru dang gri gug bsnams pa /	230a	In his right hand he holds a ḍamaru and flaying knife.
['BO_T02_D3607:230a-27']	spyan gsum pa /	spyan gsum pa /	230a	He has three eyes.
['BO_T02_D3607:230a-28']	dbu skra grol ba /	dbu skra grol ba /	230a	His hair is loose.
['BO_T02_D3607:230a-29']	gcer bu zhabs g-yas brkyang gis bzhugs pa /	gcer bu zhabs g-yas brkyang gis bzhugs pa /	230a	He is naked, standing with his right leg extended.
['BO_T02_D3607:230b-0']	phyag rgya lngas @230b rnam par brgyan par bsgom par bya'o //	phyag rgya lngas @230b rnam par brgyan par bsgom par bya'o //	230b	He is adorned with the five symbolic ornaments.
['BO_T02_D3607:230b-1']	mtshams kyi 'dab ma bzhi rnams la byang chub kyi sems la sogs pas gang ba'i thod pa rnams bsgom par bya'o //	mtshams kyi 'dab ma bzhi rnams la byang chub kyi sems la sogs pas gang ba'i thod pa rnams bsgom par bya'o //	230b	On the four intermediate petals one should meditate on skulls filled with bodhicitta and so forth.
['BO_T02_D3607:230b-2']	de'i rjes la snying ga'i sa bon las 'od zer 'phros nas bcom ldan 'das ma'i ye shes kyi 'khor lo dza:yig gis spyan drangs nas /	de'i rjes la snying ga'i sa bon las 'od zer 'phros nas bcom ldan 'das ma'i ye shes kyi 'khor lo dza:yig gis spyan drangs nas /	230b	After that, light rays emanate from the seed syllable in the heart, inviting the wisdom wheel of the Blessed Lady with the syllable jḥḥ.
['BO_T02_D3607:230b-3']	h'um yig gis rang dam tshig gi 'khor lo chu la chu bzhin du gzhug par bya'o //	h'um yig gis rang dam tshig gi 'khor lo chu la chu bzhin du gzhug par bya'o //	230b	With the syllable hūṃ, one should cause the pledge wheel to enter into oneself like water into water.
['BO_T02_D3607:230b-4']	bam yig gis bcings nas ho:yig gis mnyes par bya'o //	bam yig gis bcings nas ho:yig gis mnyes par bya'o //	230b	With the syllable vaṃ, one should bind it, and with the syllable hoḥ, one should please it.
['BO_T02_D3607:230b-5']	de nas aom bam bhr'um h'um kham a'a:h'am ha /	de nas aom bam bhr'um h'um kham a'a:h'am ha /	230b	Then, with the syllables oṃ vaṃ bhruṃ hūṃ khaṃ āḥ haṃ ha,
['BO_T02_D3607:230b-6']	zhes pa'i yi ge rnams kyis skye mched rnams sbyang bar bya'o //	zhes pa'i yi ge rnams kyis skye mched rnams sbyang bar bya'o //	230b	one should purify the sense bases.
['BO_T02_D3607:230b-7']	lha mo drug gi dag pa dang ; / sngags kyi rkang pa rnams kyis bcom ldan 'das ma'i go char bya'o //	lha mo drug gi dag pa dang ; / sngags kyi rkang pa rnams kyis bcom ldan 'das ma'i go char bya'o //	230b	One should make the armor of the Blessed Lady with the purities of the six goddesses and the mantra limbs.
['BO_T02_D3607:230b-8', 'BO_T02_D3607:230b-9']	aom bam lte ba la'o /🔽ham yam thugs ka'o //	aom bam lte ba la'o / ham yam thugs ka'o //	230b	Om vam at the navel.🔽Hum yam at the heart.
['BO_T02_D3607:230b-10', 'BO_T02_D3607:230b-11']	hr'im mam zhal lo //🔽hr'em hr'im dbu la'o //	hr'im mam zhal lo // hr'em hr'im dbu la'o //	230b	Hriim mam at the face.🔽Hreem hreem at the head.
['BO_T02_D3607:230b-12']	h'um h'um spyi bo la'o //	h'um h'um spyi bo la'o //	230b	Hum hum at the crown of the head.
['BO_T02_D3607:230b-13']	phat phat sku thams cad la na bzar bya'o //	phat phat sku thams cad la na bzar bya'o //	230b	Phat phat all over the body.
