segmentnr	original	analyzed	folio	translated
['BO_K12_D0746-2_H0691-2:197b-17']	gung mo gyen du bsgrengs byas la //	gung mo gyen du bsgrengs byas la //	197b	The index finger is extended upward,
['BO_K12_D0746-2_H0691-2:197b-18']	de yi steng du mdzub mo dang // mthe bong lhan cig bzhag pa ni //	de yi steng du mdzub mo dang // mthe bong lhan cig bzhag pa ni //	197b	and the thumb is placed together with it.
['BO_K12_D0746-2_H0691-2:197b-19']	nyi ma yi ni yin par bshad //	nyi ma yi ni yin par bshad //	197b	This is explained to be the mudrā of the sun.
['BO_K12_D0746-2_H0691-2:197b-20']	g-yon pa'i sor mo bzhi po rnams //	g-yon pa'i sor mo bzhi po rnams //	197b	The four fingers of the left hand
['BO_K12_D0746-2_H0691-2:197b-21']	g-yas pa yis ni bcum par bya //	g-yas pa yis ni bcum par bya //	197b	are bent by the right hand.
['BO_K12_D0746-2_H0691-2:197b-22']	de ltar khu tshur bcangs byas nas //	de ltar khu tshur bcangs byas nas //	197b	Thus, having made a fist,
['BO_K12_D0746-2_H0691-2:197b-23']	mthe bong gnyis ni bskyed de sbyar //	mthe bong gnyis ni bskyed de sbyar //	197b	the two thumbs are extended and joined.
['BO_K12_D0746-2_H0691-2:197b-24']	g-yon pa mthong bar byas pa ni //	g-yon pa mthong bar byas pa ni //	197b	The left hand is made visible;
['BO_K12_D0746-2_H0691-2:197b-25']	mig g-yon gyi ni phyag rgya yin //	mig g-yon gyi ni phyag rgya yin //	197b	this is the mudrā of the left eye.
['BO_K12_D0746-2_H0691-2:197b-26']	lag pa g-yas pa'i mthe bong dang // mdzub mo yang ni de bzhin sbyar //	lag pa g-yas pa'i mthe bong dang // mdzub mo yang ni de bzhin sbyar //	197b	The thumb and index finger of the right hand are likewise joined,
['BO_K12_D0746-2_H0691-2:197b-27']	sor mo gsum po rnams kyang ni //	sor mo gsum po rnams kyang ni //	197b	and the three fingers
['BO_K12_D0746-2_H0691-2:197b-28']	mthe bong lhan cig sbyar bya zhing //	mthe bong lhan cig sbyar bya zhing //	197b	are joined with the thumb,
['BO_K12_D0746-2_H0691-2:197b-29', 'BO_K12_D0746-2_H0691-2:198a-0']	byi la'i sder mo'i dbyibs 'dra ba //🔽zhabs kyi @198a *//	byi la'i sder mo'i dbyibs 'dra ba // zhabs kyi @198a *//	197b	shaped like a cat's paw.
['BO_K12_D0746-2_H0691-2:198a-1']	snying po'i phyag rgya 'di //	snying po'i phyag rgya 'di //	198a	This is the mudrā of the sole of the foot,🔽the essence of the feet,
['BO_K12_D0746-2_H0691-2:198a-2']	'jig rten gsum gyi mchod pa yin //	'jig rten gsum gyi mchod pa yin //	198a	the offering of the three worlds.
['BO_K12_D0746-2_H0691-2:198a-3', 'BO_K12_D0746-2_H0691-2:198a-4']	sor mo dag ni bzhi po rnams //🔽lag pa g-yon pas bcang bar bya //	sor mo dag ni bzhi po rnams // lag pa g-yon pas bcang bar bya //	198a	The four fingers🔽are held by the left hand,
['BO_K12_D0746-2_H0691-2:198a-5']	g-yon pa'i mthe bong bskyed nas ni //	g-yon pa'i mthe bong bskyed nas ni //	198a	and the left thumb is extended,
['BO_K12_D0746-2_H0691-2:198a-6']	g-yas pa yang ni bstod par bya //	g-yas pa yang ni bstod par bya //	198a	One should praise the right one.🔽One should always place
['BO_K12_D0746-2_H0691-2:198a-7', 'BO_K12_D0746-2_H0691-2:198a-8', 'BO_K12_D0746-2_H0691-2:198a-9']	phrag pa gnyis kyi rgyab tu ni //🔽rtag tu 'dug par bya ba yin //🔽sor mo yi ni mdzub mo dang // gung mo tshigs kyi bar du ni //	phrag pa gnyis kyi rgyab tu ni // rtag tu 'dug par bya ba yin // sor mo yi ni mdzub mo dang // gung mo tshigs kyi bar du ni //	198a	on the back of both shoulders.🔽Between the middle finger and the forefinger,
['BO_K12_D0746-2_H0691-2:198a-10']	mthe bong gnyis kyi tha ma'i tshigs //	mthe bong gnyis kyi tha ma'i tshigs //	198a	and the last joint of the two thumbs,
['BO_K12_D0746-2_H0691-2:198a-11']	sbyar zhing legs par gzhag par bya //	sbyar zhing legs par gzhag par bya //	198a	one should join and place🔽the two thumbs.
['BO_K12_D0746-2_H0691-2:198a-12']	g-yon pa'i mkhrig ma'i phyogs su ni //	g-yon pa'i mkhrig ma'i phyogs su ni //	198a	On the side of the left wrist,
['BO_K12_D0746-2_H0691-2:198a-13']	g-yas pas mthe bong brten byas pa //	g-yas pas mthe bong brten byas pa //	198a	one should support with the right thumb,
['BO_K12_D0746-2_H0691-2:198a-14']	seng+ge'i rna ba 'dra ba ste //	seng+ge'i rna ba 'dra ba ste //	198a	like the ear of a lion.
['BO_K12_D0746-2_H0691-2:198a-15']	phyag rgya dpal ldan snying po yin //	phyag rgya dpal ldan snying po yin //	198a	This mudrā is the glorious essence.
