segmentnr	original	analyzed	folio	translated
['BO_T02_D2863:200a-0']	@200a # // rgya gar skad du /	@200a # // rgya gar skad du /	200a	In Sanskrit:
['BO_T02_D2863:200a-1']	po sha dha ka ri n'i ya /	po sha dha ka ri n'i ya /	200a	Poshadakarani
['BO_T02_D2863:200a-2']	bod skad du /	bod skad du /	200a	In Tibetan:
['BO_T02_D2863:200a-3']	gso sbyong blang ba /	gso sbyong blang ba /	200a	Taking the Poṣadha
['BO_T02_D2863:200a-4']	'phags pa don yod zhags pa la phyag 'tshal lo //	'phags pa don yod zhags pa la phyag 'tshal lo //	200a	Homage to the noble Amoghapaśa.🔽I go for refuge until enlightenment
['BO_T02_D2863:200a-5']	sangs rgyas chos dang tshogs mchog la //	sangs rgyas chos dang tshogs mchog la //	200a	To the Buddha, the Dharma, and the Saṅgha.
['BO_T02_D2863:200a-6']	byang chub bar du bdag skyabs mchi //	byang chub bar du bdag skyabs mchi //	200a	I generate this thought of enlightenment
['BO_T02_D2863:200a-7', 'BO_T02_D2863:200a-8']	bdag dang gzhan don rab bsgrub phyir //🔽byang chub sems 'di bskyed par bgyi //	bdag dang gzhan don rab bsgrub phyir // byang chub sems 'di bskyed par bgyi //	200a	In order to perfectly accomplish the welfare of self and other.
['BO_T02_D2863:200a-9']	sdig pa thams cad bshags bgyid cing //	sdig pa thams cad bshags bgyid cing //	200a	I confess all my misdeeds
['BO_T02_D2863:200a-10', 'BO_T02_D2863:200a-11']	bsod nams la yang rjes yi rang //🔽'phags pa'i gso sbyong yan lag brgyad //	bsod nams la yang rjes yi rang // 'phags pa'i gso sbyong yan lag brgyad //	200a	And rejoice in the merit.🔽I will practice the eight-branched poṣadha
['BO_T02_D2863:200a-12']	bsnyen pa la ni spyad par bgyi'o //	bsnyen pa la ni spyad par bgyi'o //	200a	Of the noble ones.
['BO_T02_D2863:200a-13']	bcom ldan bdag la dgongs su gsol //	bcom ldan bdag la dgongs su gsol //	200a	Blessed One, please consider me.
['BO_T02_D2863:200a-14']	bdag ming 'di zhes bgyi ba ni //	bdag ming 'di zhes bgyi ba ni //	200a	I, by the name so-and-so,
['BO_T02_D2863:200a-15']	dus 'di nas bzung ji srid nas //	dus 'di nas bzung ji srid nas //	200a	From this time forward
['BO_T02_D2863:200a-16', 'BO_T02_D2863:200a-17']	nyi ma'i 'od ni me shar bar //🔽srog chags gdon dang gzhan nor 'phrog / mi tshangs spyod dang bden min smra //	nyi ma'i 'od ni me shar bar // srog chags gdon dang gzhan nor 'phrog / mi tshangs spyod dang bden min smra //	200a	Until the sun of enlightenment rises,🔽I will refrain from taking life,🔽From taking what is not given, from sexual misconduct, from false speech,
['BO_T02_D2863:200a-18']	myos pa bskyed dang bzhon pa dang // dus ni ma yin pa yi zas //	myos pa bskyed dang bzhon pa dang // dus ni ma yin pa yi zas //	200a	From alcohol, from riding vehicles, and from eating at improper times.
['BO_T02_D2863:200a-19']	phreng ba kha dog glu dang gar //	phreng ba kha dog glu dang gar //	200a	Garlands, colors, singing, and dancing,
['BO_T02_D2863:200a-20']	khri stan mthon po la sogs pa //	khri stan mthon po la sogs pa //	200a	High thrones, and so forth,
['BO_T02_D2863:200b-0']	thams cad bdag gis @200b spang bgyid cing //	thams cad bdag gis @200b spang bgyid cing //	200b	I will give up all of these.🔽I will practice the eight noble qualities
['BO_T02_D2863:200b-1']	'phags pa'i yon tan brgyad spyad dang // gso sbyong khrims sdom yi dam 'di //	'phags pa'i yon tan brgyad spyad dang // gso sbyong khrims sdom yi dam 'di //	200b	And observe the purificatory fast precepts.🔽May this light touch those who have attained🔽The ultimate state of buddhahood, the ornament of the mind,
['BO_T02_D2863:200b-2']	sems kyi rgyan sems kyi yo byad rnal 'byor gyi tshogs mchog tu don dam pa'i sangs rgyas nyid /	sems kyi rgyan sems kyi yo byad rnal 'byor gyi tshogs mchog tu don dam pa'i sangs rgyas nyid /	200b	The equipment of the mind, the supreme yoga.
['BO_T02_D2863:200b-3']	thob pa la ni 'od 'dis reg gyur cig / byang chub mchog gi sems 'di bskyed bgyis la //	thob pa la ni 'od 'dis reg gyur cig / byang chub mchog gi sems 'di bskyed bgyis la //	200b	Having generated this supreme bodhicitta,
['BO_T02_D2863:200b-4']	sems can thams cad bdag gis mgron du gnyer //	sems can thams cad bdag gis mgron du gnyer //	200b	I invite all sentient beings as my guests.
['BO_T02_D2863:200b-5']	byang chub spyod mchog yid 'ong spyad nas ni //	byang chub spyod mchog yid 'ong spyad nas ni //	200b	Having practiced the delightful supreme bodhisattva conduct,🔽May I attain buddhahood for the benefit of the world.
['BO_T02_D2863:200b-6']	'gro la phan phyir sangs rgyas 'grub par shog / kha che'i pandi ta chen po sh'akya shr'i bha dras mdzad pa rdzogs so /	'gro la phan phyir sangs rgyas 'grub par shog / kha che'i pandi ta chen po sh'akya shr'i bha dras mdzad pa rdzogs so /	200b	This was composed by the great Kashmiri paṇḍita Śākyaśrībhādra.
['BO_T02_D2863:200b-7']	// / lo ts'a ba dge slong rab mchog dpal bzang pos bsgyur ba'o//	// / lo ts'a ba dge slong rab mchog dpal bzang pos bsgyur ba'o//	200b	It was translated by the translator-monk Rabjampa Palzangpo.
