segmentnr	original	analyzed	translated
['BO_T16_D4420b:49a-22']	rkyen gyi lug shlu lup rnams so //	rkyen gyi lug shlu lup rnams so //	The conditions are luk, ślu, and lup.
['BO_T16_D4420b:49a-23']	pha rol gyi rkyen dbyi ba de la luka 'am shlu'am lupa zhes zer ro //	pha rol gyi rkyen dbyi ba de la luka 'am shlu'am lupa zhes zer ro //	The condition of the other is called luk, ślu, or lup.
['BO_T16_D4420b:49a-24', 'BO_T16_D4420b:49a-25']	dper na / dzas /🔽luka zer ba'am /	dper na / dzas / luka zer ba'am /	For example, with jsa:🔽Luk is said.🔽Ślu is said.
['BO_T16_D4420b:49a-26']	dzas shlu zer ba'am /	dzas shlu zer ba'am /	Lup is said.
['BO_T16_D4420b:49a-27']	dzas lup zer ba lta bu gang byung yang /	dzas lup zer ba lta bu gang byung yang /	Whatever occurs,
['BO_T16_D4420b:49a-28']	jas de dbyi ba kho na'o //	jas de dbyi ba kho na'o //	it is only the elided jsa.
['BO_T16_D4420b:49a-29']	ka ti la /	ka ti la /	In katic
['BO_T16_D4420b:49a-30']	rnam dbye dang po'i mang tshig dzas dang / gnyis pa'i mang tshig shas gnyis byin /	rnam dbye dang po'i mang tshig dzas dang / gnyis pa'i mang tshig shas gnyis byin /	the dual of the first case is given by jsa, and the dual of the second case is given by śa.
['BO_T16_D4420b:49a-31']	shadbhyo luka / shat rnams las dbyi'o //	shadbhyo luka / shat rnams las dbyi'o //	From śad, bhyo, luk, and śat, the elided form is taken.
['BO_T16_D4420b:49a-32']	shata'i ming can gyi rtags las pha rol rnam dbye dang po'i mang tshig dzas dang / gnyis pa'i mang tshig shas rnams dbyi ste /	shata'i ming can gyi rtags las pha rol rnam dbye dang po'i mang tshig dzas dang / gnyis pa'i mang tshig shas rnams dbyi ste /	From the sign called śat, the dual of the first case is elided by jsa, and the dual of the second case is elided by śa.
['BO_T16_D4420b:49a-33']	ka ti'i sgra shata'i (ji tsam/) ming can yin pas /	ka ti'i sgra shata'i (ji tsam/) ming can yin pas /	The word katic has the name śat.
['BO_T16_D4420b:49a-34']	dzas shas dag phyis /	dzas shas dag phyis /	Jsa and śa are removed.
['BO_T16_D4420b:49a-35', 'BO_T16_D4420b:49a-36']	ka ti / ka ti zhes pa grub /🔽pra tya ya lo pe pra tya ya la ksha nam /	ka ti / ka ti zhes pa grub / pra tya ya lo pe pra tya ya la ksha nam /	Kati, katic is formed.🔽Pratyāyelope pratyalakṣaṇam
['BO_T16_D4420b:49a-37']	rkyen phyis pa la rkyen gyi mtshan nyid do //	rkyen phyis pa la rkyen gyi mtshan nyid do //	The condition of the other is the characteristic of the condition.
['BO_T16_D4420b:49a-38']	pha rol rkyen phyis kyang rkyen byin pa'i mtshan nyid kyi rkyen gyi bya ba thob bo zhes rtags mtha'i ai aer 'gyur ba'i spyir btang thob kyang /	pha rol rkyen phyis kyang rkyen byin pa'i mtshan nyid kyi rkyen gyi bya ba thob bo zhes rtags mtha'i ai aer 'gyur ba'i spyir btang thob kyang /	The suffix -i is added to the end of the word, and the general rule of the change of -i to -e is obtained: “The action of the condition that gives the condition after the other is obtained.”
['BO_T16_D4420b:49a-39']	na lu ma t'am ga sya /	na lu ma t'am ga sya /	But in the case of nalu, the exception is:
['BO_T16_D4420b:49b-0']	@49b phyis pa la aang+ga'i mi yin no //	@49b phyis pa la aang+ga'i mi yin no //	“The suffix -i is not in the case of an Anga.”
['BO_T16_D4420b:49b-1']	zhes dmigs bsal luka 'am shlu'am lupa ces pa'i sgras rkyen phyis zin pa de la /	zhes dmigs bsal luka 'am shlu'am lupa ces pa'i sgras rkyen phyis zin pa de la /	The word luk, shuk, or lup is used to indicate that the suffix -i has been elided.
['BO_T16_D4420b:49b-2']	aang+ga te / rtags de la bya ba med pas /	aang+ga te / rtags de la bya ba med pas /	Since there is no action in that sign,
['BO_T16_D4420b:49b-3']	ka te zhes mi 'gyur bar ka ti nyid du gnas so //	ka te zhes mi 'gyur bar ka ti nyid du gnas so //	it does not become katy, but remains as katy itself.
['BO_T16_D4420b:49b-4']	rnam dbye gsum pa'i mang tshig la /	rnam dbye gsum pa'i mang tshig la /	For the plural of the third case🔽it is katybhiḥ.
['BO_T16_D4420b:49b-5']	ka ti bhi:/ bzhi pa la /	ka ti bhi:/ bzhi pa la /	For the fourth🔽it is katybhyām.
['BO_T16_D4420b:49b-6']	ka ti bhya:/ lnga pa la /	ka ti bhya:/ lnga pa la /	For the fifth🔽it is katybhiḥ.
['BO_T16_D4420b:49b-7']	ka ti bhya:/ drug pa la /	ka ti bhya:/ drug pa la /	For the sixth
['BO_T16_D4420b:49b-8']	ka t'i n'am /	ka t'i n'am /	it is katyām.
['BO_T16_D4420b:49b-9']	bdun pa la /	bdun pa la /	For the seventh
['BO_T16_D4420b:49b-10']	ka ti shu /	ka ti shu /	it is katyas.
['BO_T16_D4420b:49b-11']	bod tshig la /	bod tshig la /	For the Tibetan word
['BO_T16_D4420b:49b-12', 'BO_T16_D4420b:49b-13']	he ka ti /🔽zhes pa lta bu'o //	he ka ti / zhes pa lta bu'o //	it is he katy.
['BO_T16_D4420b:49b-14']	ai thung mtha' can tri'i sgra la yang grangs bgrang ba'i skabs su mang tshig kho na sbyor bas /	ai thung mtha' can tri'i sgra la yang grangs bgrang ba'i skabs su mang tshig kho na sbyor bas /	The word tri, which ends in the short vowel i, is used only in the plural when counting numbers.🔽For three
['BO_T16_D4420b:49b-15']	tri la / rnam dbye dang po dang / gnyis pa /	tri la / rnam dbye dang po dang / gnyis pa /	it is trika, trikaṇṭaka, trikaṇṭakaḥ, trikaṇṭakāni, trikaṇṭakān, trikaṇṭakena, trikaṇṭake, trikaṇṭakeṣu, and so on.
['BO_T16_D4420b:49b-16']	gsum pa / bzhi pa /	gsum pa / bzhi pa /	fourth,🔽fifth.🔽The plural of the third, fourth, and fifth are made by adding🔽.
['BO_T16_D4420b:49b-17']	lnga pa rnams kyi mang tshig rnams byin /	lnga pa rnams kyi mang tshig rnams byin /	The plural of the sixth is
['BO_T16_D4420b:49b-18', 'BO_T16_D4420b:49b-19']	gong ha ri ltar bsgrubs pas /🔽tra ya:/ tr'in /	gong ha ri ltar bsgrubs pas / tra ya:/ tr'in /	.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is
['BO_T16_D4420b:49b-20']	tri bhi:/ tri bhya:/	tri bhi:/ tri bhya:/	.🔽The plural of the sixth is
['BO_T16_D4420b:49b-21']	tri bhya:/ tri la /	tri bhya:/ tri la /	.🔽The plural of the sixth is🔽.
['BO_T16_D4420b:49b-22']	drug pa'i mang tshig a'am /	drug pa'i mang tshig a'am /	The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.
['BO_T16_D4420b:49b-23']	tre:tra ya:/ tri'i tra ya'o //	tre:tra ya:/ tri'i tra ya'o //	The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.
['BO_T16_D4420b:49b-24']	rnam dbye drug pa'i a'am pha rol la tri zhes (gsum/) pa'i sgra ni tra ya zhes par 'gyur te /	rnam dbye drug pa'i a'am pha rol la tri zhes (gsum/) pa'i sgra ni tra ya zhes par 'gyur te /	The plural of the sixth is
['BO_T16_D4420b:49b-25']	tri tra ya /	tri tra ya /	.🔽The plural of the sixth is
['BO_T16_D4420b:49b-26']	thung ngu zhes pas nut /	thung ngu zhes pas nut /	.🔽The plural of the sixth is
['BO_T16_D4420b:49b-27']	n'am la 'os rtags mtha' ring po /	n'am la 'os rtags mtha' ring po /	.🔽The plural of the sixth is
['BO_T16_D4420b:49b-28', 'BO_T16_D4420b:49b-29']	ra sha sogs kyi mdos /🔽na na / tra y'a n'am /	ra sha sogs kyi mdos / na na / tra y'a n'am /	.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.
['BO_T16_D4420b:49b-30']	bdun pa la /	bdun pa la /	The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is
['BO_T16_D4420b:49b-31']	tri shu / bod tshig /	tri shu / bod tshig /	.🔽The plural of the sixth is🔽.🔽The plural of the sixth is🔽.
['BO_T16_D4420b:49b-32']	he tra ya:/ ai thung mtha' can dvi'i sgra la yang grangs bgrang ba'i skabs su gnyis tshig kho na sbyor ro //	he tra ya:/ ai thung mtha' can dvi'i sgra la yang grangs bgrang ba'i skabs su gnyis tshig kho na sbyor ro //	The plural of the sixth is🔽.🔽The plural of the sixth is🔽.🔽The plural of the sixth is
['BO_T16_D4420b:49b-33']	tya d'a d'i n'a ma:/	tya d'a d'i n'a ma:/	.🔽The plural of the sixth is🔽.🔽The plural of the sixth is
['BO_T16_D4420b:49b-34']	tyad sogs rnams kyi aa'o //	tyad sogs rnams kyi aa'o //	The a of the first is the a of the first.🔽
['BO_T16_D4420b:49b-35']	tyad la sogs te tyad nas dvi'i bar brgyad po rnams pha rol rnam dbye gang mthong yang rtags mtha' aa ru 'gyur te /	tyad la sogs te tyad nas dvi'i bar brgyad po rnams pha rol rnam dbye gang mthong yang rtags mtha' aa ru 'gyur te /	The eight cases ending in ty-a and so on, up to ty-a and ty-i, are the case endings.
['BO_T16_D4420b:49b-36']	dvi la / rnam dbye dang po dang gnyis pa gnyis kyi gnyis tshig / aoo /	dvi la / rnam dbye dang po dang gnyis pa gnyis kyi gnyis tshig / aoo /	In ty-a and ty-i, the dual is the dual particle oṃ.
['BO_T16_D4420b:49b-37']	dvi'i ai aa mtshams sbyar bas /	dvi'i ai aa mtshams sbyar bas /	The i and a of ty-i are connected.
['BO_T16_D4420b:49b-38']	dvoo dvoo / rnam dbye gsum pa dang / bzhi pa dang / lnga pa rnams la /	dvoo dvoo / rnam dbye gsum pa dang / bzhi pa dang / lnga pa rnams la /	In the third, fourth, and fifth cases,
