segmentnr	original	analyzed	folio	translated
['BO_T06_D4054:226a-5']	rgod pa'i sgo nas yang dag par rab tu mi 'dzin to //	rgod pa'i sgo nas yang dag par rab tu mi 'dzin to //	226a	He does not grasp correctly through agitation.
['BO_T06_D4054:226a-6']	sdud pa ni rmugs pa dang gnyid kyi sgo nas nang du zhum pa'o //	sdud pa ni rmugs pa dang gnyid kyi sgo nas nang du zhum pa'o //	226a	Contraction is internal contraction through sluggishness and drowsiness.
['BO_T06_D4054:226a-7', 'BO_T06_D4054:226a-8']	g-yeng ba ni sdug pa'i mtshan ma'i rjes su 'brang ba'i sgo nas yul rnams la rnam par 'phro ba'o //🔽zhum ba med pa dang mthun pa bsgom pa ni /	g-yeng ba ni sdug pa'i mtshan ma'i rjes su 'brang ba'i sgo nas yul rnams la rnam par 'phro ba'o // zhum ba med pa dang mthun pa bsgom pa ni /	226a	 Distraction is external scattering through following after the signs of beauty.
['BO_T06_D4054:226a-9']	so sor rtog pa'i mtshan ma la brten nas chos la rnam par lta ba'o //	so sor rtog pa'i mtshan ma la brten nas chos la rnam par lta ba'o //	226a	 The cultivation that is favorable to non-slackness is internal non-scattering through the sign of discernment, which is the observation of the Dharma.
['BO_T06_D4054:226a-10']	g-yeng ba med pa dang mthun pa ni sgra la sogs pa'i rdzas la mi gtsang ba so sor rtog pa'o //	g-yeng ba med pa dang mthun pa ni sgra la sogs pa'i rdzas la mi gtsang ba so sor rtog pa'o //	226a	 The cultivation that is favorable to non-distraction is internal non-scattering through the discernment of impurity with regard to substances such as sound, etc.
['BO_T06_D4054:226a-11']	de gnyi ga'i gnas dang mthun pa ni snang ba'i 'du shes so //	de gnyi ga'i gnas dang mthun pa ni snang ba'i 'du shes so //	226a	 The cultivation that is favorable to both is the perception of light.
['BO_T06_D4054:226a-12']	de yang bdag gi 'dun pa ha cang zhum par mi 'gyur ba dang ha cang rab tu bzung ba yang ma yin pa dang nang du bsdus pa yang ma yin pa dang / phyi rol tu g-yeng ba ma yin pa dang / phyi ma dang snga ma'i 'du shes dang /	de yang bdag gi 'dun pa ha cang zhum par mi 'gyur ba dang ha cang rab tu bzung ba yang ma yin pa dang nang du bsdus pa yang ma yin pa dang / phyi rol tu g-yeng ba ma yin pa dang / phyi ma dang snga ma'i 'du shes dang /	226a	 Moreover, it is not the case that his aspiration is either too slack or too tight, nor is it the case that it is either too contracted internally or too scattered externally, nor is it the case that he has the perception of the former or the latter.🔽 The cultivation that is favorable to both is the perception of light.
['BO_T06_D4054:226a-13']	steng dang 'og gi 'du shes su bya'o snyam pa dang / de ltar rnam par phye ba'i sems kun nas dkris pa med pas snang ba dang ldan pa'i sems bsgom par bya'i /	steng dang 'og gi 'du shes su bya'o snyam pa dang / de ltar rnam par phye ba'i sems kun nas dkris pa med pas snang ba dang ldan pa'i sems bsgom par bya'i /	226a	Thus, since the mind is not bound by such analysis, one should cultivate a mind endowed with illumination.
['BO_T06_D4054:226a-14']	bdag gi sems 'dun pa can gyi tshul du ni mi 'gyur bar bya'o zhes bya ba'i dbang du mdzad nas /	bdag gi sems 'dun pa can gyi tshul du ni mi 'gyur bar bya'o zhes bya ba'i dbang du mdzad nas /	226a	With the thought, “I will not be a mind that is intent on my own mind,”
['BO_T06_D4054:226a-15']	bcom ldan 'das kyis go rims bzhin du gsungs so ;	bcom ldan 'das kyis go rims bzhin du gsungs so ;	226a	the Bhagavān taught this in order.
