segmentnr	original	analyzed	translated
['BO_T16_D4376:294a-0']	@294a // sems kyi nyams cung zad tsam zhig mdor bsdus te brjod par bya'o //	@294a // sems kyi nyams cung zad tsam zhig mdor bsdus te brjod par bya'o //	I will briefly describe some of the experiences of mind.
['BO_T16_D4376:294a-1']	de la mtshan ma dang bcas pa'i rnal 'byor dang / mtshan ma med pa'i rnal 'byor rnam pa gnyis te /	de la mtshan ma dang bcas pa'i rnal 'byor dang / mtshan ma med pa'i rnal 'byor rnam pa gnyis te /	There are two kinds of yoga: yoga with signs and yoga without signs.
['BO_T16_D4376:294a-2']	de la mtshan ma dang bcas pa'i rnal 'byor bshad pa'i dbang du byas nas chos brgyad shes shing ldan na mtshan ma dang bcas pa'i dmigs pa la gtad du 'dod par 'gyur te /	de la mtshan ma dang bcas pa'i rnal 'byor bshad pa'i dbang du byas nas chos brgyad shes shing ldan na mtshan ma dang bcas pa'i dmigs pa la gtad du 'dod par 'gyur te /	In terms of explaining the yoga with signs, if one knows and possesses the eight dharmas, one will wish to focus on the object with signs.
['BO_T16_D4376:294a-3']	chos brgyad ni zhi gnas kyi rgyu drug dang ldan par bya ba dang / dbyibs dang kha dog gi mtshan nyid shes par bya ba dang / gtso cher spyi la bsgom par ba zhing //	chos brgyad ni zhi gnas kyi rgyu drug dang ldan par bya ba dang / dbyibs dang kha dog gi mtshan nyid shes par bya ba dang / gtso cher spyi la bsgom par ba zhing //	The eight dharmas are the six causes of śamatha, possessing the characteristics of shape and color, and mainly meditating on the general.
['BO_T16_D4376:294a-4']	bye brag la gnas kyi bar du bye brag la gzhag par bya ba dang / dmigs pa shin tu gsal ba bsgom par ba dang / bying rgod gnyis kyi dbang du mi gtang ba dang / bsgom pa tshod zin par bya ba dang / rgyu chos de drug yid la bzhag ste bsgoms pas 'bras bu sems bskyed pa'i rim pa mu bzhir rig par bya ba dang /	bye brag la gnas kyi bar du bye brag la gzhag par bya ba dang / dmigs pa shin tu gsal ba bsgom par ba dang / bying rgod gnyis kyi dbang du mi gtang ba dang / bsgom pa tshod zin par bya ba dang / rgyu chos de drug yid la bzhag ste bsgoms pas 'bras bu sems bskyed pa'i rim pa mu bzhir rig par bya ba dang /	In particular, one should practice in a place that is suitable, in a suitable time, in a suitable posture, with a suitable attitude, with a suitable object, and with a suitable mental attention.
['BO_T16_D4376:294a-5', 'BO_T16_D4376:294a-6']	mu gsum pa'i dus su ma nges pa rnam pa lnga'i rjes su 'brang bar bya ba ma yin pa'o //🔽de la zhi gnas kyi rgyu drug dang ldan par bya ba ni mthun pa'i yul na gnas pa dang / 'dod pa chung ba dang / chog shes pa dang / bya ba mang po spang pa dang / tshul khrims rnam par dag par bya ba dang /	mu gsum pa'i dus su ma nges pa rnam pa lnga'i rjes su 'brang bar bya ba ma yin pa'o // de la zhi gnas kyi rgyu drug dang ldan par bya ba ni mthun pa'i yul na gnas pa dang / 'dod pa chung ba dang / chog shes pa dang / bya ba mang po spang pa dang / tshul khrims rnam par dag par bya ba dang /	One should not follow the five kinds of uncertainty at the time of the third stage.
['BO_T16_D4376:294a-7']	'dod pa la sogs pa'i rnam par rtog pa spang ba'o //	'dod pa la sogs pa'i rnam par rtog pa spang ba'o //	The six causes of serenity are: to live in a conducive place, to have few desires, to be content, to abandon activities, to purify morality, and to abandon discursive thought.
['BO_T16_D4376:294a-8']	zhi gnas kyi rgyu drug shes par byas nas rgyud la ldan par bya'o //	zhi gnas kyi rgyu drug shes par byas nas rgyud la ldan par bya'o //	Having understood the six causes of serenity, one should possess them in one's stream of consciousness.
['BO_T16_D4376:294a-9']	dbyibs dang kha dog gi mtshan nyid shes par bya ba ni de bzhin gshegs pa'i sku la dmigs pa gtod pa yin na dbyibs kyi mtshan nyid ni stod smad la sogs pa'i bye brag ji ltar gnas pa bzhin du shes par bya ba dang / kha dog gi mtshan nyid ni kha dog rnam pa bzhi las ji ltar gnas pa bzhin du shes par bya'o //	dbyibs dang kha dog gi mtshan nyid shes par bya ba ni de bzhin gshegs pa'i sku la dmigs pa gtod pa yin na dbyibs kyi mtshan nyid ni stod smad la sogs pa'i bye brag ji ltar gnas pa bzhin du shes par bya ba dang / kha dog gi mtshan nyid ni kha dog rnam pa bzhi las ji ltar gnas pa bzhin du shes par bya'o //	As for the knowledge of the characteristics of shape and color, if one focuses on the body of the Tathagata, one should know the characteristics of shape, such as the distinctions of upper and lower parts, just as they are, and one should know the characteristics of color, such as the four colors, just as they are.
['BO_T16_D4376:294a-10']	gtso cher spyi la bsgom par bya zhing /	gtso cher spyi la bsgom par bya zhing /	One should cultivate the general image, and🔽one should focus on the particulars until one is able to.
['BO_T16_D4376:294b-0']	bye brag la gnas kyi bar du bye brag la @294b gzhag par bya ba ni dbyibs dang kha dog gi mtshan nyid shes par byas nas bsgom pa'i dus na sku rdzogs pa'i ngo bo spyi la sems gtad par bya ste /	bye brag la gnas kyi bar du bye brag la @294b gzhag par bya ba ni dbyibs dang kha dog gi mtshan nyid shes par byas nas bsgom pa'i dus na sku rdzogs pa'i ngo bo spyi la sems gtad par bya ste /	Having understood the characteristics of shape and color, when one meditates, one should focus the mind on the general image of the complete body.
['BO_T16_D4376:294b-1']	de ltar gtad tsam na rdzogs pa mi snang bar bye brag phyogs 'ga' snang na ji tsam snang gi bar du bye brag de la sems gtad par bya'o //	de ltar gtad tsam na rdzogs pa mi snang bar bye brag phyogs 'ga' snang na ji tsam snang gi bar du bye brag de la sems gtad par bya'o //	Thus, when you direct your attention in this way, if the complete image does not appear, but only a few of the details appear, then you should direct your attention to those details, and you should continue to do so for as long as they appear.
['BO_T16_D4376:294b-2']	de bas na gtso cher spyi la bsgom par bya zhing bye brag la gnas kyi bar du bye brag la gzhag par bya ba yin te /	de bas na gtso cher spyi la bsgom par bya zhing bye brag la gnas kyi bar du bye brag la gzhag par bya ba yin te /	Therefore, you should cultivate the general image primarily, and you should direct your attention to the details only to the extent necessary to stabilize your attention.
['BO_T16_D4376:294b-3']	de ltar ma yin pa'i dmigs par bya ba'am /	de ltar ma yin pa'i dmigs par bya ba'am /	You should not make the details the object of your attention,
['BO_T16_D4376:294b-4']	mdun du bzhag nas dus rtag tu har sgom byed pa'am //	mdun du bzhag nas dus rtag tu har sgom byed pa'am //	or place them in front of you and meditate on them continuously,
['BO_T16_D4376:294b-5']	sku'i bye brag rim gyis yid la byed pa 'am /	sku'i bye brag rim gyis yid la byed pa 'am /	or bring the details to mind in sequence,
['BO_T16_D4376:294b-6']	bye brag phyogs 'ga' la mi snang ba bzhin du don dang ched du gtod pa ni dmigs pa myur du mi thob pa'i rgyu yin par shes par bya'o //	bye brag phyogs 'ga' la mi snang ba bzhin du don dang ched du gtod pa ni dmigs pa myur du mi thob pa'i rgyu yin par shes par bya'o //	or direct your attention to the details that do not appear. You should understand that these are causes for not quickly attaining attention.
['BO_T16_D4376:294b-7']	dmigs pa shin tu gsal bar bsgom par bya ba ni gtso cher spyi la bsgom pa'i dus na yod do snyam pa dang / gnag yo re ba tsam dang / rab rib tsam du bsgom pa ma yin te /	dmigs pa shin tu gsal bar bsgom par bya ba ni gtso cher spyi la bsgom pa'i dus na yod do snyam pa dang / gnag yo re ba tsam dang / rab rib tsam du bsgom pa ma yin te /	You should cultivate the object of meditation with very clear images. This is not like cultivating a vague image or an image that is as unclear as if you were looking at something through a veil.
['BO_T16_D4376:294b-8']	dbyibs dang kha dog gi mtshan nyid shin tu gsal bar bsgoms pa'i stobs kyis phyis dmigs par bya ba shin tu gsal bar 'gyur te /	dbyibs dang kha dog gi mtshan nyid shin tu gsal bar bsgoms pa'i stobs kyis phyis dmigs par bya ba shin tu gsal bar 'gyur te /	By the power of meditating on the characteristics of shape and color very clearly, later the object of meditation becomes very clear.
['BO_T16_D4376:294b-9']	de bas na dmigs pa shin tu gsal bar bsgom par bya'o //	de bas na dmigs pa shin tu gsal bar bsgom par bya'o //	Therefore, you should meditate on a very clear object of meditation.
['BO_T16_D4376:294b-10']	bying rgod kyi dbang du gtang bar bya ba ma yin pa ni dmigs pa shin tu gsal bar sgom pa'i dus na bying rgod gnyis kyi dbang du btang nas bsgom pa ma yin gyi /	bying rgod kyi dbang du gtang bar bya ba ma yin pa ni dmigs pa shin tu gsal bar sgom pa'i dus na bying rgod gnyis kyi dbang du btang nas bsgom pa ma yin gyi /	You should not be carried away by laxity and excitement means that when you meditate on a very clear object of meditation, you should not meditate while being carried away by either laxity or excitement.
['BO_T16_D4376:294b-11']	de bas na bying na gzengs bstod cing rgod na blan par bya'o //	de bas na bying na gzengs bstod cing rgod na blan par bya'o //	Therefore, if you are lax, you should arouse your mind; if you are excited, you should calm your mind.
['BO_T16_D4376:294b-12']	sgom pa tshod zin par bya ba ni khams rab 'bring tha ma gsum las rab kyis ni nyin gyi bzhi cha mtshan gyi bzhi cha bsgom par bya ste /	sgom pa tshod zin par bya ba ni khams rab 'bring tha ma gsum las rab kyis ni nyin gyi bzhi cha mtshan gyi bzhi cha bsgom par bya ste /	You should meditate in proper measure means that among the three types of faculties—superior, medium, and low—those of superior faculties should meditate for one quarter of the day and one quarter of the night.
['BO_T16_D4376:294b-13', 'BO_T16_D4376:294b-14']	nyin gyi bzhi cha ni thun bzhi 'am lnga bsgom par bya /🔽mtshan gyi bzhi cha ni srod tho rangs la bsgom par bya'o //	nyin gyi bzhi cha ni thun bzhi 'am lnga bsgom par bya /🔽mtshan gyi bzhi cha ni srod tho rangs la bsgom par bya'o //	One quarter of the day should be spent in four or five meditation sessions.🔽One quarter of the night should be spent in meditation at dusk and at dawn.
['BO_T16_D4376:294b-15']	'bring gis ni nyin 'ba' zhig gi bzhi cha bsgom par bya ste /	'bring gis ni nyin 'ba' zhig gi bzhi cha bsgom par bya ste /	The medium person should meditate for one quarter of the day.
['BO_T16_D4376:294b-16', 'BO_T16_D4376:294b-17']	mtshan gyi btang snyoms su bzhag cing nyin bar gyi bzhi cha la thun lnga'am drug tu bsgom par bya'o //🔽tha mas ni nyin 'ba' zhig gi lnga cha 'am drug cha 'am /	mtshan gyi btang snyoms su bzhag cing nyin bar gyi bzhi cha la thun lnga'am drug tu bsgom par bya'o // tha mas ni nyin 'ba' zhig gi lnga cha 'am drug cha 'am /	He should rest in equanimity during the night and meditate in five or six sessions during the day.🔽The inferior person should meditate for one quarter, one third, or one half of the day.
['BO_T16_D4376:294b-18']	bdun cha tsam bsgom par bya ste mtshan mo btang snyoms su gzhag cing /	bdun cha tsam bsgom par bya ste mtshan mo btang snyoms su gzhag cing /	He should rest in equanimity during the night and meditate in five or six sessions during the day.🔽The inferior person should also be understood as having three types: superior, medium, and inferior.
['BO_T16_D4376:294b-19']	khams tha mas kyang rab 'bring tha ma gsum du shes par byas nas nyin gyi lnga cha dang drug cha dang bdun cha la thun drug gam bdun du bsgom par bya'o //	khams tha mas kyang rab 'bring tha ma gsum du shes par byas nas nyin gyi lnga cha dang drug cha dang bdun cha la thun drug gam bdun du bsgom par bya'o //	The superior person should meditate for one half, one third, or one quarter of the day.
['BO_T16_D4376:294b-20']	de la bsgom pa'i dus ni thung la mi bsgom pa'i dus ni ring bas dmigs pa gtad du mi 'dod par 'gyur ro snyam du sems na /	de la bsgom pa'i dus ni thung la mi bsgom pa'i dus ni ring bas dmigs pa gtad du mi 'dod par 'gyur ro snyam du sems na /	If you think, “The time of meditation is short and the time of nonmeditation is long, so I do not want to focus on the object,”
['BO_T16_D4376:295a-0']	sgom pa yun thung yang shin tu gsal ba'i stobs kyis bag chags 'jog nus par 'gyur la mi @295a * //	sgom pa yun thung yang shin tu gsal ba'i stobs kyis bag chags 'jog nus par 'gyur la mi @295a * //	then although the meditation is short, it can be powerful and able to plant the latent tendencies because it is very clear.
['BO_T16_D4376:295a-1']	sgom pa'i dus ring yang g-yel ba gzhan ma byas pas snga ma'i bag chags kyang mthu chung bar mi 'gyur la sgom pa yun thung ba'i dbang gis shes pa'i rgyud nas nus pa che bar gyur nas /	sgom pa'i dus ring yang g-yel ba gzhan ma byas pas snga ma'i bag chags kyang mthu chung bar mi 'gyur la sgom pa yun thung ba'i dbang gis shes pa'i rgyud nas nus pa che bar gyur nas /	By the power of the short duration of the meditation, the potency becomes great in the stream of consciousness.
['BO_T16_D4376:295a-2', 'BO_T16_D4376:295a-3']	shin tu gsal bar bsgoms pa'i stobs kyis dmigs pa la gtad du 'dod pa myur du 'thob par 'gyur ro //🔽rgyu chos de drug yid la bzhag nas bsgoms pas 'bras bu sems skye ba'i rim pa mu bzhir rig par bya ste chos drug ni zhi gnas kyi rgyu drug dang ldan par bya ba la sogs pa'i chos drug shes shing ldan nas bsgoms pa'i stobs kyis sems skye	shin tu gsal bar bsgoms pa'i stobs kyis dmigs pa la gtad du 'dod pa myur du 'thob par 'gyur ro // rgyu chos de drug yid la bzhag nas bsgoms pas 'bras bu sems skye ba'i rim pa mu bzhir rig par bya ste chos drug ni zhi gnas kyi rgyu drug dang ldan par bya ba la sogs pa'i chos drug shes shing ldan nas bsgoms pa'i stobs kyis sems skye	By the power of the meditation with great clarity, one quickly obtains the desire to direct the mind to the object.🔽The result of the arising of the mind is to be known as the four alternatives of the process of the arising of the mind, by keeping in mind and meditating on those six causes.
['BO_T16_D4376:295a-4', 'BO_T16_D4376:295a-5']	ba'i rim pa mu bzhi 'byung ste /🔽mu dang po la ni rtsol ba drag tu bsgoms kyang dmigs par bya ba mi snang la /	ba'i rim pa mu bzhi 'byung ste / mu dang po la ni rtsol ba drag tu bsgoms kyang dmigs par bya ba mi snang la /	The four alternatives of the process of the arising of the mind occur by the power of the meditation with the knowledge and possession of the six dharmas, which are the six causes of calm abiding.🔽In the first alternative, although one meditates with intense effort, the object of meditation does not appear.
['BO_T16_D4376:295a-6']	rtsol ba zhan du bsgoms kyang dmigs par bya ba mi snang ba yin no //	rtsol ba zhan du bsgoms kyang dmigs par bya ba mi snang ba yin no //	In the second alternative, although one meditates with weak effort, the object of meditation does not appear.
