segmentnr	original	analyzed	folio	translated
['BO_T16_D4401:339b-0']	@339b # // rgya gar skad du /	@339b # // rgya gar skad du /	339b	In Sanskrit:
['BO_T16_D4401:339b-1']	sva stya yam g'a th'a /	sva stya yam g'a th'a /	339b	Svāsthya-yaṃ-gāthā
['BO_T16_D4401:339b-2']	bod skad du /	bod skad du /	339b	In Tibetan:
['BO_T16_D4401:339b-3']	bde legs su gyur ba'i tshigs su bcad pa /	bde legs su gyur ba'i tshigs su bcad pa /	339b	The Verses on Auspiciousness
['BO_T16_D4401:339b-4', 'BO_T16_D4401:339b-5']	thams cad mkhyen pa la phyag 'tshal lo //🔽'jig rten 'dren pa'i drung du ni //	thams cad mkhyen pa la phyag 'tshal lo // 'jig rten 'dren pa'i drung du ni //	339b	Homage to the Omniscient One!🔽A god approached🔽the presence of the world's guide
['BO_T16_D4401:339b-6']	lha zhig nye bar song nas su //	lha zhig nye bar song nas su //	339b	and asked:
['BO_T16_D4401:339b-7', 'BO_T16_D4401:340a-0']	gang zhig rtag tu bde legs pa //🔽bdag gi zhu yis @340a * //	gang zhig rtag tu bde legs pa // bdag gi zhu yis @340a * //	339b	What is always auspicious?
['BO_T16_D4401:340a-1']	bcom ldan gsung //	bcom ldan gsung //	340a	Please tell me, O Blessed One.🔽The holy one listened
['BO_T16_D4401:340a-2']	dam pas de dag gsan pa dang // 'jig rten 'dren pas lung bstan pa //	dam pas de dag gsan pa dang // 'jig rten 'dren pas lung bstan pa //	340a	and the world's guide prophesied:
['BO_T16_D4401:340a-3']	gang gis kun du bde legs su //	gang gis kun du bde legs su //	340a	By what will there be complete auspiciousness?
['BO_T16_D4401:340a-4', 'BO_T16_D4401:340a-5']	'gyur ba lha khyod legs par nyon //🔽gang zhig de bzhin gshegs pa la //	'gyur ba lha khyod legs par nyon // gang zhig de bzhin gshegs pa la //	340a	O god, listen well!🔽Those who have unwavering,
['BO_T16_D4401:340a-6']	dad pa mi g-yo legs rab brtan //	dad pa mi g-yo legs rab brtan //	340a	excellent, firm faith in the Tathāgata,
['BO_T16_D4401:340a-7']	gang zhig dge ba tshul khrims can //	gang zhig dge ba tshul khrims can //	340a	those who are virtuous and ethical,
['BO_T16_D4401:340a-8', 'BO_T16_D4401:340a-9']	de dag kun du bde legs 'gyur //🔽gang zhig pha dang ma dag dang // bu dang bu mo bran dag la //	de dag kun du bde legs 'gyur // gang zhig pha dang ma dag dang // bu dang bu mo bran dag la //	340a	will have complete auspiciousness.🔽Those who always serve well
['BO_T16_D4401:340a-10']	rtag tu legs par bsnyen bkur ba //	rtag tu legs par bsnyen bkur ba //	340a	their parents, children, daughters, and servants,
['BO_T16_D4401:340a-11']	de dag kun du bde legs 'gyur //	de dag kun du bde legs 'gyur //	340a	will have complete auspiciousness.
['BO_T16_D4401:340a-12']	gang zhig dgra bcom grags pa la //	gang zhig dgra bcom grags pa la //	340a	Those who have perfect faith in the renowned Arhats🔽and offer them gifts, and those who act in accordance with the words of the gods,
['BO_T16_D4401:340a-13']	legs par rab dad yon 'bul dang // lha yi bka' bzhin byed pa dag / de dag kun du bde legs 'gyur //	legs par rab dad yon 'bul dang // lha yi bka' bzhin byed pa dag / de dag kun du bde legs 'gyur //	340a	may all be well and happy everywhere.🔽Those who have not committed any misdeeds with their body, speech,
['BO_T16_D4401:340a-14']	gang gis lus dang ngag dag dang // yid la nyes byas med pa dang // gang zhig rnam gsum rab bsdams pa //	gang gis lus dang ngag dag dang // yid la nyes byas med pa dang // gang zhig rnam gsum rab bsdams pa //	340a	or mind, and those who have fully restrained themselves in these three ways,
['BO_T16_D4401:340a-15']	de dag kun du bde legs 'gyur //	de dag kun du bde legs 'gyur //	340a	may all be well and happy everywhere.🔽Those who cultivate the attitude of loving kindness
['BO_T16_D4401:340a-16']	gang zhig 'byung po thams cad la //	gang zhig 'byung po thams cad la //	340a	toward all beings,
['BO_T16_D4401:340a-17', 'BO_T16_D4401:340a-18']	tshad med kun du mi 'khrugs pa //🔽byams pa'i sems ni sgom byed pa //	tshad med kun du mi 'khrugs pa // byams pa'i sems ni sgom byed pa //	340a	without any disturbance whatsoever,
['BO_T16_D4401:340a-19', 'BO_T16_D4401:340a-20']	de dag kun du bde legs 'gyur //🔽gang zhig sdug bsngal kun spang phyir //	de dag kun du bde legs 'gyur // gang zhig sdug bsngal kun spang phyir //	340a	may all be well and happy everywhere.🔽Those who meditate well on the noble eightfold path
['BO_T16_D4401:340a-21']	'phags pa'i lam gyi yan lag brgyad //	'phags pa'i lam gyi yan lag brgyad //	340a	in order to abandon all suffering
['BO_T16_D4401:340a-22']	bden pa 'dren pa legs bsgoms pa //	bden pa 'dren pa legs bsgoms pa //	340a	and on the truth that leads to liberation,
['BO_T16_D4401:340a-23', 'BO_T16_D4401:340a-24']	de dag kun du bde legs 'gyur //🔽gang gis 'dus byas thams cad kyis //	de dag kun du bde legs 'gyur // gang gis 'dus byas thams cad kyis //	340a	may all be well and happy everywhere.
['BO_T16_D4401:340a-25']	stong nyid rtag tu legs mthong zhing //	stong nyid rtag tu legs mthong zhing //	340a	Those who always see well the emptiness🔽of all conditioned things
['BO_T16_D4401:340a-26']	de ni sems la gnas gyur pa //	de ni sems la gnas gyur pa //	340a	and who have attained stability in their minds,
['BO_T16_D4401:340a-27']	de dag kun du bde legs 'gyur //	de dag kun du bde legs 'gyur //	340a	may all be well and happy everywhere.
['BO_T16_D4401:340a-28']	gang zhig lus kyi dri med chos //	gang zhig lus kyi dri med chos //	340a	Those who have purified the stain of the body🔽And manifest the Dharma,
['BO_T16_D4401:340a-29']	mngon sum byas nas rgyu ba dang // dgra bcom rnam grol sems ldan pa //	mngon sum byas nas rgyu ba dang // dgra bcom rnam grol sems ldan pa //	340a	Arhats with liberated minds,
['BO_T16_D4401:340a-30']	de dag kun du bde legs gyur //	de dag kun du bde legs gyur //	340a	May they all be well and happy.🔽Those who are free from attachment,
['BO_T16_D4401:340a-31']	gang zhig 'dod chags zhe sdang dang // gti mug rnams dang chags bral zhing //	gang zhig 'dod chags zhe sdang dang // gti mug rnams dang chags bral zhing //	340a	Aversion, and ignorance,
['BO_T16_D4401:340a-32']	ye shes 'khrugs med skyes gyur pa //	ye shes 'khrugs med skyes gyur pa //	340a	And have given rise to unperturbed wisdom,
['BO_T16_D4401:340a-33', 'BO_T16_D4401:340a-34', 'BO_T16_D4401:340a-35']	de dag kun du bde legs 'gyur //🔽gang zhig lhar bcas 'jig rten gyi //🔽mgon po yang srid spangs pa yi //	de dag kun du bde legs 'gyur // gang zhig lhar bcas 'jig rten gyi // mgon po yang srid spangs pa yi //	340a	May they all be well and happy.🔽Those who have realized🔽The Buddha, the protector of the world with its gods,
['BO_T16_D4401:340a-36']	sangs rgyas khong du chud gyur pa //	sangs rgyas khong du chud gyur pa //	340a	Who has abandoned rebirth,
['BO_T16_D4401:340a-37']	de dag kun du bde legs 'gyur //	de dag kun du bde legs 'gyur //	340a	May they all be well and happy.
['BO_T16_D4401:340a-38']	lhas zhus pa'i bde legs su 'gyur ba'i tshigs su bcad pa rdzogs so /	lhas zhus pa'i bde legs su 'gyur ba'i tshigs su bcad pa rdzogs so /	340a	The verses on auspiciousness requested by the gods are complete.
