segmentnr	original	analyzed	translated
['BO_T11_D4229:257b-14']	des na de'i rgyu can du mi 'gyur ro zhes bya ba ni sgrub par byed pa'i 'bras bu'o //	des na de'i rgyu can du mi 'gyur ro zhes bya ba ni sgrub par byed pa'i 'bras bu'o //	Therefore, it is not the effect of that” is the effect of the proof.
['BO_T11_D4229:257b-15']	gal te 'di snyam du me yongs su spangs nas gzhan du skye ba de lta na yang gzhan gyi rgyu can du 'gyur gyi /	gal te 'di snyam du me yongs su spangs nas gzhan du skye ba de lta na yang gzhan gyi rgyu can du 'gyur gyi /	If you think that even if fire arises from another, having abandoned the fuel, it would be the effect of another,
['BO_T11_D4229:257b-16']	rgyu med pa can ni ma yin no snyam na ma yin te zhes smos te /	rgyu med pa can ni ma yin no snyam na ma yin te zhes smos te /	but not without a cause, then no, it is not so.
['BO_T11_D4229:257b-17']	rgyu'i tshogs pa gzhan yin pa de la yang 'bras bu ma yin pa nyid du thal ba mtshungs pa'i phyir ro //	rgyu'i tshogs pa gzhan yin pa de la yang 'bras bu ma yin pa nyid du thal ba mtshungs pa'i phyir ro //	Because the consequence that the collection of causes that is other is not the effect is the same.
['BO_T11_D4229:257b-18']	'bras bu ma yin pa nyid ston pa ni mngon par 'dod pa'i rgyu'i tshogs de med kyang me yod na 'byung ba'i phyir de'i 'bras bu nyid ma yin no //	'bras bu ma yin pa nyid ston pa ni mngon par 'dod pa'i rgyu'i tshogs de med kyang me yod na 'byung ba'i phyir de'i 'bras bu nyid ma yin no //	To show that it is not the effect, it is said, “Because it arises even when the collection of causes that is desired does not exist, if fire exists, it is not the effect of that.”
['BO_T11_D4229:257b-19']	de ltar mi dang gzhan las kyang 'byung bar khas blangs te rgyu med pa nyid du bstan nas /	de ltar mi dang gzhan las kyang 'byung bar khas blangs te rgyu med pa nyid du bstan nas /	Thus, having accepted that it arises from another, it is taught that it is without a cause.
['BO_T11_D4229:257b-20']	da ni yang na zhes bya ba sogs pas gzhan las 'byung ba ni me las skye ba ma yin la /	da ni yang na zhes bya ba sogs pas gzhan las 'byung ba ni me las skye ba ma yin la /	Now, the line “If it arises from another, it does not arise from fire” and so on.
['BO_T11_D4229:257b-21']	me las 'byung ba ni gzhan las skye ba ma yin par bstan pas rgyu med pa nyid du bstan to //	me las 'byung ba ni gzhan las skye ba ma yin par bstan pas rgyu med pa nyid du bstan to //	Since it is taught that fire does not arise from another, it is taught that it is causeless.
['BO_T11_D4229:257b-22']	me de'am dngos po gzhan gang yang rung ste /	me de'am dngos po gzhan gang yang rung ste /	Whether it is that fire or some other thing,
['BO_T11_D4229:257b-23']	de bskyed pa de lta bu'i rang bzhin ma yin pa gang yin pa de las ji ltar 'byung bar 'gyur te /	de bskyed pa de lta bu'i rang bzhin ma yin pa gang yin pa de las ji ltar 'byung bar 'gyur te /	how could it arise from that which is not of the nature to produce it?
