segmentnr	original	analyzed	translated
['BO_T04_D3858:330a-0']	@330a # // rgya gar skad du /	@330a # // rgya gar skad du /	In Sanskrit:
['BO_T04_D3858:330a-1']	ma dhya ma pra t'i tyas mud p'a da n'a ma /	ma dhya ma pra t'i tyas mud p'a da n'a ma /	Madhyamapratītyasamutpādahṛdaya-nāma
['BO_T04_D3858:330a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T04_D3858:330a-3']	dbu ma rten cing 'brel par 'byung ba zhes bya ba /	dbu ma rten cing 'brel par 'byung ba zhes bya ba /	The Middle Way: The Heart of Dependent Origination
['BO_T04_D3858:330a-4', 'BO_T04_D3858:330a-5']	dkon mchog gsum la phyag 'tshal lo //🔽rten cing 'brel par 'byung ba yi //	dkon mchog gsum la phyag 'tshal lo // rten cing 'brel par 'byung ba yi //	Homage to the Three Jewels.
['BO_T04_D3858:330a-6']	don ni bdag gis bshad par bya //	don ni bdag gis bshad par bya //	I will explain the meaning of dependent origination.
['BO_T04_D3858:330a-7']	snang ba'i dngos po thams cad ni //	snang ba'i dngos po thams cad ni //	All things that appear
['BO_T04_D3858:330a-8']	ngo bo nyid kyis stong rig bya //	ngo bo nyid kyis stong rig bya //	should be known to be empty by nature.
['BO_T04_D3858:330a-9']	rten cing 'brel par 'byung ba'i phyir //	rten cing 'brel par 'byung ba'i phyir //	Because they are dependently originated,
['BO_T04_D3858:330a-10']	sgyu ma'i rta glang ji bzhin no //	sgyu ma'i rta glang ji bzhin no //	like an illusory horse or elephant.
['BO_T04_D3858:330a-11', 'BO_T04_D3858:330a-12']	de phyir don dam skye ba med //🔽skye med de ni sems la bzhag / snang ba rang bzhin med pa ru //	de phyir don dam skye ba med // skye med de ni sems la bzhag / snang ba rang bzhin med pa ru //	Therefore, ultimately there is no arising.🔽That non-arising is to be placed in the mind.🔽The mind without concepts meditates
['BO_T04_D3858:330a-13']	mi rtog pa yi sems kyis bsgom //	mi rtog pa yi sems kyis bsgom //	on appearances as lacking inherent existence.
['BO_T04_D3858:330a-14']	spang ba dang ni ye shes 'grub //	spang ba dang ni ye shes 'grub //	Abandonment and the accomplishment of wisdom🔽have six aspects that are incompatible.
['BO_T04_D3858:330a-15']	mi mthun phyogs ni rnam pa drug / le lo dang ni dmigs pa brjed //	mi mthun phyogs ni rnam pa drug / le lo dang ni dmigs pa brjed //	Laziness, forgetting the object of meditation,🔽laxity, excitation,
['BO_T04_D3858:330a-16']	bying ba dang ni rgod pa dang // mi rtsol ba dang rtsol ba'o //	bying ba dang ni rgod pa dang // mi rtsol ba dang rtsol ba'o //	non-exertion, and exertion.
['BO_T04_D3858:330a-17']	de spong ba yi gnyen po brgyad //	de spong ba yi gnyen po brgyad //	The eight antidotes that abandon those
['BO_T04_D3858:330a-18', 'BO_T04_D3858:330a-19']	yang dang yang du bsgom par bya //🔽rjes la pha rol phyin pa yi //	yang dang yang du bsgom par bya // rjes la pha rol phyin pa yi //	And meditate on it again and again.🔽Afterward, abide in the conduct
['BO_T04_D3858:330a-20']	spyod pa bzhin du gnas par bya //	spyod pa bzhin du gnas par bya //	In accordance with the perfections.
['BO_T04_D3858:330a-21']	g-yeng ba thams cad spangs nas ni //	g-yeng ba thams cad spangs nas ni //	Having abandoned all distractions,
['BO_T04_D3858:330a-22']	dgon pa ru ni gnas par bya ;	dgon pa ru ni gnas par bya ;	Dwell in the wilderness.
['BO_T04_D3858:330a-23']	/ nga rgyal thams cad spangs nas ni //	/ nga rgyal thams cad spangs nas ni //	Having abandoned all pride,
['BO_T04_D3858:330a-24', 'BO_T04_D3858:330a-25']	dman pa'i sems dang ldan par bya //🔽gzhan la mi mkho ba yi rdzas //	dman pa'i sems dang ldan par bya // gzhan la mi mkho ba yi rdzas //	Have a humble attitude.🔽Take as your own
['BO_T04_D3858:330a-26']	bdag gi dgos pa'i don du bzung //	bdag gi dgos pa'i don du bzung //	Things that are useless to others.
['BO_T04_D3858:330a-27']	dbu ma rten cing 'brel bar 'byung ba zhes bya ba /	dbu ma rten cing 'brel bar 'byung ba zhes bya ba /	The Middle Way Called “The Arising of Interdependence”🔽By Master Krishna
['BO_T04_D3858:330a-28']	slob dpon nag po pas mdzad pa rdzogs so /	slob dpon nag po pas mdzad pa rdzogs so /	Is completed.
