segmentnr	original	analyzed	folio	translated
['BO_K10_D0145=D0847_H0100:446a-0']	@446a rgya gar skad du /	@446a rgya gar skad du /	446a	In Sanskrit:
['BO_K10_D0145=D0847_H0100:446a-1']	a'arya ratn'a lo ka n'a ma dh'a ra n'i ma h'a y'a na s'u tra /	a'arya ratn'a lo ka n'a ma dh'a ra n'i ma h'a y'a na s'u tra /	446a	Ārya-ratna-āloka-nāma-dhāraṇī-mahāyāna-sūtra.
['BO_K10_D0145=D0847_H0100:446a-2']	bod skad du /	bod skad du /	446a	In Tibetan:
['BO_K10_D0145=D0847_H0100:446a-3']	'phags pa dkon mchog ta la la'i gzungs zhes bya ba /	'phags pa dkon mchog ta la la'i gzungs zhes bya ba /	446a	The Noble Dhāraṇī of the Jewel Radiance,
['BO_K10_D0145=D0847_H0100:446a-4']	theg pa chen po'i mdo /	theg pa chen po'i mdo /	446a	A Mahāyāna Sūtra.
['BO_K10_D0145=D0847_H0100:446a-5']	bam po dang po /	bam po dang po /	446a	Fascicle One.
['BO_K10_D0145=D0847_H0100:446a-6']	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	446a	Homage to all the Buddhas and Bodhisattvas.
['BO_K10_D0145=D0847_H0100:446a-7']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	446a	Thus have I heard at one time,
['BO_K10_D0145=D0847_H0100:446a-8']	bcom ldan 'das rgyal po'i khab na bya rgod kyi phung po'i ri la dge slong stong du tshang ba thams cad kyang dkar po'i chos yongs su rdzogs pa /	bcom ldan 'das rgyal po'i khab na bya rgod kyi phung po'i ri la dge slong stong du tshang ba thams cad kyang dkar po'i chos yongs su rdzogs pa /	446a	the Blessed One was dwelling in Rājagṛha on the Vulture Peak mountain, together with a great saṅgha of monks numbering one thousand, all of whom had perfected the virtuous qualities,
['BO_K10_D0145=D0847_H0100:446a-9']	sengge'i sgra chen po sgrog pa /	sengge'i sgra chen po sgrog pa /	446a	roaring the great lion's roar,
['BO_K10_D0145=D0847_H0100:446a-10']	ye shes kyi tshogs dpag tu med pa tshol ba la mkhas pa sha stag gi dge slong gi dge 'dun chen po dang thabs gcig tu bzhugs so //	ye shes kyi tshogs dpag tu med pa tshol ba la mkhas pa sha stag gi dge slong gi dge 'dun chen po dang thabs gcig tu bzhugs so //	446a	skilled in seeking the immeasurable accumulation of wisdom.
['BO_K10_D0145=D0847_H0100:446a-11']	byang chub sems dpa'i dge 'dun chen po 'di lta ste /	byang chub sems dpa'i dge 'dun chen po 'di lta ste /	446a	The great saṅgha of bodhisattvas was as follows:
['BO_K10_D0145=D0847_H0100:446b-0']	byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po lag na phyag rgya rin po che dang / @446b byang chub sems dpa' sems dpa' chen po rtag tu brtson dang / byang chub sems dpa' sems dpa' chen po yon tan gyis brgyan pa dang /	byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po lag na phyag rgya rin po che dang / @446b byang chub sems dpa' sems dpa' chen po rtag tu brtson dang / byang chub sems dpa' sems dpa' chen po yon tan gyis brgyan pa dang /	446b	the bodhisattva mahāsattva Samantabhadra, the bodhisattva mahāsattva Ratna-mudrā-hasta, the bodhisattva mahāsattva Sadāprarudita, the bodhisattva mahāsattva Guṇa-vyūha,
