segmentnr	original	analyzed	folio	translated
['BO_K12_D0560_D0710=D0930_H0553:289b-0']	@289b dkon mchog gsum la phyag 'tshal lo //	@289b dkon mchog gsum la phyag 'tshal lo //	289b	Homage to the Three Jewels.
['BO_K12_D0560_D0710=D0930_H0553:289b-1']	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas 'od dpag med la phyag 'tshal lo //	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas 'od dpag med la phyag 'tshal lo //	289b	Homage to the Tathāgata, the Arhat, the Perfectly Awakened One Amitābha.
['BO_K12_D0560_D0710=D0930_H0553:289b-2']	byang chub sems dpa' sems dpa' chen po snying rje chen po dang ldan pa 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	byang chub sems dpa' sems dpa' chen po snying rje chen po dang ldan pa 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	289b	Homage to the bodhisattva mahāsattva, the noble Avalokiteśvara, who possesses great compassion.
['BO_K12_D0560_D0710=D0930_H0553:289b-3']	tadya th'a / aom dza ye dza ye /	tadya th'a / aom dza ye dza ye /	289b	Tadyathā: Oṃ jayejaye
['BO_K12_D0560_D0710=D0930_H0553:289b-4']	ma h'a dza ye /	ma h'a dza ye /	289b	mahājaye
['BO_K12_D0560_D0710=D0930_H0553:289b-5']	dza ya ba hi ni /	dza ya ba hi ni /	289b	jayavahiṇi
['BO_K12_D0560_D0710=D0930_H0553:289b-6', 'BO_K12_D0560_D0710=D0930_H0553:289b-7', 'BO_K12_D0560_D0710=D0930_H0553:289b-8']	dza yo ta ta ri /🔽ka la ka la /🔽ma la ma la /	dza yo ta ta ri / ka la ka la / ma la ma la /	289b	jayottare🔽kalakala🔽malamala
['BO_K12_D0560_D0710=D0930_H0553:289b-9']	tsa la tsa la /	tsa la tsa la /	289b	calacalā
['BO_K12_D0560_D0710=D0930_H0553:289b-10']	kshi na kshi na /	kshi na kshi na /	289b	kṣiṇakṣiṇa
['BO_K12_D0560_D0710=D0930_H0553:289b-11', 'BO_K12_D0560_D0710=D0930_H0553:289b-12']	sarba karma a'a ba ra na ni /🔽me sarba dzny'a na aadhshthi te sv'ah'a /	sarba karma a'a ba ra na ni / me sarba dzny'a na aadhshthi te sv'ah'a /	289b	sarvakarma-āvaraṇāni🔽me sarvajñānādhiṣṭhite svāhā.
['BO_K12_D0560_D0710=D0930_H0553:289b-13']	na mo bha ga ba ti ha sa pra bha dha /	na mo bha ga ba ti ha sa pra bha dha /	289b	Namo bhagavatyai āryatārāyai
['BO_K12_D0560_D0710=D0930_H0553:289b-14']	sarba buddha aa ba lo ke ta tsa kshu /	sarba buddha aa ba lo ke ta tsa kshu /	289b	sarvabuddhāvalokite cakṣuḥ
['BO_K12_D0560_D0710=D0930_H0553:289b-15', 'BO_K12_D0560_D0710=D0930_H0553:289b-16']	shro tra ghra na dzi h'a k'a ya ma no bidhy'a dzny'a na pi sho dha ne sv'ah'a /🔽phu ru phu ru /	shro tra ghra na dzi h'a k'a ya ma no bidhy'a dzny'a na pi sho dha ne sv'ah'a / phu ru phu ru /	289b	śrotraghrāṇa-jihvākāyamanonavidyā-jñānapiśodhani svāhā.🔽Purururu🔽surusuru
['BO_K12_D0560_D0710=D0930_H0553:289b-17', 'BO_K12_D0560_D0710=D0930_H0553:289b-18']	su ru su ru /🔽phu r'a phu r'a /	su ru su ru /🔽phu r'a phu r'a /	289b	purāpurā
['BO_K12_D0560_D0710=D0930_H0553:289b-19']	bra phu r'a pra phu r'a /	bra phu r'a pra phu r'a /	289b	Pra phu ra pra phu ra
['BO_K12_D0560_D0710=D0930_H0553:289b-20']	sarba buddha aa dhishthi te sv'ah'a /	sarba buddha aa dhishthi te sv'ah'a /	289b	Sarva buddha adhisthite svāhā
['BO_K12_D0560_D0710=D0930_H0553:289b-21']	dharma dh'a tu garbhe sv'ah'a /	dharma dh'a tu garbhe sv'ah'a /	289b	Dharma dhātu garbha svāhā
['BO_K12_D0560_D0710=D0930_H0553:289b-22']	aa bh'a ba sv'ah'a /	aa bh'a ba sv'ah'a /	289b	Abhāva svāhā
['BO_K12_D0560_D0710=D0930_H0553:289b-23']	sarba dharma aa pa bo dha ni sv'ah'a /	sarba dharma aa pa bo dha ni sv'ah'a /	289b	Sarva dharma ava bodhani svāhā
['BO_K12_D0560_D0710=D0930_H0553:289b-24']	gzungs 'di'i cho ga ni /	gzungs 'di'i cho ga ni /	289b	The ritual of this dhāraṇī
['BO_K12_D0560_D0710=D0930_H0553:289b-25', 'BO_K12_D0560_D0710=D0930_H0553:290a-0']	'di yin te /🔽lan gcig brjod pas kyang bskal pa ston gi bar du las kyi sgrib pa @290a *//	'di yin te / lan gcig brjod pas kyang bskal pa ston gi bar du las kyi sgrib pa @290a *//	289b	is as follows:🔽By reciting it once, all the karmic obscurations accumulated
['BO_K12_D0560_D0710=D0930_H0553:290a-1']	bsags pa thams cad zad par 'gyur ro //	bsags pa thams cad zad par 'gyur ro //	290a	up to the end of the eon will be exhausted.
['BO_K12_D0560_D0710=D0930_H0553:290a-2']	sangs rgyas stong gi dge ba'i rtsa ba bsags pa thob par 'gyur ro //	sangs rgyas stong gi dge ba'i rtsa ba bsags pa thob par 'gyur ro //	290a	One will attain the accumulation of the roots of virtue of a thousand buddhas.
['BO_K12_D0560_D0710=D0930_H0553:290a-3']	bskal ba stong gi bar du 'khor ba la rgyab kyis phyogs par 'gyur ro //	bskal ba stong gi bar du 'khor ba la rgyab kyis phyogs par 'gyur ro //	290a	For a thousand eons, one will turn away from saṃsāra.
['BO_K12_D0560_D0710=D0930_H0553:290a-4']	tshe brjes nas 'khor los bsgyur ba'i rgyal srid thob par 'gyur ro //	tshe brjes nas 'khor los bsgyur ba'i rgyal srid thob par 'gyur ro //	290a	After changing lives, one will attain the kingdom of a universal monarch.
['BO_K12_D0560_D0710=D0930_H0553:290a-5']	'chi ba'i dus kyi tshe sangs rgyas stong mthong bar 'gyur ro //	'chi ba'i dus kyi tshe sangs rgyas stong mthong bar 'gyur ro //	290a	At the time of death, one will see a thousand buddhas.
['BO_K12_D0560_D0710=D0930_H0553:290a-6']	sangs rgyas kyi zhing dag pa dag tu skye bar 'gyur ro //	sangs rgyas kyi zhing dag pa dag tu skye bar 'gyur ro //	290a	One will be reborn in pure buddha realms.
['BO_K12_D0560_D0710=D0930_H0553:290a-7']	nyin dus gsum mtshan dus gsum nyi shu rtsa re re brjod na /	nyin dus gsum mtshan dus gsum nyi shu rtsa re re brjod na /	290a	If one recites it twenty-one times each of the three times during the day and night,
['BO_K12_D0560_D0710=D0930_H0553:290a-8']	ci 'dod pa rmi lam du mthong bar 'gyur ro //	ci 'dod pa rmi lam du mthong bar 'gyur ro //	290a	One will see whatever one desires in one’s dreams.
['BO_K12_D0560_D0710=D0930_H0553:290a-9']	de bzhin gshegs pa'i sku gser gyi mdog can yang mthong bar 'gyur ro //	de bzhin gshegs pa'i sku gser gyi mdog can yang mthong bar 'gyur ro //	290a	One will see the body of the Tathāgata, which is the color of gold.
['BO_K12_D0560_D0710=D0930_H0553:290a-10']	sangs rgyas dang byang chub sems dpa'i yul rnams la yang mi phyed pa'i sems dad pa can du 'gyur te /	sangs rgyas dang byang chub sems dpa'i yul rnams la yang mi phyed pa'i sems dad pa can du 'gyur te /	290a	One will have an undivided faith in the Buddha and the Bodhisattvas.
['BO_K12_D0560_D0710=D0930_H0553:290a-11']	de la sogs pa phan yon tshad med pa dga' byung ngo //	de la sogs pa phan yon tshad med pa dga' byung ngo //	290a	Such are the immeasurable benefits that will arise.”
