segmentnr	original	analyzed	translated
['BO_T06_D4047:85b-21']	dran pa'i yul ma yin pa nyid do //	dran pa'i yul ma yin pa nyid do //	It is not an object of memory.
['BO_T06_D4047:85b-22']	bar chad med pa ni skye ba skad cig bar chad med par sbyor bas go rims bzhin du 'jug pa'o //	bar chad med pa ni skye ba skad cig bar chad med par sbyor bas go rims bzhin du 'jug pa'o //	It is uninterrupted, since it is applied without interruption to the arising of each instant.
['BO_T06_D4047:85b-23']	yang ngo zhes bya ba'i sgra ni bar du chod pa dag kyang ngo //	yang ngo zhes bya ba'i sgra ni bar du chod pa dag kyang ngo //	The word “also” indicates that it is also interrupted.
['BO_T06_D4047:85b-24']	grangs su byar nus pa ni gang nyung ba ste /	grangs su byar nus pa ni gang nyung ba ste /	It is countable, since it is small.
['BO_T06_D4047:85b-25']	grangs su bgrang bar nus pa ni grangs su bgrang bar nus pa nyid do //	grangs su bgrang bar nus pa ni grangs su bgrang bar nus pa nyid do //	It is measurable, since it can be measured.
['BO_T06_D4047:86a-0']	gang mang ba de ni dpag tu med tshad med @86a * //	gang mang ba de ni dpag tu med tshad med @86a * //	It is immeasurable, since it is large.🔽It is unobstructed in three ways:🔽it is unobstructed in terms of object, since it is applied to all objects of knowledge;
['BO_T06_D4047:86a-1']	pa'o ; / rnam pa gsum gyis thogs pa med pa yin te /	pa'o ; / rnam pa gsum gyis thogs pa med pa yin te /	it is unobstructed in terms of time, since it is applied without interruption;
['BO_T06_D4047:86a-2']	ye shes de la thogs pa med pa'o zhes bya bas so //	ye shes de la thogs pa med pa'o zhes bya bas so //	it is unobstructed in terms of wisdom, since it is applied to the wisdom of omniscience.
['BO_T06_D4047:86a-3']	bdag dang gzhan la bar ma chad par ram /	bdag dang gzhan la bar ma chad par ram /	It is unobstructed in terms of self and other, since it is applied to the welfare of self and other.
['BO_T06_D4047:86a-4']	bar chad dang bcas par yang rung ba ni gang bzhed pa'o //	bar chad dang bcas par yang rung ba ni gang bzhed pa'o //	It is unobstructed in terms of desire, since it is applied to whatever is desired.🔽It is unobstructed in terms of small and large, since it is applied to small and large objects.
