segmentnr	original	analyzed	folio	translated
['BO_T02_D1308:218b-0']	@218b # // rgya gar skad du /	@218b # // rgya gar skad du /	218b	In Sanskrit:
['BO_T02_D1308:218b-1']	nee r'atma pr'a k'a sa /	nee r'atma pr'a k'a sa /	218b	nairātmaprakāśa
['BO_T02_D1308:218b-2']	bod skad du /	bod skad du /	218b	In Tibetan:
['BO_T02_D1308:218b-3']	bdag med ma'i rab tu gsal ba /	bdag med ma'i rab tu gsal ba /	218b	The Illumination of Nairātmya
['BO_T02_D1308:218b-4']	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	218b	Homage to glorious Hevajra.
['BO_T02_D1308:218b-5']	kun du rtog pa yongs spangs chos skur gang brjod pa //	kun du rtog pa yongs spangs chos skur gang brjod pa //	218b	That which is said to be the dharmakāya, completely free from conceptualization,
['BO_T02_D1308:218b-6']	dpe med bde ba tsam mdzes longs spyod rdzogs pa'i sku //	dpe med bde ba tsam mdzes longs spyod rdzogs pa'i sku //	218b	is the saṃbhogakāya, beautiful with mere incomparable bliss,
['BO_T02_D1308:218b-7']	sa yi phan pa'i rgyur gyur gang gi sprul pa'i sku //	sa yi phan pa'i rgyur gyur gang gi sprul pa'i sku //	218b	and the nirmāṇakāya, which is the cause of benefit on the earth.🔽May you, Bhagavān Vajrasattva, be virtuous through that.
['BO_T02_D1308:218b-8']	bcom ldan rdo rje sems dpa' khyod des dge bar shog / gcig tu gsal la rgyas pa yis //	bcom ldan rdo rje sems dpa' khyod des dge bar shog / gcig tu gsal la rgyas pa yis //	218b	The concise and extensive [texts] are clear in one place,
['BO_T02_D1308:218b-9']	mi rtog nyung la rgyas pa dag / ji ltar blo bzhin lung ji bzhin //	mi rtog nyung la rgyas pa dag / ji ltar blo bzhin lung ji bzhin //	218b	the non-conceptual and extensive are few, and according to the scriptures,
['BO_T02_D1308:218b-10']	bdag med ma yi sgrub thabs bshad //	bdag med ma yi sgrub thabs bshad //	218b	the sādhana of Nairātmya is explained.
