segmentnr	original	analyzed	folio	translated
['BO_T02_D3395:57b-0']	@57b # // rgya gar skad du /	@57b # // rgya gar skad du /	57b	In Sanskrit:
['BO_T02_D3395:57b-1']	kalpa aa ma na ya m'a r'i tsyee s'a dha nam /	kalpa aa ma na ya m'a r'i tsyee s'a dha nam /	57b	Kalpa-ama-na-yama-ri-cyai-sadhanam
['BO_T02_D3395:57b-2']	bod skad du /	bod skad du /	57b	In Tibetan:
['BO_T02_D3395:57b-3']	rtog pa las brgyud pa'i 'od zer can gyi sgrub pa'i thabs /	rtog pa las brgyud pa'i 'od zer can gyi sgrub pa'i thabs /	57b	The practice of Marici from the Kalpas
['BO_T02_D3395:57b-4', 'BO_T02_D3395:58a-0']	'od zer can la phyag 'tshal lo //🔽dang por re zhig sngags pas kha @58a * //	'od zer can la phyag 'tshal lo // dang por re zhig sngags pas kha @58a * //	57b	Homage to Marici
['BO_T02_D3395:58a-1']	la sogs pa dag par byas la /	la sogs pa dag par byas la /	58a	First, the mantrin should purify his mouth and so forth,
['BO_T02_D3395:58a-2']	'jam zhang rgya che ba'i gdan la nye bar gnas la /	'jam zhang rgya che ba'i gdan la nye bar gnas la /	58a	and sit on a soft, wide seat.
['BO_T02_D3395:58a-3']	sdig pa bshags pa la sogs pa byas nas /	sdig pa bshags pa la sogs pa byas nas /	58a	Having confessed his misdeeds and so forth,
['BO_T02_D3395:58a-4']	de'i rjes su bgegs bskrad pa'i sngags brjod par bya'o //	de'i rjes su bgegs bskrad pa'i sngags brjod par bya'o //	58a	after that he should recite the mantra for expelling obstructors.
['BO_T02_D3395:58a-5']	bgegs bskrad pa'i bsngags ni /	bgegs bskrad pa'i bsngags ni /	58a	The mantra for expelling obstructors is:
['BO_T02_D3395:58a-6']	aom m'a r'i tsyee h'um sarba bi ghn'am /	aom m'a r'i tsyee h'um sarba bi ghn'am /	58a	Om marici hum sarva vighnam om
['BO_T02_D3395:58a-7']	autstsha ta ya h'um phat /	autstsha ta ya h'um phat /	58a	Utshataya hum phat
['BO_T02_D3395:58a-8']	phyag rgya dang bcas pas snying ga dang mgrin pa spyi bor 'dug par bya'o //	phyag rgya dang bcas pas snying ga dang mgrin pa spyi bor 'dug par bya'o //	58a	Together with the mudra, he should place it at the heart, throat, and crown.
['BO_T02_D3395:58a-9']	de nas rang gi snying gar pam las skyes pa'i sna tshogs padma'i dbus su aam las skyes pa'i nyi ma'i dkyil 'khor gyi lte bar mam las rdo rje /	de nas rang gi snying gar pam las skyes pa'i sna tshogs padma'i dbus su aam las skyes pa'i nyi ma'i dkyil 'khor gyi lte bar mam las rdo rje /	58a	Then, in one's heart, from pam arises a multicolored lotus, in its center from am arises a sun maṇḍala, in the center of which from mam arises a vajra,
['BO_T02_D3395:58a-10']	rdo rje de'i lte ba la mam ngo //	rdo rje de'i lte ba la mam ngo //	58a	In the center of that vajra is a maṃ.
['BO_T02_D3395:58a-11']	rdo rje'i lte ba'i ma la dza:h'um bam ho:sa rnam par bskor ba /	rdo rje'i lte ba'i ma la dza:h'um bam ho:sa rnam par bskor ba /	58a	The maṃ in the center of the vajra is surrounded by jaḥ hūṃ vaṃ hoḥ.
['BO_T02_D3395:58a-12', 'BO_T02_D3395:58a-13']	de'i 'od zer gsal bas 'di thams cad yongs su gyur pa las sgeg pa'i cha lugs 'chang ba /🔽phyag brgyad pa zhal gsum pa /	de'i 'od zer gsal bas 'di thams cad yongs su gyur pa las sgeg pa'i cha lugs 'chang ba / phyag brgyad pa zhal gsum pa /	58a	The radiance of its light rays completely transforms everything into the form of a goddess.
['BO_T02_D3395:58a-14']	spyan gsum pa /	spyan gsum pa /	58a	She has eight faces and three eyes.
['BO_T02_D3395:58a-15']	padma dang zla ba'i gdan la g-yon brkyang ba'i zhabs kyis gnas shing /	padma dang zla ba'i gdan la g-yon brkyang ba'i zhabs kyis gnas shing /	58a	She stands on a lotus and moon seat with her left leg extended.
['BO_T02_D3395:58a-16']	phag pa bdun gyis 'dren pa'i shing rta la zhon pa /	phag pa bdun gyis 'dren pa'i shing rta la zhon pa /	58a	She rides a chariot drawn by seven boars.
['BO_T02_D3395:58a-17']	rnam par snang mdzad yongs su gyur pa'i mchod rten gyi khong na bzhugs pa /	rnam par snang mdzad yongs su gyur pa'i mchod rten gyi khong na bzhugs pa /	58a	She resides in a stūpa that is the complete transformation of Vairocana.
['BO_T02_D3395:58a-18']	g-yas pa'i phyag rnams su rdo rje dang / mda' dang / lcags kyu dang / khab bo //	g-yas pa'i phyag rnams su rdo rje dang / mda' dang / lcags kyu dang / khab bo //	58a	In her right hands she holds a vajra, an arrow, a goad, and a knife.
['BO_T02_D3395:58a-19']	g-yon pa'i phyag rnams su sdigs mdzub dang bcas pa'i zhags pa dang / gzhu dang / mya ngan med pa dang / skud pa bsnams pa /	g-yon pa'i phyag rnams su sdigs mdzub dang bcas pa'i zhags pa dang / gzhu dang / mya ngan med pa dang / skud pa bsnams pa /	58a	In her left hands she holds a lasso with a threatening gesture, a bow, an aśoka branch, and a thread.
['BO_T02_D3395:58a-20']	rtsa ba'i zhal gser lta bu /	rtsa ba'i zhal gser lta bu /	58a	Her main face is golden.
['BO_T02_D3395:58a-21']	g-yas dmar ba /	g-yas dmar ba /	58a	Her right face is red.
['BO_T02_D3395:58a-22']	g-yon pa khro ba dang bcas pa'i phag gi zhal nag po /	g-yon pa khro ba dang bcas pa'i phag gi zhal nag po /	58a	The left face is black, the face of a boar with wrathful expression,
['BO_T02_D3395:58a-23']	ljags 'dril ba /	ljags 'dril ba /	58a	with a curled tongue.
['BO_T02_D3395:58a-24']	rnam par snang mdzad kyi dbu rgyan can /	rnam par snang mdzad kyi dbu rgyan can /	58a	He has a crown of Vairocana.
['BO_T02_D3395:58a-25']	mdog ser ba /	mdog ser ba /	58a	He is yellow in color,
['BO_T02_D3395:58a-26', 'BO_T02_D3395:58a-27']	stod g-yogs dang / sha 'gag dmar po can rnam par bsgoms la /🔽'di'i snying ga dang / dam tshig dang / mgrin pa dang / dpral pa rnams su h'um mam aa:aam bkod de /	stod g-yogs dang / sha 'gag dmar po can rnam par bsgoms la / 'di'i snying ga dang / dam tshig dang / mgrin pa dang / dpral pa rnams su h'um mam aa:aam bkod de /	58a	with an upper garment and a red sash.🔽Visualize him with the syllables hūṃ aṃ and aḥ placed at his heart, commitment, throat, and forehead.
['BO_T02_D3395:58a-28', 'BO_T02_D3395:58a-29']	dam tshig gi sa bon las shar dang / nub dang / byang rnams su batt'a li /🔽ba d'a li /	dam tshig gi sa bon las shar dang / nub dang / byang rnams su batt'a li / ba d'a li /	58a	From the commitment seed syllables,🔽batali,🔽vadali,
['BO_T02_D3395:58a-30', 'BO_T02_D3395:58a-31']	ba r'a li /🔽b'a r'a h'a mu khi /	ba r'a li / b'a r'a h'a mu khi /	58a	varali,🔽and vārāhāmukhi are emanated to the east, south, west, and north.
['BO_T02_D3395:58a-32']	phyir spro bar bya'o //	phyir spro bar bya'o //	58a	They are emanated outside.
