segmentnr	original	analyzed	folio	translated
['BO_T04_D3865:69b-10']	byis pa 'ga' zhig la rang gi khyim thabs kyis khrus bya yis chu 'on cig ces smras la /	byis pa 'ga' zhig la rang gi khyim thabs kyis khrus bya yis chu 'on cig ces smras la /	69b	Some children were told by their husbands, “Bring the bathing water.”
['BO_T04_D3865:69b-11']	des kyang blangs par gyur to //	des kyang blangs par gyur to //	69b	They brought it.
['BO_T04_D3865:69b-12']	de bzhin du shing len pa dang / chu sro ba dang / ma nye ba dang / snum gyi dril phyis kyis rim gro dag byed du bcug cing /	de bzhin du shing len pa dang / chu sro ba dang / ma nye ba dang / snum gyi dril phyis kyis rim gro dag byed du bcug cing /	69b	In the same way, they were made to bring wood, heat water, massage, and do other services.
['BO_T04_D3865:69b-13']	des ni phyogs ma yin pa ma nye ba tsam zhig byas la /	des ni phyogs ma yin pa ma nye ba tsam zhig byas la /	69b	They did what was not proper, just the opposite of what they should have done.
['BO_T04_D3865:69b-14']	de yang de tsam gyis yongs su mgu ste /	de yang de tsam gyis yongs su mgu ste /	69b	And they were satisfied with just that much.
['BO_T04_D3865:69b-15']	de bzhin du 'dod pa'i bdag nyid can rnams bdag nyid kyis ngal ba la rtsis med par byas nas bde ba bud med la yod pa kho nar rlom mo //	de bzhin du 'dod pa'i bdag nyid can rnams bdag nyid kyis ngal ba la rtsis med par byas nas bde ba bud med la yod pa kho nar rlom mo //	69b	In the same way, those who are devoted to desire, disregarding their own fatigue, imagine that pleasure exists only in women.
['BO_T04_D3865:69b-16', 'BO_T04_D3865:69b-17']	'dir bshad pa /🔽gang phyir rgyu rkyen tshogs pa las //	'dir bshad pa / gang phyir rgyu rkyen tshogs pa las //	69b	Here we say:🔽Because pleasure arises
['BO_T04_D3865:69b-18']	bde ba 'byung ba de yi phyir //	bde ba 'byung ba de yi phyir //	69b	from a collection of causes and conditions,
['BO_T04_D3865:69b-19']	de yi rgyu ni gcig min par //	de yi rgyu ni gcig min par //	69b	its cause is not a single thing.
['BO_T04_D3865:69b-20']	de nyid rigs rnams kyis shes bya //	de nyid rigs rnams kyis shes bya //	69b	This should be understood by those who are wise.
['BO_T04_D3865:69b-21']	'dir smras pa //	'dir smras pa //	69b	Here we say:
['BO_T04_D3865:69b-22']	gal te de ltar rgyu du mas 'dod pa smad na /	gal te de ltar rgyu du mas 'dod pa smad na /	69b	If you disparage desire because of its many causes,
['BO_T04_D3865:69b-23']	ci'i phyir chags pa can yang dang yang du 'dod pa dag bsten /	ci'i phyir chags pa can yang dang yang du 'dod pa dag bsten /	69b	Why do those who are attached repeatedly pursue sensual pleasures?
['BO_T04_D3865:69b-24']	gang gi phyir 'dod pa dag bsten pa'i phyir na 'di nges par 'dod pa las skyes pa'i bde bas bde ba dang ldan par 'gyur ro //	gang gi phyir 'dod pa dag bsten pa'i phyir na 'di nges par 'dod pa las skyes pa'i bde bas bde ba dang ldan par 'gyur ro //	69b	Because of pursuing sensual pleasures, they will definitely experience pleasure that arises from sensual pleasures.
['BO_T04_D3865:69b-25']	bshad par bya ste /	bshad par bya ste /	69b	We respond:
['BO_T04_D3865:69b-26', 'BO_T04_D3865:70a-0']	nges par / mdze po 'phrug bzhin 'dod chags kyis //🔽ldongs pas 'dod @70a * //	nges par / mdze po 'phrug bzhin 'dod chags kyis // ldongs pas 'dod @70a * //	69b	The blind, due to attachment,
['BO_T04_D3865:70a-1']	pa'i skyon mi mthong //	pa'i skyon mi mthong //	70a	do not see the faults of sensual pleasures.
['BO_T04_D3865:70a-2']	ji ltar g-yan pa tshabs chen pos thebs pa'i mdze po 'phrug pa na /	ji ltar g-yan pa tshabs chen pos thebs pa'i mdze po 'phrug pa na /	70a	Just as a leper, afflicted by severe itching,
['BO_T04_D3865:70a-3']	de dang nye ba'i sdug bsngal gyis nad par gyur pa nyid kyi phyir g-yan pa'i skyon te /	de dang nye ba'i sdug bsngal gyis nad par gyur pa nyid kyi phyir g-yan pa'i skyon te /	70a	due to the suffering of that disease, does not see the faults of the itching,
['BO_T04_D3865:70a-4']	me dpal gyi nyes pa dang pags pa shus pa dang / khrag dang chu ser 'dzag pa'i nyes pa mi mthong bar yang dang yang du 'phrug par byed kyi /	me dpal gyi nyes pa dang pags pa shus pa dang / khrag dang chu ser 'dzag pa'i nyes pa mi mthong bar yang dang yang du 'phrug par byed kyi /	70a	namely, the faults of the leprosy, the faults of the burning, the peeling of the skin, the oozing of blood and pus, and he scratches again and again.
['BO_T04_D3865:70a-5']	de las mi ldog la /	de las mi ldog la /	70a	He does not turn away from that.
