segmentnr	original	analyzed	folio	translated
['BO_T02_D1180:80b-28']	rdo rje snying po nga yis bshad //	rdo rje snying po nga yis bshad //	80b	I, the vajra essence, will explain.
['BO_T02_D1180:80b-29']	brtse bas dngos grub don du yang //	brtse bas dngos grub don du yang //	80b	For the sake of the attainment of love,
['BO_T02_D1180:80b-30']	zla ba phyed du yongs su rtogs //	zla ba phyed du yongs su rtogs //	80b	realize it for half a month.
['BO_T02_D1180:80b-31']	zhes pa la /	zhes pa la /	80b	The meaning of this is as follows.
['BO_T02_D1180:80b-32']	bag la nyal ba'i mda'i dug mtha' dag 'jig pa'i bdag med pa'i bsam gtan 'dings bstan te /	bag la nyal ba'i mda'i dug mtha' dag 'jig pa'i bdag med pa'i bsam gtan 'dings bstan te /	80b	This meditation on selflessness, which destroys the poison of the arrow of latent tendencies, is taught.
['BO_T02_D1180:80b-33']	kye brtse ba'i bdag nyid can gyi rdo rje snying po ltad mo'i phyir yang zla ba phyed du rtogs zhes pa'i don to //	kye brtse ba'i bdag nyid can gyi rdo rje snying po ltad mo'i phyir yang zla ba phyed du rtogs zhes pa'i don to //	80b	“O vajra essence, who is loving by nature, realize it for half a month, even for the sake of entertainment.”
['BO_T02_D1180:80b-34']	de ste zla ba phyed du 'bad pa mi byed pa de lta na yang /	de ste zla ba phyed du 'bad pa mi byed pa de lta na yang /	80b	If one does not make effort for half a month,
['BO_T02_D1180:80b-35']	bsam pa thams cad yongs spangs te //	bsam pa thams cad yongs spangs te //	80b	then, abandoning all thoughts,
['BO_T02_D1180:80b-36']	lha yi gzugs su sems pa yis //	lha yi gzugs su sems pa yis //	80b	with a mind in the form of the deity,
['BO_T02_D1180:80b-37']	rgyun mi 'chad par nyin mtshan gcig //	rgyun mi 'chad par nyin mtshan gcig //	80b	meditate continuously day and night.
['BO_T02_D1180:80b-38', 'BO_T02_D1180:80b-39']	bsgom pas yongs su brtag par gyis //🔽zhes gsungs te /	bsgom pas yongs su brtag par gyis // zhes gsungs te /	80b	Examine it thoroughly.
['BO_T02_D1180:80b-40']	bdag med ma'i rnal 'byor 'di la zla ba phyed du 'bad pa'i skal ba med pa rnams kyis nyin mtshan gcig tsam du yang dmigs pa gzhan la rtsol ba yongs su btang ste /	bdag med ma'i rnal 'byor 'di la zla ba phyed du 'bad pa'i skal ba med pa rnams kyis nyin mtshan gcig tsam du yang dmigs pa gzhan la rtsol ba yongs su btang ste /	80b	Those who do not have the fortune to make effort in this yoga of Nairātmya for half a month should give up striving at other visualizations for at least a day and night.
['BO_T02_D1180:81a-0']	@81a * // stong pa nyid gang la sems rtse gcig par bzhag na yid ches pa'i lam gyi rtogs 'byung bar 'gyur te /	@81a * // stong pa nyid gang la sems rtse gcig par bzhag na yid ches pa'i lam gyi rtogs 'byung bar 'gyur te /	81a	That emptiness on which the mind is set one-pointedly, the path of confidence arises.
