segmentnr	original	analyzed	folio	translated
['BO_T02_D2139:199a-0']	@199a # // rgya gar skad du //	@199a # // rgya gar skad du //	199a	In Sanskrit:
['BO_T02_D2139:199a-1']	shr'i ma h'a k'a ru ni ka aa bhi she ka pra ka ra na au pa de sha n'a ma /	shr'i ma h'a k'a ru ni ka aa bhi she ka pra ka ra na au pa de sha n'a ma /	199a	Śrīmahākāruṇikābhiṣeka-prakāranaupadeśa-nāma.
['BO_T02_D2139:199a-2']	bod skad du /	bod skad du /	199a	In Tibetan:
['BO_T02_D2139:199a-3']	dpal thugs rje chen po'i dbang bskur ba'i man ngag gi rab tu byed pa zhes bya ba /	dpal thugs rje chen po'i dbang bskur ba'i man ngag gi rab tu byed pa zhes bya ba /	199a	The Instruction on the Empowerment of Glorious Great Compassion, called The Chapter on the Ritual.
['BO_T02_D2139:199a-4', 'BO_T02_D2139:199a-5']	bcom ldan 'das dpal padma'i snang ba chen po rab tu rgyas pa la phyag 'tshal lo //🔽dang po re zhig rnal 'byor gyi dbang phyug gang zhig / padma rab tu zab pa'i dkyil 'khor ram /	bcom ldan 'das dpal padma'i snang ba chen po rab tu rgyas pa la phyag 'tshal lo // dang po re zhig rnal 'byor gyi dbang phyug gang zhig / padma rab tu zab pa'i dkyil 'khor ram /	199a	Homage to the Blessed One, the glorious lotus of great radiance, fully expanded.🔽First, a certain lord of yoga, having obtained the empowerment and permission of either the mandala of the very profound lotus
['BO_T02_D2139:199a-6']	padma rgyal po gang yang rung ba'i dbang dang gnang ba thob pas //	padma rgyal po gang yang rung ba'i dbang dang gnang ba thob pas //	199a	or the lotus king,
['BO_T02_D2139:199a-7']	rtsa ba'i snga gsal bsnyen pa 'bum phrag gsum song nas /	rtsa ba'i snga gsal bsnyen pa 'bum phrag gsum song nas /	199a	having completed the approach recitation of the root mantra three hundred thousand times,
['BO_T02_D2139:199a-8']	slob ma rjes su gzung bar 'dod na /	slob ma rjes su gzung bar 'dod na /	199a	if he wishes to take on disciples,
['BO_T02_D2139:199a-9']	gnas dben zhing nyams dga' ba'i sar /	gnas dben zhing nyams dga' ba'i sar /	199a	in a place that is secluded and delightful,
['BO_T02_D2139:199a-10']	slob ma ni dang pa dang snying rje dang shes rab che ba /	slob ma ni dang pa dang snying rje dang shes rab che ba /	199a	the disciples should have faith, compassion, and great wisdom,
['BO_T02_D2139:199a-11']	'khor ba la skyon du mi lta zhing /	'khor ba la skyon du mi lta zhing /	199a	not viewing samsara as faulty,
['BO_T02_D2139:199a-12']	mang du thos pa bla ma la gus shing /	mang du thos pa bla ma la gus shing /	199a	having heard much, respectful to the guru,🔽and
['BO_T02_D2139:199a-13']	the pa chen po'i chos la the tshom med pa /	the pa chen po'i chos la the tshom med pa /	199a	Have no doubt about the great Dharma.
['BO_T02_D2139:199b-0']	khyad @199b bar du nges pa'i don dang / spyan ras gzigs la mos shing /	khyad @199b bar du nges pa'i don dang / spyan ras gzigs la mos shing /	199b	In particular, have conviction in Avalokiteśvara,
['BO_T02_D2139:199b-1']	dbang po rno ba'i gang zag des /	dbang po rno ba'i gang zag des /	199b	And have sharp faculties.
['BO_T02_D2139:199b-2', 'BO_T02_D2139:199b-3', 'BO_T02_D2139:199b-4']	bla ma la gsol ba 'debs pa ni //🔽sangs rgyas snang ba mtha' yas kyi //🔽padma'i rigs kyi dam tshig dang // padma'i dkyil 'khor chen po ru //	bla ma la gsol ba 'debs pa ni // sangs rgyas snang ba mtha' yas kyi // padma'i rigs kyi dam tshig dang // padma'i dkyil 'khor chen po ru //	199b	That person should supplicate the guru.🔽I request the empowerment of the lotus🔽In the great lotus maṇḍala
['BO_T02_D2139:199b-5']	padma'i dbang bskur zhu bar bgyi //	padma'i dbang bskur zhu bar bgyi //	199b	Of the lotus family’s pledge🔽Of Buddha Amitābha.
['BO_T02_D2139:199b-6']	de nas bla mas gnang ba sbyin ba ni ;	de nas bla mas gnang ba sbyin ba ni ;	199b	Then, the guru’s permission is given:
['BO_T02_D2139:199b-7']	bcom ldan 'das kyi dkyil 'khor 'dir //	bcom ldan 'das kyi dkyil 'khor 'dir //	199b	“In this maṇḍala of the Bhagavat,
['BO_T02_D2139:199b-8']	mi mkhas pa ni 'ching bar 'gyur //	mi mkhas pa ni 'ching bar 'gyur //	199b	The unwise will be bound,
['BO_T02_D2139:199b-9']	mkhas pa rnams ni grol bar 'gyur //	mkhas pa rnams ni grol bar 'gyur //	199b	But the wise will be liberated.
['BO_T02_D2139:199b-10']	sems can dang can smin par byed //	sems can dang can smin par byed //	199b	Sentient beings will be ripened.
['BO_T02_D2139:199b-11']	dus gsum sangs rgyas thams cad kyang //	dus gsum sangs rgyas thams cad kyang //	199b	All buddhas of the three times
['BO_T02_D2139:199b-12']	srid ba'i 'dam las 'di yis brgal //	srid ba'i 'dam las 'di yis brgal //	199b	Cross over the swamp of existence with this.
['BO_T02_D2139:199b-13']	padma'i rigs kyi dkyil 'khor 'dir //	padma'i rigs kyi dkyil 'khor 'dir //	199b	In this maṇḍala of the lotus family,
['BO_T02_D2139:199b-14']	ra yas 'bod kyi ying gnyis spongs //	ra yas 'bod kyi ying gnyis spongs //	199b	Abandon doubt and hesitation.”
['BO_T02_D2139:199b-15']	zhes brjod cing slob ma gzung bar bya'o //	zhes brjod cing slob ma gzung bar bya'o //	199b	Say that and accept the disciples.
['BO_T02_D2139:199b-16']	de nas slob dpon gyis dkyil 'khor bri ba ni /	de nas slob dpon gyis dkyil 'khor bri ba ni /	199b	Then, the master draws the maṇḍala.
['BO_T02_D2139:199b-17']	padma zab pa dang / padma rgyal po gang gis byed kyang rung ste /	padma zab pa dang / padma rgyal po gang gis byed kyang rung ste /	199b	It is suitable to do it with either the profound lotus or the lotus king.
['BO_T02_D2139:199b-18']	de la dang pos brtag pa dang / sa bslang ba dang / sa sbyang bar bya ba ni /	de la dang pos brtag pa dang / sa bslang ba dang / sa sbyang bar bya ba ni /	199b	In the first, the examination, the request for the ground, and the purification of the ground are as follows:
['BO_T02_D2139:199b-19']	lto 'phye'i lto ba nas ba rkos te /	lto 'phye'i lto ba nas ba rkos te /	199b	Having dug up the ground of the tortoise,
['BO_T02_D2139:199b-20']	sa bslangs nas /	sa bslangs nas /	199b	the ground is requested.
