segmentnr	original	analyzed	folio	translated
['BO_K12_D0491_H0460=H0025:120b-0']	@120b ;;rgya gar skad du /	@120b ;;rgya gar skad du /	120b	In Sanskrit:
['BO_K12_D0491_H0460=H0025:120b-1']	a'arya panytsa pidsha ti ka pra dzny'a p'a ra mi t'a mu kha n'a ma ma h'a y'a na s'u tra /	a'arya panytsa pidsha ti ka pra dzny'a p'a ra mi t'a mu kha n'a ma ma h'a y'a na s'u tra /	120b	Ārya-pañcaviṃśatisāhasrikāprajñāpāramitāmukha-nāma-mahāyānasūtra
['BO_K12_D0491_H0460=H0025:120b-2']	bod skad du /	bod skad du /	120b	In Tibetan:
['BO_K12_D0491_H0460=H0025:120b-3']	'phags pa shes rab kyi pha rol tu phyin pa'i sgo nyi shu rtsa lnga pa zhes bya ba theg pa chen po'i mdo /	'phags pa shes rab kyi pha rol tu phyin pa'i sgo nyi shu rtsa lnga pa zhes bya ba theg pa chen po'i mdo /	120b	The Noble Great Vehicle Sūtra Called The Twenty-Five Gates of the Perfection of Wisdom
['BO_K12_D0491_H0460=H0025:120b-4']	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	120b	Homage to all the Buddhas and Bodhisattvas.
['BO_K12_D0491_H0460=H0025:120b-5']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	120b	Thus have I heard at one time.
['BO_K12_D0491_H0460=H0025:121a-0']	bcom ldan 'das ri rab @121a *//	bcom ldan 'das ri rab @121a *//	121a	The Blessed One was dwelling on the peak of Mount Meru
['BO_K12_D0491_H0460=H0025:121a-1']	kyi zom la lha thams cad kyi mtshan mo'i gnas na byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs cig tu bzhugs te /	kyi zom la lha thams cad kyi mtshan mo'i gnas na byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs cig tu bzhugs te /	121a	in the night-time abode of all the gods, together with many hundreds of thousands of millions of billions of bodhisattvas.
['BO_K12_D0491_H0460=H0025:121a-2']	de nas bcom ldan 'das lha dang / lha'i bu dang / lha ma yin dang / rlung lha dang / nam mkha' lding dang / klu dang / gnod sbyin dang / mi 'am ci dang / srin po dang / rig sngags 'chang thams cad dang /	de nas bcom ldan 'das lha dang / lha'i bu dang / lha ma yin dang / rlung lha dang / nam mkha' lding dang / klu dang / gnod sbyin dang / mi 'am ci dang / srin po dang / rig sngags 'chang thams cad dang /	121a	Then the Blessed One, surrounded and venerated by a great and vast assembly of gods, sons of gods, demigods, wind gods, garuḍas, nāgas, yakṣas, kinnaras, rākṣasas, all vidyādhara-s,
['BO_K12_D0491_H0460=H0025:121a-3']	'byung po dang / log 'dren dang / sha za dang / snang ba dang / mi snang ba'i ma mo'i tshogs shin tu mang shing rgya che ba dpag tshad lnga'i dkyil 'khor du 'dus pa sha stag dang / dge slong stong nyis brgya lnga bcus bskor cing mdun du bdar nas chos ston te /	'byung po dang / log 'dren dang / sha za dang / snang ba dang / mi snang ba'i ma mo'i tshogs shin tu mang shing rgya che ba dpag tshad lnga'i dkyil 'khor du 'dus pa sha stag dang / dge slong stong nyis brgya lnga bcus bskor cing mdun du bdar nas chos ston te /	121a	bhūta-s, evil spirits, piśāca-s, and a multitude of mātṛkā-s, both visible and invisible, all gathered in a maṇḍala five yojanas in extent, and by a retinue of one thousand two hundred and fifty bhikṣu-s, taught the Dharma.
['BO_K12_D0491_H0460=H0025:121a-4']	de nas byang chub sems dpa' sems dpa' chen po lag na rdo rje rdo rje'i rigs thams cad kyis yongs su bskor cing rig pa'i tshogs dang / phyag rgya'i tshogs de dag thams cad dang / rig sngags 'chang bye ba phrag du mas yongs su bskor nas bcom ldan 'das ga la ba der song ste phyin nas bar snang las babs nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te /	de nas byang chub sems dpa' sems dpa' chen po lag na rdo rje rdo rje'i rigs thams cad kyis yongs su bskor cing rig pa'i tshogs dang / phyag rgya'i tshogs de dag thams cad dang / rig sngags 'chang bye ba phrag du mas yongs su bskor nas bcom ldan 'das ga la ba der song ste phyin nas bar snang las babs nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te /	121a	Then the bodhisattva mahāsattva Vajrapāṇi, surrounded by all the vajra families, by all those assemblies of knowledge mantras and assemblies of mudrās, and by many millions of knowledge-mantra holders, went to where the Blessed One was, and having arrived, descended from the sky and bowed his head at the feet of the Blessed One.
['BO_K12_D0491_H0460=H0025:121a-5']	bcom ldan 'das la lan gsum bskor ba byas nas phyogs gcig tu 'dug pa dang / de nas bcom ldan 'das kyis gsang ba pa'i bdag po lag na rdo rje la bka' stsal pa /	bcom ldan 'das la lan gsum bskor ba byas nas phyogs gcig tu 'dug pa dang / de nas bcom ldan 'das kyis gsang ba pa'i bdag po lag na rdo rje la bka' stsal pa /	121a	Having circumambulated the Blessed One three times, he sat to one side. Then the Blessed One said to the Lord of Secrets, Vajrapāṇi:
['BO_K12_D0491_H0460=H0025:121a-6']	gsang ba pa'i bdag po //	gsang ba pa'i bdag po //	121a	Lord of Secrets,
['BO_K12_D0491_H0460=H0025:121a-7']	nyi shu rtsa lnga po 'di rnams ni /	nyi shu rtsa lnga po 'di rnams ni /	121a	these twenty-five
['BO_K12_D0491_H0460=H0025:121b-0']	nga'i shes @121b rab kyi pha rol tu phyin pa'i sgo yin no //	nga'i shes @121b rab kyi pha rol tu phyin pa'i sgo yin no //	121b	are the gates to my perfection of wisdom.
['BO_K12_D0491_H0460=H0025:121b-1']	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	121b	Homage to all the Buddhas and Bodhisattvas!
['BO_K12_D0491_H0460=H0025:121b-2']	aom byang chub kyi sems rdo rje shes rab kyi pha rol tu phyin pa'i sgo'o //	aom byang chub kyi sems rdo rje shes rab kyi pha rol tu phyin pa'i sgo'o //	121b	“Oṃ is the gateway to the perfection of wisdom of vajra bodhicitta.
['BO_K12_D0491_H0460=H0025:121b-3']	aom kun tu bzang po'i spyod pa shes rab kyi pha rol tu phyin pa'i sgo'o //	aom kun tu bzang po'i spyod pa shes rab kyi pha rol tu phyin pa'i sgo'o //	121b	“Oṃ is the gateway to the perfection of wisdom of Samantabhadra’s conduct.
['BO_K12_D0491_H0460=H0025:121b-4']	aom yid bzhin gyi nor bu shes rab kyi pha rol tu phyin pa'i sgo'o //	aom yid bzhin gyi nor bu shes rab kyi pha rol tu phyin pa'i sgo'o //	121b	“Oṃ is the gateway to the perfection of wisdom of the wish-fulfilling jewel.
['BO_K12_D0491_H0460=H0025:121b-5']	aom 'gog pa med pa shes rab kyi pha rol tu phyin pa'i sgo'o //	aom 'gog pa med pa shes rab kyi pha rol tu phyin pa'i sgo'o //	121b	“Oṃ is the gateway to the perfection of wisdom of non-cessation.
