segmentnr	original	analyzed	folio	translated
['BO_T10_D4197:146a-0']	@146a # // rgya gar skad du /	@146a # // rgya gar skad du /	146a	In Sanskrit:
['BO_T10_D4197:146a-1']	aa sho ka mu kha n'a ga ba ni ya pa ri tstshi da:/	aa sho ka mu kha n'a ga ba ni ya pa ri tstshi da:/	146a	Aśokamukhā nāga vinaya pariccheda
['BO_T10_D4197:146a-2']	bod skad du /	bod skad du /	146a	In Tibetan:
['BO_T10_D4197:146a-3']	mya ngan med pa'i sgo nas klu btul ba'i le'u'o //	mya ngan med pa'i sgo nas klu btul ba'i le'u'o //	146a	The chapter on taming the nāgas through the Aśoka Gate
['BO_T10_D4197:146a-4']	'di ltar rjes su thos te /	'di ltar rjes su thos te /	146a	Thus it is heard:
['BO_T10_D4197:146a-5']	sangs rgyas bcom ldan 'das mya ngan las 'das nas lo brgya lon pa na /	sangs rgyas bcom ldan 'das mya ngan las 'das nas lo brgya lon pa na /	146a	One hundred years after the Buddha Bhagavān passed into nirvāṇa,
['BO_T10_D4197:146a-6']	grong khyer pa ta li pu trar rgyal po mya ngan med ces bya ba 'khor los sgyur ba'i rgyal po'i bzhi cha la dbang byed pa zhig byung bar gyur to //	grong khyer pa ta li pu trar rgyal po mya ngan med ces bya ba 'khor los sgyur ba'i rgyal po'i bzhi cha la dbang byed pa zhig byung bar gyur to //	146a	in the city of Pāṭaliputra, there was a king named Aśoka who ruled a quarter of a cakravartin king's realm.
['BO_T10_D4197:146a-7']	des nor gyi don du tshong pa lnga brgya bkug nas smras pa /	des nor gyi don du tshong pa lnga brgya bkug nas smras pa /	146a	He summoned five hundred merchants for the sake of wealth and said,🔽Sirs, go and take various jewels from the great ocean and return.
['BO_T10_D4197:146a-8']	shes ldan dag khyed song la rgya mtsho chen po nas rin po che sna tshogs pa long la shog shig / gang gi tshe de dag rim gyis song ste rgya mtsho chen por phyin nas /	shes ldan dag khyed song la rgya mtsho chen po nas rin po che sna tshogs pa long la shog shig / gang gi tshe de dag rim gyis song ste rgya mtsho chen por phyin nas /	146a	When they gradually went and reached the great ocean,
['BO_T10_D4197:146a-9']	rin po che dang / gser dang / dngul dang / rdo rje dang / bee d'urya dang ; shad ka shi la dang / bye ru la sogs pa rin po che'i tshogs du mas de dag gi gru yongs su bkang ste 'dzam bu'i gling du phyogs te chas so //	rin po che dang / gser dang / dngul dang / rdo rje dang / bee d'urya dang ; shad ka shi la dang / bye ru la sogs pa rin po che'i tshogs du mas de dag gi gru yongs su bkang ste 'dzam bu'i gling du phyogs te chas so //	146a	He filled the ships with many kinds of precious things, such as jewels, gold, silver, diamonds, sapphires, emeralds, rubies, and so on, and set out for Jambudvīpa.
['BO_T10_D4197:146a-10']	de dag log nas 'ongs pa na rgya mtsho'i dkyil du klus gru bcom nas /	de dag log nas 'ongs pa na rgya mtsho'i dkyil du klus gru bcom nas /	146a	When they returned, the nāgas destroyed the ships in the middle of the ocean.
