segmentnr	original	analyzed	folio	translated
['BO_T02_D1230:41a-0']	@41a # // rgya gar skad du /	@41a # // rgya gar skad du /	41a	In Sanskrit:
['BO_T02_D1230:41a-1']	yo ga yo g'i ni n'am a'a sa dar na aa lo pe de sha n'a ma /	yo ga yo g'i ni n'am a'a sa dar na aa lo pe de sha n'a ma /	41a	Yogayoginīnām-asādhāraṇārthopadesha-nāma
['BO_T02_D1230:41a-2']	bod skad du /	bod skad du /	41a	In Tibetan:
['BO_T02_D1230:41a-3']	rnal 'byor pha dang rnal 'byor ma rnams la thun mong ma yin pa'i don la gdams pa zhes bya ba dpal he ru ka la phyag 'tshal lo //	rnal 'byor pha dang rnal 'byor ma rnams la thun mong ma yin pa'i don la gdams pa zhes bya ba dpal he ru ka la phyag 'tshal lo //	41a	Instruction on the uncommon meaning for male and female yogis, called The Glory of Heruka
['BO_T02_D1230:41b-0']	dur khrod ha ha @41b sgrogs pa zhes bya ba ru /	dur khrod ha ha @41b sgrogs pa zhes bya ba ru /	41b	In the charnel ground called Laughing Ha Ha,
['BO_T02_D1230:41b-1']	rgyal po sa munydza ya zhes bya bas yon bdag byas te /	rgyal po sa munydza ya zhes bya bas yon bdag byas te /	41b	King Samudrajaya acted as the patron.
['BO_T02_D1230:41b-2']	slob dpon dombi he ru ka la sogs pa rnal 'byor pa'i tshogs dpag tu med pa 'dus te tshogs kyi 'khor lo bskor ba las /	slob dpon dombi he ru ka la sogs pa rnal 'byor pa'i tshogs dpag tu med pa 'dus te tshogs kyi 'khor lo bskor ba las /	41b	Masters such as Dombhi Heruka and countless assemblies of yogis gathered and turned the wheel of the ganachakra.
['BO_T02_D1230:41b-3']	bram ze mu ba kha da zhes pas slob dpon la ma zhus par stan las langs nas phyir song ba las /	bram ze mu ba kha da zhes pas slob dpon la ma zhus par stan las langs nas phyir song ba las /	41b	A brahmin called Muvakhada rose from his seat without asking the master and left.
['BO_T02_D1230:41b-4']	rnal 'byor pa rnams kyis bag dang mi ldan par rtogs nas phyir dbyung ba'i las byas te chogs khang du ma btsud do //	rnal 'byor pa rnams kyis bag dang mi ldan par rtogs nas phyir dbyung ba'i las byas te chogs khang du ma btsud do //	41b	The yogis realized he was not careful and performed the action of expulsion, not allowing him to enter the feast hall.
['BO_T02_D1230:41b-5']	de nas slob dpon dombi he ru kas rnal 'byor pa rnams la gdams pa /	de nas slob dpon dombi he ru kas rnal 'byor pa rnams la gdams pa /	41b	Then, the master Dombhi Heruka gave advice to the yogins and yoginis:
['BO_T02_D1230:41b-6']	kye theg pa chen po thun mong ma yin pa'i lam 'di la zhugs nas dam tshig dang brtul zhugs dang 'gal bar mi bya ste /	kye theg pa chen po thun mong ma yin pa'i lam 'di la zhugs nas dam tshig dang brtul zhugs dang 'gal bar mi bya ste /	41b	Kye! Having entered this uncommon path of the Mahayana, do not violate the commitments and yogic discipline.
['BO_T02_D1230:41b-7']	de skad du yang rnal 'byor ma kun du spyod pa'i rgyud las /	de skad du yang rnal 'byor ma kun du spyod pa'i rgyud las /	41b	As it is said in the Yoginis Conduct Tantra:
['BO_T02_D1230:41b-8']	dbang thob nas ni dam tshig nyams mi bya //	dbang thob nas ni dam tshig nyams mi bya //	41b	Having received empowerment, do not violate the commitments.
['BO_T02_D1230:41b-9', 'BO_T02_D1230:41b-10']	tshogs kyi 'khor lo mthun byas gnas su bskor //🔽bya ba thams cad he ru ka yi bdag / tshul ma yin pa byed pa tshar gcod do //	tshogs kyi 'khor lo mthun byas gnas su bskor // bya ba thams cad he ru ka yi bdag / tshul ma yin pa byed pa tshar gcod do //	41b	Having performed the ganacakra, remain in the place of the wheel.
['BO_T02_D1230:41b-11', 'BO_T02_D1230:41b-12']	zhes 'byung bas so //🔽ae ma'o rnal 'byor pa rnams kyis rtsod pa'i dus su gyur na yang tshe gcig gi phyag rgya chen po'i dngos grub thob par byed pa'i thabs mchog tu gyur pa tshogs kyi 'khor lo 'di dag la longs spyod du yod pa 'di ni thun mong ma yin pa'i	zhes 'byung bas so // ae ma'o rnal 'byor pa rnams kyis rtsod pa'i dus su gyur na yang tshe gcig gi phyag rgya chen po'i dngos grub thob par byed pa'i thabs mchog tu gyur pa tshogs kyi 'khor lo 'di dag la longs spyod du yod pa 'di ni thun mong ma yin pa'i	41b	All activities are the domain of Heruka, and those who act improperly are annihilated.
['BO_T02_D1230:41b-13']	bsod nams kyi mthu las grub pas na //	bsod nams kyi mthu las grub pas na //	41b	Amazing! Even in this age of strife, yogins and yoginis who enjoy these ganacakras, the supreme method for attaining the siddhi of mahamudra in one lifetime, have accomplished this through the power of their uncommon merit.
