segmentnr	original	analyzed	folio	translated
['BO_T02_D3268:22a-0']	@22a # // rgya gar skad du /	@22a # // rgya gar skad du /	22a	In Sanskrit:
['BO_T02_D3268:22a-1']	dzambha la s'a dha nam /	dzambha la s'a dha nam /	22a	Jambhalasādhana
['BO_T02_D3268:22a-2']	bod skad du /	bod skad du /	22a	In Tibetan:
['BO_T02_D3268:22a-3']	dzambha la'i sgrub thabs /	dzambha la'i sgrub thabs /	22a	Jambhala's Means of Achievement
['BO_T02_D3268:22a-4']	stong pa nyid bsgoms pa'i rjes thogs la zla ba'i dkyil 'khor cung zad dmar ba /	stong pa nyid bsgoms pa'i rjes thogs la zla ba'i dkyil 'khor cung zad dmar ba /	22a	Immediately after meditating on emptiness, a moon maṇḍala, slightly red,
['BO_T02_D3268:22a-5']	gru gsum dang padma 'dab ma brgyad pa'i rdzing bu'o //	gru gsum dang padma 'dab ma brgyad pa'i rdzing bu'o //	22a	with a triangular [base] and an eight-petaled lotus pond.🔽In the middle of that, from the syllable vaṃ, is Vasudharā, yellow in color, holding a beautiful ear of rice,
['BO_T02_D3268:22b-0']	de'i dbus su yi ge bam las nor rgyun ma ste kha dog ser mo 'bras kyi grungs  pa'i snye ma mdzes pa bsnams pa dang / @22b phyag gis mchog sbyin par mdzad pa /	de'i dbus su yi ge bam las nor rgyun ma ste kha dog ser mo 'bras kyi grungs  pa'i snye ma mdzes pa bsnams pa dang / @22b phyag gis mchog sbyin par mdzad pa /	22b	and bestowing boons with her hand.
['BO_T02_D3268:22b-1']	rgyan rnams thams cad kyis brgyan cing gnod sbyin mo brgyad kyis yongs su skor ba la 'di lta ste /	rgyan rnams thams cad kyis brgyan cing gnod sbyin mo brgyad kyis yongs su skor ba la 'di lta ste /	22b	She is adorned with all the ornaments and is surrounded by eight yakṣiṇīs, namely:
['BO_T02_D3268:22b-2']	bzang mo dang shin tu bzang mo dang / dga' ma dang shin tu dga' ma dang / sped ma dang dbyangs can ma dang 'phags ma dang zla ba dga' ma rnams so //	bzang mo dang shin tu bzang mo dang / dga' ma dang shin tu dga' ma dang / sped ma dang dbyangs can ma dang 'phags ma dang zla ba dga' ma rnams so //	22b	Bhadrā, Subhadrā, Nandā, Sumandi, Rakṣā, Sarasvatī, Āryā, and Candra-nandā.
['BO_T02_D3268:22b-3']	de dag rnams kyis yongs su bskor ba'i lha mo chen mo de'i bha ga'i dbus su yi ge dzam las byung ba'i dzambha la nor rgyun ma la 'khyud pas legs par kha sbyor ba'i byang chub kyi sems las nges par byung ba'i rin po che phyag nas yang	de dag rnams kyis yongs su bskor ba'i lha mo chen mo de'i bha ga'i dbus su yi ge dzam las byung ba'i dzambha la nor rgyun ma la 'khyud pas legs par kha sbyor ba'i byang chub kyi sems las nges par byung ba'i rin po che phyag nas yang	22b	In the center of the bhaga of that great goddess surrounded by them all, the syllable jām becomes Jambhala, who is embraced by Vasudharā.🔽
