segmentnr	original	analyzed	folio	translated
['BO_T02_D3548:184a-0']	@184a # // rgya gar skad du /	@184a # // rgya gar skad du /	184a	In Sanskrit:
['BO_T02_D3548:184a-1']	pradzny'a p'a ra mi t'a s'a dha nam /	pradzny'a p'a ra mi t'a s'a dha nam /	184a	Prajñāpāramitā Sādhana
['BO_T02_D3548:184a-2']	bod skad du /	bod skad du /	184a	In Tibetan:
['BO_T02_D3548:184a-3']	shes rab kyi pha rol tu phyin ma'i sgrub thabs /	shes rab kyi pha rol tu phyin ma'i sgrub thabs /	184a	The Sādhana of Prajñāpāramitā
['BO_T02_D3548:184a-4']	shes rab kyi pha rol tu phyin ma la phyag 'tshal lo //	shes rab kyi pha rol tu phyin ma la phyag 'tshal lo //	184a	Homage to Prajñāpāramitā!
['BO_T02_D3548:184a-5']	yid 'ong gnas ni 'ga' zhig tu //	yid 'ong gnas ni 'ga' zhig tu //	184a	In some pleasing place,
['BO_T02_D3548:184a-6']	bde ba'i stan la 'dug byas nas //	bde ba'i stan la 'dug byas nas //	184a	Having sat on a comfortable seat,
['BO_T02_D3548:184a-7']	rnal 'byor byams dang snying rjer ldan //	rnal 'byor byams dang snying rjer ldan //	184a	The yogi endowed with love and compassion,
['BO_T02_D3548:184a-8']	sngags ni lan gsum brjod par bya //	sngags ni lan gsum brjod par bya //	184a	Should recite the mantra three times:
['BO_T02_D3548:184a-9']	aom sh'u n+ya t'a dzny'a na badzra sva bh'a ba a'atma ko&amp; ham /	aom sh'u n+ya t'a dzny'a na badzra sva bh'a ba a'atma ko&amp; ham /	184a	Oṃ śūnyatājñānavajrasvabhāvātmako 'haṃ.
['BO_T02_D3548:184a-10']	zhes pas brtan dang g-yo ba'i dngos //	zhes pas brtan dang g-yo ba'i dngos //	184a	By this, the animate and inanimate world,
['BO_T02_D3548:184a-11']	dag gi lus kyang thams cad du //	dag gi lus kyang thams cad du //	184a	And all bodies,
['BO_T02_D3548:184a-12']	sems kyis stong nyid bsgom par bya //	sems kyis stong nyid bsgom par bya //	184a	One should meditate on emptiness with the mind.
['BO_T02_D3548:184a-13']	rmi lam rmi lam mtshungs pa ru //	rmi lam rmi lam mtshungs pa ru //	184a	Like a dream, in a dream,
['BO_T02_D3548:184a-14']	pam yig rnam pa las skyes pa'i //	pam yig rnam pa las skyes pa'i //	184a	From the form of the letter paṃ,
['BO_T02_D3548:184a-15']	padma zla ba'i gdan gnas pa'i //	padma zla ba'i gdan gnas pa'i //	184a	On a seat of lotus and moon,
['BO_T02_D3548:184a-16']	dh'i:yig ser po dgod bya ste //	dh'i:yig ser po dgod bya ste //	184a	One should place the yellow letter dhīḥ,
['BO_T02_D3548:184a-17']	de yis bdag nyid bcom ldan ma //	de yis bdag nyid bcom ldan ma //	184a	From which one becomes the Blessed Lady,
['BO_T02_D3548:184a-18']	phyag gnyis shes rab pha rol phyin //	phyag gnyis shes rab pha rol phyin //	184a	With two arms, Prajñāpāramitā,
['BO_T02_D3548:184a-19']	sna tshogs gos 'chang sna tshogs rgyan//	sna tshogs gos 'chang sna tshogs rgyan//	184a	Wearing various garments and various ornaments,
['BO_T02_D3548:184a-20']	chos 'chad phyag rgya yang dag ldan //	chos 'chad phyag rgya yang dag ldan //	184a	endowed with the mudra of teaching the Dharma,
['BO_T02_D3548:184a-21']	sgeg pa gcig pu'i nyams ldan zhing //	sgeg pa gcig pu'i nyams ldan zhing //	184a	having the experience of being alone and charming,
['BO_T02_D3548:184a-22']	rdo rje skyil krung yang dag gnas //	rdo rje skyil krung yang dag gnas //	184a	perfectly abiding in the vajra posture,
['BO_T02_D3548:184a-23']	pusti dang bcas chu skyes ni //	pusti dang bcas chu skyes ni //	184a	holding a book and a lotus
['BO_T02_D3548:184a-24']	g-yon gyi logs su bsnams pa'o //	g-yon gyi logs su bsnams pa'o //	184a	on the left side.
['BO_T02_D3548:184a-25']	spyi bo mgrin pa snying gnas su //	spyi bo mgrin pa snying gnas su //	184a	At the head, throat, and heart centers,
['BO_T02_D3548:184a-26']	zla ba la gnas de nyid gsum //	zla ba la gnas de nyid gsum //	184a	on moon discs are the three syllables.
['BO_T02_D3548:184b-0']	aom a'a:h'um / a'a:yig @184b h'um yig dag gi dbus //	aom a'a:h'um / a'a:yig @184b h'um yig dag gi dbus //	184b	Om, ah, hum. In the center of the ah and hum syllables,
['BO_T02_D3548:184b-1']	zla ba dhi:yig ser po yi //	zla ba dhi:yig ser po yi //	184b	a yellow moon and dhi syllable
['BO_T02_D3548:184b-2']	'od zer rnam par bsgoms nas ni //	'od zer rnam par bsgoms nas ni //	184b	are visualized as light rays.
['BO_T02_D3548:184b-3']	de nas sku mdog ser mo bsgom //	de nas sku mdog ser mo bsgom //	184b	Then, one should meditate on the yellow-colored form.
['BO_T02_D3548:184b-4']	kun rdzob kyi ni rnal 'byor pas //	kun rdzob kyi ni rnal 'byor pas //	184b	The relative yogin
['BO_T02_D3548:184b-5']	shes rab shes rab bsgom par bya //	shes rab shes rab bsgom par bya //	184b	should meditate on wisdom.
['BO_T02_D3548:184b-6']	don dam pa ni rtogs pa'i sku //	don dam pa ni rtogs pa'i sku //	184b	The ultimate is the realized body,
['BO_T02_D3548:184b-7']	shes rab bdag nyid chen por gsungs //	shes rab bdag nyid chen por gsungs //	184b	said to be the great nature of wisdom.
['BO_T02_D3548:184b-8']	gang gis byang chub nges thob pa'i //	gang gis byang chub nges thob pa'i //	184b	By whom the attainment of enlightenment is certain,
['BO_T02_D3548:184b-9', 'BO_T02_D3548:184b-10']	rim pa sbyor bas rgyal bar 'gyur //🔽ston ka'i zla ba lta bu yi //	rim pa sbyor bas rgyal bar 'gyur // ston ka'i zla ba lta bu yi //	184b	the stage of union will be victorious.🔽The white mind,
['BO_T02_D3548:184b-11']	dkar ba'i sems ni rnam par bsgom //	dkar ba'i sems ni rnam par bsgom //	184b	like the autumn moon, is fully meditated upon.
['BO_T02_D3548:184b-12']	sna tshogs g-yo dang mi g-yo ba //	sna tshogs g-yo dang mi g-yo ba //	184b	The various things, moving and unmoving,
['BO_T02_D3548:184b-13']	phyi nas nam mkha'i dpe dang 'dra //	phyi nas nam mkha'i dpe dang 'dra //	184b	are like the example of space outside.
['BO_T02_D3548:184b-14']	rnam rtog ma lus stong pa ste //	rnam rtog ma lus stong pa ste //	184b	All conceptual thoughts are empty,
['BO_T02_D3548:184b-15', 'BO_T02_D3548:184b-16']	rang byung stong pa gzugs kyang med //🔽gzugs sgra dri dang ro dang ni //	rang byung stong pa gzugs kyang med // gzugs sgra dri dang ro dang ni //	184b	and the self-arisen is empty, without form.🔽Form, sound, smell, taste,
['BO_T02_D3548:184b-17']	reg bya la sogs gzung dang 'dzin //	reg bya la sogs gzung dang 'dzin //	184b	and touch, etc., are the grasped and the grasper.
['BO_T02_D3548:184b-18']	rtog pas yongs su ma gos pa //	rtog pas yongs su ma gos pa //	184b	Not completely covered by conceptual thought,
['BO_T02_D3548:184b-19']	bsam mi khyab pa'i rkyen las byung //	bsam mi khyab pa'i rkyen las byung //	184b	arising from the condition of the inconceivable,
['BO_T02_D3548:184b-20']	yang dag rdzogs pa'i byang chub gnas //	yang dag rdzogs pa'i byang chub gnas //	184b	the abode of perfect complete enlightenment
['BO_T02_D3548:184b-21']	kun mkhyen sems kyi go 'phang ngo //	kun mkhyen sems kyi go 'phang ngo //	184b	is the stage of the omniscient mind.
['BO_T02_D3548:184b-22', 'BO_T02_D3548:184b-23']	de la bzlas pa'i sngags ni 'di'o //🔽aom bradznye ma h'a pradznye shru ti smri ti bi dz'a ye dh'i:sv'a h'a /	de la bzlas pa'i sngags ni 'di'o // aom bradznye ma h'a pradznye shru ti smri ti bi dz'a ye dh'i:sv'a h'a /	184b	The mantra for recitation is this:
['BO_T02_D3548:184b-24']	shes rab pha rol phyin bsgom pa'i //	shes rab pha rol phyin bsgom pa'i //	184b	Oṃ prajñā mahāprajñā śrutismṛti-vijaye dhīḥ svāhā.
['BO_T02_D3548:184b-25']	bdag byas bsod nams gang thob pa //	bdag byas bsod nams gang thob pa //	184b	Whatever merit I have gained🔽by meditating on the perfection of wisdom,
['BO_T02_D3548:184b-26']	de yis 'jig rten ma lus kun //	de yis 'jig rten ma lus kun //	184b	by that, may the entire world🔽have the mother, the perfection of wisdom.
['BO_T02_D3548:184b-27']	shes rab pha rol phyin yum shog / shes rab kyi pha rol tu phyin ma'i sgrub thabs rdzogs so//	shes rab pha rol phyin yum shog / shes rab kyi pha rol tu phyin ma'i sgrub thabs rdzogs so//	184b	The sādhana of the perfection of wisdom is complete.
