segmentnr	original	analyzed	folio	translated
['BO_T02_D2979:50a-0']	@50a * // dpal rdo rje rnam par 'joms pa la phyag 'tshal lo //	@50a * // dpal rdo rje rnam par 'joms pa la phyag 'tshal lo //	50a	Homage to the glorious Vajravidāraṇa.
['BO_T02_D2979:50a-1']	gdon thams cad rlag par byed pa'i las kyi bye brag ni gdon stong phrag brgyad cu yod kyang lha'i gdon dang / 'byung po'i gdon dang / dri za dang / gnod sbyin dang / srin po dang / sha za'i gdon la rigs gsum klu'i gdon dang /	gdon thams cad rlag par byed pa'i las kyi bye brag ni gdon stong phrag brgyad cu yod kyang lha'i gdon dang / 'byung po'i gdon dang / dri za dang / gnod sbyin dang / srin po dang / sha za'i gdon la rigs gsum klu'i gdon dang /	50a	The specific activities for destroying all spirits, although there are 84,000 spirits, are included in the three types of spirits: divine spirits, bhūta spirits, and gandharva, yakṣa, rākṣasa, and piśāca spirits.
['BO_T02_D2979:50b-0']	tshangs pa'i gdon dang / srin po'i gdon dang / bi na ya ka @50b dang ; brjed byed dang / smyo byed dang / gzhon nu'i gdon la rigs bzhi dang / lha ma yin gyi gdon dang / bco brgyad du 'dus so //	tshangs pa'i gdon dang / srin po'i gdon dang / bi na ya ka @50b dang ; brjed byed dang / smyo byed dang / gzhon nu'i gdon la rigs bzhi dang / lha ma yin gyi gdon dang / bco brgyad du 'dus so //	50b	The four types of nāga spirits, Brahmā spirits, rākṣasa spirits, vināyakas, ḍākas, ḍākinīs, and bhūta spirits are included in the eighteen spirits.
['BO_T02_D2979:50b-1']	de dag rnams brlag par 'dod na dur khrod kyi sol ba la lha gdon gyi gzugs byas la /	de dag rnams brlag par 'dod na dur khrod kyi sol ba la lha gdon gyi gzugs byas la /	50b	If one wishes to destroy them, make a statue of the divine spirits out of charnel ground ash.
['BO_T02_D2979:50b-2']	bdag nyid kyi mdun du gzugs de bzhag la gris gtub cing de nyid kyi dum bu dang / lan tshva ske tshe'i sbyin sreg brgya rtsa brgyad byas na lha'i gdon rnams brlag par nges /	bdag nyid kyi mdun du gzugs de bzhag la gris gtub cing de nyid kyi dum bu dang / lan tshva ske tshe'i sbyin sreg brgya rtsa brgyad byas na lha'i gdon rnams brlag par nges /	50b	Having placed that form in front of oneself, one should cut it up with a knife and offer it in the fire together with salt and mustard seeds one hundred and eight times.
['BO_T02_D2979:50b-3']	yang rdo rje can gyi dkyil 'khor bzhengs nas de nyid kyi g-yul gyes pa'i sa las gzugs byas la /	yang rdo rje can gyi dkyil 'khor bzhengs nas de nyid kyi g-yul gyes pa'i sa las gzugs byas la /	50b	One should construct the maṇḍala of Vajrapāṇi and make a form from the earth of a battlefield.
['BO_T02_D2979:50b-4']	snga ma ltar sbyin sreg byas na 'byung po'i gdon brlag par nges so //	snga ma ltar sbyin sreg byas na 'byung po'i gdon brlag par nges so //	50b	If one offers it in the fire as before, one will certainly destroy the bhūta grahas.
['BO_T02_D2979:50b-5']	yang rgya shog la gzugs bris la phur pas btab la shing ngam rings dug dang khrag gi nang du gtubs la lan stong rtsa brgyad du sbyin sreg byas na dri za'i gdon brlag par nges so //	yang rgya shog la gzugs bris la phur pas btab la shing ngam rings dug dang khrag gi nang du gtubs la lan stong rtsa brgyad du sbyin sreg byas na dri za'i gdon brlag par nges so //	50b	One should draw a form on birch bark, stab it with a kīla, cut it up with a stick or a knife in poison and blood, and offer it in the fire one thousand and eight times. One will certainly destroy the gandharva grahas.
['BO_T02_D2979:50b-6']	yang shing gcig gi 'og tu song la yang dkyil 'khor zlum po'i dbus su gru gsum bris la /	yang shing gcig gi 'og tu song la yang dkyil 'khor zlum po'i dbus su gru gsum bris la /	50b	One should go under a solitary tree and draw a triangle in the center of a circular maṇḍala.
['BO_T02_D2979:50b-7']	der gdon bkug la shing pa la sha'am rgya skyegs kyi sbyin sreg brgya rtsa brgyad byas na tshangs pa'i nang na gnas pa'i srin po'i gdon rlag par byed do //	der gdon bkug la shing pa la sha'am rgya skyegs kyi sbyin sreg brgya rtsa brgyad byas na tshangs pa'i nang na gnas pa'i srin po'i gdon rlag par byed do //	50b	Having summoned the spirit there, if one offers into the fire one hundred and eight oblations of palāśa wood or lac, one will destroy the rākṣasa spirit that resides in Brahmā.
['BO_T02_D2979:50b-8']	yang shing gcig gi 'og tu song la dur khrod kyi mgal dum la sbyin sreg stong byas na bdag nyid khro bo phur par dmigs te 'od dmar po spros pas srin po'i gdon rnams brlag par nges so //	yang shing gcig gi 'og tu song la dur khrod kyi mgal dum la sbyin sreg stong byas na bdag nyid khro bo phur par dmigs te 'od dmar po spros pas srin po'i gdon rnams brlag par nges so //	50b	Again, having gone under a single tree, if one offers one thousand oblations of charnel ground charcoals, visualizing oneself as the wrathful Kīlaya, and emitting red light, one will certainly destroy the rākṣasa spirits.
['BO_T02_D2979:50b-9']	yang chu klung gi 'gram du song ste dur khrod kyi sa las gzugs khru gang ba byas te de nyid gan rgyal du bskyel la snying gar seng ldeng gi yam shing la sha khrag gi sbyin sreg nyis brgya byas na sha za'i gdon rnams brlag par nges so	yang chu klung gi 'gram du song ste dur khrod kyi sa las gzugs khru gang ba byas te de nyid gan rgyal du bskyel la snying gar seng ldeng gi yam shing la sha khrag gi sbyin sreg nyis brgya byas na sha za'i gdon rnams brlag par nges so	50b	Again, having gone to the bank of a river, one should make a one-cubit effigy from charnel ground earth, and place it face down. If one offers two hundred oblations of meat and blood into the heart with sticks of cutch tree wood, one will certainly destroy the piśāca spirits.
['BO_T02_D2979:50b-10']	// yang bdag nyid kyi lus rdo rjer byin gyis brlabs te /	// yang bdag nyid kyi lus rdo rjer byin gyis brlabs te /	50b	Again, one should bless one’s body as a vajra.
['BO_T02_D2979:50b-11']	gnod pa'i sar sbra phu ba ste sa dkar po las sbrul mgo bdun pa'i gzugs khru gang ba byas te /	gnod pa'i sar sbra phu ba ste sa dkar po las sbrul mgo bdun pa'i gzugs khru gang ba byas te /	50b	At a place of harm, make a clay snake, one cubit long, with a white body and seven heads.
['BO_T02_D2979:50b-12']	de'i snying gar gru gsum pa brus la /	de'i snying gar gru gsum pa brus la /	50b	Dig a triangular pit at its heart.
['BO_T02_D2979:50b-13']	klu shing ra khrag tu bsnyugs pa'i yam shing la nya sha dang sprul sha'i sbin sreg sum brgya byas na klu'i gdon rnams brlag par nges so //	klu shing ra khrag tu bsnyugs pa'i yam shing la nya sha dang sprul sha'i sbin sreg sum brgya byas na klu'i gdon rnams brlag par nges so //	50b	If one offers three hundred oblations of fish and snake flesh on a stick of snake-heart wood soaked in snake blood, it is certain that the nāga spirits will be destroyed.🔽Also, make an elephant form from the thirteen types of soil mixed with cow dung, tie it with red string, and recite the seven vajra mantras.
['BO_T02_D2979:50b-14']	yang sa sna bcu gsum la ba'i lci bas bsres te glang po che'i gzugs byas la de nas skud pa sngon dmar gyis btags nas bdzra bdun pa'i sngags bzlas shing rdo rje gzugs de byang shar du dum bur byas te /	yang sa sna bcu gsum la ba'i lci bas bsres te glang po che'i gzugs byas la de nas skud pa sngon dmar gyis btags nas bdzra bdun pa'i sngags bzlas shing rdo rje gzugs de byang shar du dum bur byas te /	50b	Cut the vajra form into pieces in the northeast, and offer it one hundred
['BO_T02_D2979:51a-0']	shing aa shvttha'i me la sbyin sreg lan brgya @51a * //	shing aa shvttha'i me la sbyin sreg lan brgya @51a * //	51a	times into the fire of the aśvattha tree.
['BO_T02_D2979:51a-1']	phra ga lnga dang / ba lang gi khrag dang bsres pa dang / til dang / khre'i sbyin sreg byas na log 'dren gyi gdon brlag par nges so //	phra ga lnga dang / ba lang gi khrag dang bsres pa dang / til dang / khre'i sbyin sreg byas na log 'dren gyi gdon brlag par nges so //	51a	If one offers oblations of sesame and chaff mixed with the five cow products and cow blood, it is certain that the spirit of the obstructing force will be destroyed.
['BO_T02_D2979:51a-2']	yang kham pa las stag gi gzugs byas la spyi gtsug tu dug shing gi phur bus btab la /	yang kham pa las stag gi gzugs byas la spyi gtsug tu dug shing gi phur bus btab la /	51a	Also, make a tiger out of dough, and drive in a dagger of poison wood at the crown of its head.
['BO_T02_D2979:51a-3']	rig sngags bzlas te be'i yam shing la 'bru sna tshogs pa'i sbyin sreg lan lnga bcur byas na brjed byed kyi gdon brlag par nges so //	rig sngags bzlas te be'i yam shing la 'bru sna tshogs pa'i sbyin sreg lan lnga bcur byas na brjed byed kyi gdon brlag par nges so //	51a	 Recite the awareness formula, and make an offering of various grains in the fire of the wood of the corpse's shroud fifty times.
['BO_T02_D2979:51a-4']	yang dur khrod kyi ras la 'khor lo rtsibs bcu gnyis pa bris nas lte bar gdon gyi ming /	yang dur khrod kyi ras la 'khor lo rtsibs bcu gnyis pa bris nas lte bar gdon gyi ming /	51a	Also, draw a twelve-spoked wheel on a cloth from a charnel ground, and in the center write the name of the spirit.
['BO_T02_D2979:51a-5']	lte bar h'um /	lte bar h'um /	51a	 In the center, write hūṃ.
['BO_T02_D2979:51a-6']	mu khyud la k'a lis bskor la /	mu khyud la k'a lis bskor la /	51a	Encircle it with kālī.
['BO_T02_D2979:51a-7']	de nas me dur du zhag gsum du rig sngags bzlas nas lha'i khang par gnas na smyo byed kyi gdon brlag par nges so //	de nas me dur du zhag gsum du rig sngags bzlas nas lha'i khang par gnas na smyo byed kyi gdon brlag par nges so //	51a	 Then, recite the awareness formula for three days in a charnel ground. If you stay in a temple, the spirit that causes insanity will be destroyed.
['BO_T02_D2979:51a-8']	yang dur khrod kyi shing leb la gzugs mgo bo lnga pa bris la rig sngags bzlas shing gri bo'i khrag gis gtig la /	yang dur khrod kyi shing leb la gzugs mgo bo lnga pa bris la rig sngags bzlas shing gri bo'i khrag gis gtig la /	51a	Also, draw a five-headed form on a wooden board from a charnel ground, and recite the awareness formula while tapping it with the blood of a butcher.
['BO_T02_D2979:51a-9']	de nas lcags kyi tho bas phye mar byas te /	de nas lcags kyi tho bas phye mar byas te /	51a	 Then, reduce it to dust with an iron hammer.
['BO_T02_D2979:51a-10', 'BO_T02_D2979:51a-11']	stag pa'i shing la ba ser skya'i 'o ma la bsnyugs la sbyin sreg stong phrag gcig byas na lha ma yin gyi gdon brlag par nges so //🔽yang ta la'i lo ma la khyi khrag gis gzugs bzhi bris la /	stag pa'i shing la ba ser skya'i 'o ma la bsnyugs la sbyin sreg stong phrag gcig byas na lha ma yin gyi gdon brlag par nges so // yang ta la'i lo ma la khyi khrag gis gzugs bzhi bris la /	51a	If one offers one thousand oblations of tiger's wood soaked in the milk of a tawny-colored cow, the Yakṣa grahas will certainly be destroyed.
['BO_T02_D2979:51a-12']	snying po rgyas pa la stong phrag lnga bzlas te chu shing gi yam shing la khyi dang phag nag po dang bya nag bo dang / mi khrag gis sbyin sreg stong phrag gnyis byas na /	snying po rgyas pa la stong phrag lnga bzlas te chu shing gi yam shing la khyi dang phag nag po dang bya nag bo dang / mi khrag gis sbyin sreg stong phrag gnyis byas na /	51a	If one writes the four forms with dog blood on a palm leaf, and recites the essence mantra five thousand times, and offers two thousand oblations of dog, black pig, and black bird flesh and human blood on plantain wood,
['BO_T02_D2979:51a-13']	gzhon nu'i gdon rnams brlag par nges so //	gzhon nu'i gdon rnams brlag par nges so //	51a	 the grahas of the young will certainly be destroyed.🔽If one writes two forms of Yakṣas with blood on birch bark, and inserts a dagger with thorns into their hearts up to the knots, and recites the Vajrakila mantras,
['BO_T02_D2979:51a-14']	yang rgya shog la gnod sbyin gyi gzugs gnyis khrag gis bris nas snying gar tsher ma can gyi phur pa rgya mdud man chad btab la rdo rje k'i la ya'i sngags rnams bzlas te /	yang rgya shog la gnod sbyin gyi gzugs gnyis khrag gis bris nas snying gar tsher ma can gyi phur pa rgya mdud man chad btab la rdo rje k'i la ya'i sngags rnams bzlas te /	51a	 and
['BO_T02_D2979:51a-15', 'BO_T02_D2979:51a-16']	shing nag po'i me la rta dang / phag dang / glang po'i spu'i sbyin sreg brgya phrag drug byas na gnod sbyin gyi gdon brlag par nges so //🔽gdon thams cad brlag par byed pa /	shing nag po'i me la rta dang / phag dang / glang po'i spu'i sbyin sreg brgya phrag drug byas na gnod sbyin gyi gdon brlag par nges so // gdon thams cad brlag par byed pa /	51a	If one offers into a fire of black wood one hundred and twenty oblations of horse, pig, and elephant hair, it is certain that the yakṣa-graha will be destroyed.
['BO_T02_D2979:51a-17']	rdo rje tho ba zhes bya ba slob dpon ye shes rdo rjes mdzad pa rdzogs so//	rdo rje tho ba zhes bya ba slob dpon ye shes rdo rjes mdzad pa rdzogs so//	51a	The Vajra Hammer, which destroys all grahas, composed by the master Jñānavajra, is complete.
