segmentnr	original	analyzed	folio	translated
['BO_T02_D1919:124a-0']	@124a # // rgya gar skad du /	@124a # // rgya gar skad du /	124a	In Sanskrit:
['BO_T02_D1919:124a-1']	shr'i krishna ya m'a ri ma h'a ta ntra r'a dza panytsi ka ratna pra d'i pa n'a ma /	shr'i krishna ya m'a ri ma h'a ta ntra r'a dza panytsi ka ratna pra d'i pa n'a ma /	124a	Śrī-kṛṣṇa-yamāri-mahātantra-rāja-pañjikā-ratna-pradīpanāma.
['BO_T02_D1919:124a-2']	bod skad du /	bod skad du /	124a	In Tibetan:
['BO_T02_D1919:124a-3']	dpal gshin rje dgran ga po'i rgyud kyi rgyal po chen po'i dka' 'grel rin po che'i sgron ma zhes bya ba /	dpal gshin rje dgran ga po'i rgyud kyi rgyal po chen po'i dka' 'grel rin po che'i sgron ma zhes bya ba /	124a	The Commentary on the Great King of Tantras of Glorious Black Yamāri called The Precious Lamp.
['BO_T02_D1919:124a-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	124a	Homage to glorious Vajrasattva.
['BO_T02_D1919:124a-5']	rab 'jigs bsnyen par dka' zhing bdud kyi rtsa lag mang po 'khrugs pa tshar gcod la //	rab 'jigs bsnyen par dka' zhing bdud kyi rtsa lag mang po 'khrugs pa tshar gcod la //	124a	You who put an end to the many agitated friends of Māra, who are very frightening, difficult to approach,
['BO_T02_D1919:124a-6']	rang gi mthu yi khyad par 'jig rten gsum las khyad 'phags bdud dgra rab tu dpa' //	rang gi mthu yi khyad par 'jig rten gsum las khyad 'phags bdud dgra rab tu dpa' //	124a	You who are the enemy of Māra, superior to the three worlds by the excellence of your own power,🔽May that glorious Yamāri, who is so, be my protector here and now.
['BO_T02_D1919:124a-7']	'di 'dra'i dpal ldan gshin rje la sdang de ni deng 'dir bdag la srung gyur cig / des bsrungs gyur pas de ston rgyud 'di cung zad bdag 'byed 'di la mkhas bzod mdzod //	'di 'dra'i dpal ldan gshin rje la sdang de ni deng 'dir bdag la srung gyur cig / des bsrungs gyur pas de ston rgyud 'di cung zad bdag 'byed 'di la mkhas bzod mdzod //	124a	Protected by him, I will slightly open this tantra that he taught. Please bear with me in this, O wise ones.
['BO_T02_D1919:124a-8']	'dir 'di skad bdag gis thos pa'i dus gcig na zhes bya ba nas brtsams te le'u bco brgyad pa'i zhabs nas bdud zhi bar bya ba'i phyir de skad ces gsungs so zhes bya ba'i bar du'o //	'dir 'di skad bdag gis thos pa'i dus gcig na zhes bya ba nas brtsams te le'u bco brgyad pa'i zhabs nas bdud zhi bar bya ba'i phyir de skad ces gsungs so zhes bya ba'i bar du'o //	124a	Here, it is from “Thus have I heard at one time” up to the end of the eighteenth chapter, “In order to pacify the demons, he said this.”
['BO_T02_D1919:124a-9']	rgyud 'di'i gzhung gis ci zhig ston zhe na /	rgyud 'di'i gzhung gis ci zhig ston zhe na /	124a	What does the text of this tantra teach?
['BO_T02_D1919:124a-10']	de ni bcom ldan 'das 'di'i rang gi ngo bo dang / de'i phrin las dang / de 'thob pa'i rgyu rnams ston te /	de ni bcom ldan 'das 'di'i rang gi ngo bo dang / de'i phrin las dang / de 'thob pa'i rgyu rnams ston te /	124a	It teaches the essence of this Bhagavān, his activity, and the causes for attaining him.
