segmentnr	original	analyzed	folio	translated
['BO_T02_D2649:298b-0']	@298b # // rgya gar skad du /	@298b # // rgya gar skad du /	298b	In Sanskrit:
['BO_T02_D2649:298b-1']	sha t'aksha ra bi dhi:/	sha t'aksha ra bi dhi:/	298b	Śatakṣara-vidhi
['BO_T02_D2649:298b-2']	bod skad du /	bod skad du /	298b	In Tibetan:🔽The ritual of the hundred syllables
['BO_T02_D2649:298b-3']	yi ge brgya pa'i cho ga /'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	yi ge brgya pa'i cho ga /'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	298b	Homage to youthful Mañjuśrī.
['BO_T02_D2649:298b-4']	dang por sems dpa'i skyil mo krung du 'dug ste /	dang por sems dpa'i skyil mo krung du 'dug ste /	298b	First, sit in the bodhisattva posture.
['BO_T02_D2649:298b-5']	sa phyogs der sangs rgyas dang byang chub sems dpa' thams cad mdun gyi bar snang la dmigs te ;	sa phyogs der sangs rgyas dang byang chub sems dpa' thams cad mdun gyi bar snang la dmigs te ;	298b	Visualize all the buddhas and bodhisattvas in the space in front of that place.
['BO_T02_D2649:298b-6']	de rnams la dang por mchod pa dang / gsum la skyabs su 'gro ba dang / sdig pa bshags pa dang / bsod nams la rjes su yi rang ba dang / byang chub tu sems bskyed pa dang / lam la gnas pa la sogs pa byas nas /	de rnams la dang por mchod pa dang / gsum la skyabs su 'gro ba dang / sdig pa bshags pa dang / bsod nams la rjes su yi rang ba dang / byang chub tu sems bskyed pa dang / lam la gnas pa la sogs pa byas nas /	298b	First, make offerings to them, go for refuge to the Three Jewels, confess misdeeds, rejoice in merit, generate the mind of awakening, abide in the path, and so forth.
['BO_T02_D2649:298b-7']	de'i 'og tu bdag dang dngos po thams cad mi snang par byas shing sngags 'dis stong pa nyid du bsgom mo //	de'i 'og tu bdag dang dngos po thams cad mi snang par byas shing sngags 'dis stong pa nyid du bsgom mo //	298b	After that, make oneself and all things invisible and meditate on emptiness with this mantra:
['BO_T02_D2649:298b-8']	aom sva bh'a wa shuddha: sarba dharm'a: sva bh'a wa shuddho&amp; ham /	aom sva bh'a wa shuddha: sarba dharm'a: sva bh'a wa shuddho&amp; ham /	298b	Oṃ svabhāva śuddhāḥ sarvadharmāḥ svabhāva śuddho 'haṃ.
['BO_T02_D2649:298b-9']	de nas aom tsittam pra ti bya dham k'a ro mi /	de nas aom tsittam pra ti bya dham k'a ro mi /	298b	Then, oṃ citta-prati-bīja-karaomi.
