segmentnr	original	analyzed	folio	translated
['BO_K12_D0553=D0025_H0511=H0020:472b-0']	@472b rgya gar skad du /	@472b rgya gar skad du /	472b	In Sanskrit:
['BO_K12_D0553=D0025_H0511=H0020:472b-1']	a'arya pra dzny'am pa ra mi t'a n'a ka a'ashta sha ta ka na /	a'arya pra dzny'am pa ra mi t'a n'a ka a'ashta sha ta ka na /	472b	Ārya-prajñāpāramitā-nāma-aṣṭaśataka
['BO_K12_D0553=D0025_H0511=H0020:472b-2']	bod skad du /	bod skad du /	472b	In Tibetan:
['BO_K12_D0553=D0025_H0511=H0020:472b-3']	'phags pa shes rab kyi pha rol tu phyin pa'i mtshan brgya rtsa brgyad pa /	'phags pa shes rab kyi pha rol tu phyin pa'i mtshan brgya rtsa brgyad pa /	472b	The Noble One Hundred and Eight Names of the Perfection of Wisdom
['BO_K12_D0553=D0025_H0511=H0020:473a-0']	bcom ldan 'das @473a *//	bcom ldan 'das @473a *//	473a	Blessed One
['BO_K12_D0553=D0025_H0511=H0020:473a-1', 'BO_K12_D0553=D0025_H0511=H0020:473a-2']	ma shes rab kyi pha rol tu phyin ma la phyag 'tshal lo //🔽'das dang ma byon da ltar gyi //	ma shes rab kyi pha rol tu phyin ma la phyag 'tshal lo // 'das dang ma byon da ltar gyi //	473a	Homage to the Perfection of Wisdom, the Mother
['BO_K12_D0553=D0025_H0511=H0020:473a-3']	rgyal ba gang lags de kun gyi //	rgyal ba gang lags de kun gyi //	473a	Of all the Victors, past, future, and present.
['BO_K12_D0553=D0025_H0511=H0020:473a-4']	yum ni dge ma khyod lags te //	yum ni dge ma khyod lags te //	473a	You are the mother of all those🔽Who are now, or will be, fully enlightened.
['BO_K12_D0553=D0025_H0511=H0020:473a-5']	khyod ni lha mo rgyal ba'i sras //	khyod ni lha mo rgyal ba'i sras //	473a	You are the goddess, the Victor's child.🔽You are the mother of the Buddhas,
['BO_K12_D0553=D0025_H0511=H0020:473a-6', 'BO_K12_D0553=D0025_H0511=H0020:473a-7']	rang bzhin med pa'i rang bzhin can //🔽sangs rgyas yum gyur de yi mtshan //	rang bzhin med pa'i rang bzhin can // sangs rgyas yum gyur de yi mtshan //	473a	Whose nature is the absence of intrinsic nature.🔽I will proclaim the names of that mother,
['BO_K12_D0553=D0025_H0511=H0020:473a-8']	dge ma bdag gis brjod par bya; ;'byor par 'dod pas mnyan par bgyis //	dge ma bdag gis brjod par bya; ;'byor par 'dod pas mnyan par bgyis //	473a	The Perfection of Wisdom, which should be listened to by those who desire prosperity.
