segmentnr	original	analyzed	folio	translated
['BO_T08_D4114:1b-0']	@1b # // rgya gar skad du /	@1b # // rgya gar skad du /	1b	In Sanskrit:
['BO_T08_D4114:1b-1']	bi na ya bi bham ga pa da by'a khy'a na /	bi na ya bi bham ga pa da by'a khy'a na /	1b	Vinayavibhanga-padavyañjana
['BO_T08_D4114:1b-2']	bod skad du /	bod skad du /	1b	In Tibetan:
['BO_T08_D4114:1b-3']	'dul ba rnam par 'byed pa'i tshig rnam par bshad pa /	'dul ba rnam par 'byed pa'i tshig rnam par bshad pa /	1b	Vinaya-vibhanga-pada-vyākhyāna
['BO_T08_D4114:1b-4']	bam po dang po /	bam po dang po /	1b	Volume one
['BO_T08_D4114:1b-5']	dkon mchog gsum la phyag 'tshal lo //	dkon mchog gsum la phyag 'tshal lo //	1b	Homage to the Three Jewels.
['BO_T08_D4114:1b-6']	thub pa srid rgyun thams cad bral la phyag 'tshal te //	thub pa srid rgyun thams cad bral la phyag 'tshal te //	1b	Homage to the Sage, free from all continuity of existence,
['BO_T08_D4114:1b-7']	rnam par 'chad don yid ldan rnam par 'byed pa yi //	rnam par 'chad don yid ldan rnam par 'byed pa yi //	1b	For those with discerning minds, the meaning of the analysis🔽Is impaired by the decline of praise for the object,
['BO_T08_D4114:1b-8']	yul la bstod pa nyams pas yid kyi gags skyes pa //	yul la bstod pa nyams pas yid kyi gags skyes pa //	1b	Which gives rise to mental obstacles.
['BO_T08_D4114:1b-9']	yang dag rnam bshad tshul gyis zhi ba thob par bya //	yang dag rnam bshad tshul gyis zhi ba thob par bya //	1b	Through the method of correct explanation, one should attain peace.
['BO_T08_D4114:1b-10']	slob ma gus par byas te 'dul ba nyan pa la nges par sbyor bar 'dod pa zhig gis gus pa bskyed pa'i phyir 'dul ba'i yon tan brjod pa ni rnam par 'byed pa'i dang por 'dul ba la bstod pa /	slob ma gus par byas te 'dul ba nyan pa la nges par sbyor bar 'dod pa zhig gis gus pa bskyed pa'i phyir 'dul ba'i yon tan brjod pa ni rnam par 'byed pa'i dang por 'dul ba la bstod pa /	1b	One who wishes to definitely engage in listening to the Vinaya with respect for the disciple should express the qualities of the Vinaya in order to generate respect, which is the praise of the Vinaya at the beginning of the analysis.
['BO_T08_D4114:1b-11']	'dul ba rgyal po rje yi rigs su 'khrungs //	'dul ba rgyal po rje yi rigs su 'khrungs //	1b	The Vinaya was born into the royal caste,
['BO_T08_D4114:1b-12']	slob ma 'dul mdzad nyes par ba thul ba //	slob ma 'dul mdzad nyes par ba thul ba //	1b	The disciple-tamer, taming faults.
['BO_T08_D4114:1b-13']	sangs rgyas 'dul ba'i gtso la phyag 'tshal te ;	sangs rgyas 'dul ba'i gtso la phyag 'tshal te ;	1b	Having paid homage to the Buddha, the chief of the Vinaya,
['BO_T08_D4114:1b-14']	/'dul ba'i bsngags pa cung zad brjod par bya //	/'dul ba'i bsngags pa cung zad brjod par bya //	1b	I will briefly praise the Vinaya.
['BO_T08_D4114:1b-15']	zhes bya ba la sogs pa brtsams so //	zhes bya ba la sogs pa brtsams so //	1b	Thus he begins.
