segmentnr	original	analyzed	folio	translated
['BO_T09_D4152:38b-5', 'BO_T09_D4152:38b-6']	de nas skye bo'i tshogs des mtshon cha rnams kyis bcad nas nya ro hi ta de'i sha las blangs nas sman pas bsgo ba'i rim pas nye bar longs spyod par byas te nang de las rab tu grol bar gyur to //🔽de ltar na bcom ldan 'das de byang chub sems dpar gyur pa'i tshe na yang sems can rnams kyi don du dka' ba spyad pa rnams mdzad pa de bas na snying rje chen po dang ldan pa'i sangs rgyas bcom ldan 'das de la sems dang bcas pa'i skye	de nas skye bo'i tshogs des mtshon cha rnams kyis bcad nas nya ro hi ta de'i sha las blangs nas sman pas bsgo ba'i rim pas nye bar longs spyod par byas te nang de las rab tu grol bar gyur to // de ltar na bcom ldan 'das de byang chub sems dpar gyur pa'i tshe na yang sems can rnams kyi don du dka' ba spyad pa rnams mdzad pa de bas na snying rje chen po dang ldan pa'i sangs rgyas bcom ldan 'das de la sems dang bcas pa'i skye	38b	Then the crowd of people, having cut it up with their weapons, took the flesh from the rohita fish and, following the doctor’s instructions, enjoyed it and were completely cured.
['BO_T09_D4152:38b-7']	bo su zhig ces bya ba gus pa dang ldan par mi 'gyur ram zhes bya ba'o /	bo su zhig ces bya ba gus pa dang ldan par mi 'gyur ram zhes bya ba'o /	38b	“Thus, even when the Bhagavān was a bodhisattva, he performed austerities for the sake of sentient beings. Therefore, what person with a mind, what devoted person, would not have faith in that Bhagavān who possesses great compassion?”
['BO_T09_D4152:38b-8']	padma can gyi skyes rabs te skyes pa'i rabs brgyad pa'o /	padma can gyi skyes rabs te skyes pa'i rabs brgyad pa'o /	38b	This is the story of Padmā, the eighth chapter of the Jātakamālā.
['BO_T09_D4152:38b-9']	// / bdag nyid kun nas gdung bar byas kyang ni //	// / bdag nyid kun nas gdung bar byas kyang ni //	38b	Even though he was tormented all over,
['BO_T09_D4152:38b-10']	sbyin pa'i 'bras bu shes pas sbyin pa btang //	sbyin pa'i 'bras bu shes pas sbyin pa btang //	38b	he gave gifts, knowing the result of generosity.
['BO_T09_D4152:38b-11']	de ni zhing gi sa la ngal ba ste //	de ni zhing gi sa la ngal ba ste //	38b	That was the field’s labor,
['BO_T09_D4152:38b-12']	gang zhig sa bon las ni 'bras bur dad //	gang zhig sa bon las ni 'bras bur dad //	38b	Someone believes that the fruit comes from the seed.
['BO_T09_D4152:38b-13']	'di ltar rjes su thos te /	'di ltar rjes su thos te /	38b	I heard this story like this:🔽In the palace of the king of Vārāṇasī, the king, by the power of his virtue, having conquered his enemies,
['BO_T09_D4152:38b-14']	b'a r'a na s'i'i rgyal po'i pho brang na tshul gyi stobs kyis pha rol rnam par gnon pas rgyal po'i chogs gzhan dbang du byas pa /	b'a r'a na s'i'i rgyal po'i pho brang na tshul gyi stobs kyis pha rol rnam par gnon pas rgyal po'i chogs gzhan dbang du byas pa /	38b	having subjugated the retinues of other kings,
['BO_T09_D4152:38b-15']	'khor los sgyur ba ltar thogs pa med pa'i 'khor lo can khyad par rnam pa bzhis blon po'i tshogs brtags par byas pa /	'khor los sgyur ba ltar thogs pa med pa'i 'khor lo can khyad par rnam pa bzhis blon po'i tshogs brtags par byas pa /	38b	having an unobstructed wheel like a universal monarch, having a retinue of ministers examined by him in four special ways,
['BO_T09_D4152:38b-16']	thos pa dang / tshul khrims dang / gtong ba la sogs pa'i yon tan nor bu rnams kyi gter don du gnyer ba'i skye bo dang thun mong ba'i dbang phyug dang ldan pa /	thos pa dang / tshul khrims dang / gtong ba la sogs pa'i yon tan nor bu rnams kyi gter don du gnyer ba'i skye bo dang thun mong ba'i dbang phyug dang ldan pa /	38b	endowed with a lordly power shared with the people who seek the treasure of jewels of good qualities such as learning, morality, and generosity,🔽having crossed the ocean to the other side with his fame white like a cut piece of white crystal,
['BO_T09_D4152:38b-17']	nor bu dkar po bcad pa ltar dkar ba'i grags pas rgya mtsho'i pha rol kun nas brgal bar byas pa gzhan gyi don sgrub pa'i phyir 'bad pas rtsol ba de dus gcig gi tshe na /	nor bu dkar po bcad pa ltar dkar ba'i grags pas rgya mtsho'i pha rol kun nas brgal bar byas pa gzhan gyi don sgrub pa'i phyir 'bad pas rtsol ba de dus gcig gi tshe na /	38b	at one time, that king, who was striving with effort for the sake of accomplishing the welfare of others,
['BO_T09_D4152:38b-18']	byang chub chen pa nye bar rgyas par byas pa'i byang chub sems dpa' tshangs pas byin zhes bya ba'i rgyal po byung bar gyur to //	byang chub chen pa nye bar rgyas par byas pa'i byang chub sems dpa' tshangs pas byin zhes bya ba'i rgyal po byung bar gyur to //	38b	The Bodhisattva, having increased his great enlightenment, became a king named Brahmadatta.
['BO_T09_D4152:38b-19']	su zhig rgud pa bsal byas te //	su zhig rgud pa bsal byas te //	38b	Who has removed my misfortune,
['BO_T09_D4152:38b-20']	de ring nor gyis tshim byas gang //	de ring nor gyis tshim byas gang //	38b	and today satisfied me with wealth?🔽Who has established me on the path of peace?
['BO_T09_D4152:38b-21', 'BO_T09_D4152:39a-0']	su zhig zhi ba'i lam la gzhag / gang gi 'di 'dra gnas pa 'byung //🔽bdag nyid srid pa rnam gcod @39a * //	su zhig zhi ba'i lam la gzhag / gang gi 'di 'dra gnas pa 'byung // bdag nyid srid pa rnam gcod @39a * //	38b	From whom has this good fortune arisen?
['BO_T09_D4152:39a-1', 'BO_T09_D4152:39a-2']	phyir ; / lam bzang po la gzhag 'dod de //🔽gzhan don med par gzhan 'ga' ni //	phyir ; / lam bzang po la gzhag 'dod de // gzhan don med par gzhan 'ga' ni //	39a	I desire to establish him on the excellent path,🔽so that he may cut off the cycle of existence for himself.🔽The great ones do not act without reason
['BO_T09_D4152:39a-3']	bdag nyid che rnams bya ba med //	bdag nyid che rnams bya ba med //	39a	for the sake of others.
['BO_T09_D4152:39a-4']	der yang chos kyi rgyal srid rjes su skyong ba'i rgyal po la dus gcig na mu ge shin tu drag po byung bar gyur to //	der yang chos kyi rgyal srid rjes su skyong ba'i rgyal po la dus gcig na mu ge shin tu drag po byung bar gyur to //	39a	There, while the king was ruling his Dharma-realm, a very severe famine occurred one time.
['BO_T09_D4152:39a-5']	rim gyis kyang yul der rab tu srab pa'i chu gter mthong ba gcod pa'i dbang gis kun nas skams pa'i ku ba'i ljon shing chus bkab pa'i tshogs dang ldan pa dang / bang mdzod stong pa'i bug pa nas zhugs pa'i byi ba rnams kyis phyir 'byung bzhin pa'i rab tu srab pa'i s'a lu'i snum pas rtsig pa'i rtsa ba khyab pa dang /	rim gyis kyang yul der rab tu srab pa'i chu gter mthong ba gcod pa'i dbang gis kun nas skams pa'i ku ba'i ljon shing chus bkab pa'i tshogs dang ldan pa dang / bang mdzod stong pa'i bug pa nas zhugs pa'i byi ba rnams kyis phyir 'byung bzhin pa'i rab tu srab pa'i s'a lu'i snum pas rtsig pa'i rtsa ba khyab pa dang /	39a	The rats that had entered the empty treasury came out. The foundation of the wall was covered with the oil of very thin rice.🔽The sound of the pestle and the churning stick was not understood. The leaves were covered with steam that was placed on the hearth by the smoke of the poor people who were emaciated by hunger.
