segmentnr	original	analyzed	folio	translated
['BO_T02_D1737:104b-0']	@104b # // rgya gar skad du /	@104b # // rgya gar skad du /	104b	In Sanskrit:🔽Kāruṇatārāsadhana
['BO_T02_D1737:104b-1']	k'a ru na t'a ra sadha nam bod skad du /	k'a ru na t'a ra sadha nam bod skad du /	104b	In Tibetan:
['BO_T02_D1737:104b-2']	thugs rje sgrol ma'i sgrub thabs zhes bya ba /	thugs rje sgrol ma'i sgrub thabs zhes bya ba /	104b	The Means of Achievement of Compassionate Tārā
['BO_T02_D1737:104b-3']	thugs rje nye 'gyur khro mo lha mor ston //	thugs rje nye 'gyur khro mo lha mor ston //	104b	The compassionate one is shown as the wrathful goddess
['BO_T02_D1737:104b-4']	mtho ris thar pa'i 'gegs rnams sgrol mdzad ma /	mtho ris thar pa'i 'gegs rnams sgrol mdzad ma /	104b	Who liberates from the obstacles to liberation in the higher realms.
['BO_T02_D1737:104b-5']	'jigs pa chen po brgyad skyo bcing //	'jigs pa chen po brgyad skyo bcing //	104b	She protects from the eight great fears,
['BO_T02_D1737:104b-6']	'dod yon lnga yi gdung ba sel //	'dod yon lnga yi gdung ba sel //	104b	And removes the torment of the five desires.
['BO_T02_D1737:104b-7']	phrin las bzhi yis 'gro don mdzad //	phrin las bzhi yis 'gro don mdzad //	104b	She acts for the benefit of beings through the four activities,
['BO_T02_D1737:104b-8']	rtag tu sems can mdun du bzhugs //	rtag tu sems can mdun du bzhugs //	104b	And always remains in front of sentient beings.
['BO_T02_D1737:104b-9']	gsol pa btab pas mi bslu ba'i //	gsol pa btab pas mi bslu ba'i //	104b	I bow to the one who is not deceived by supplications,
['BO_T02_D1737:104b-10']	sgrol ma ral gcig ma la 'dud //	sgrol ma ral gcig ma la 'dud //	104b	The Tārā with a single braid of hair.
['BO_T02_D1737:104b-11']	bla ma brgyud pa'i bka' drin gyis //	bla ma brgyud pa'i bka' drin gyis //	104b	Through the kindness of the lineage of gurus,
['BO_T02_D1737:104b-12']	snyan brgyud zhal nas lung bstan pa'i //	snyan brgyud zhal nas lung bstan pa'i //	104b	The whispered lineage is taught orally,
['BO_T02_D1737:104b-13']	sangs rgyas nyid kyis gsungs pa ni //	sangs rgyas nyid kyis gsungs pa ni //	104b	And the Buddha himself has spoken
['BO_T02_D1737:104b-14', 'BO_T02_D1737:104b-15']	gnyis po 'brel 'dod don du bri //🔽gsang ba las kyang ches gsang ba //	gnyis po 'brel 'dod don du bri // gsang ba las kyang ches gsang ba //	104b	For the sake of those who desire the connection between the two.🔽This is more secret than a secret,
['BO_T02_D1737:104b-16']	zab pa bas kyang zab pa nyid //	zab pa bas kyang zab pa nyid //	104b	And more profound than the profound.
['BO_T02_D1737:105a-0']	mchod pa bzhin du @105a * //	mchod pa bzhin du @105a * //	105a	Like a wish-fulfilling gem,
['BO_T02_D1737:105a-1']	'dod pa yis //	'dod pa yis //	105a	It is the means of achieving all that is desired.
['BO_T02_D1737:105a-2']	theg chen rigs ldan smin pa des //	theg chen rigs ldan smin pa des //	105a	The one who is matured through the lineage of the Great Vehicle,
['BO_T02_D1737:105a-3']	lha yi mtshan ma dur khrod dang // khang stong dben la bkra shis par //	lha yi mtshan ma dur khrod dang // khang stong dben la bkra shis par //	105a	The signs of the deity are the charnel ground, the empty house, the solitary place, and the auspicious place.
['BO_T02_D1737:105a-4']	mchod yon zhal zas ldan pa la //	mchod yon zhal zas ldan pa la //	105a	With the offering water and food.
['BO_T02_D1737:105a-5']	bsdam bya bsdams par byas nas kyang //	bsdam bya bsdams par byas nas kyang //	105a	Having bound what is to be bound,
['BO_T02_D1737:105a-6']	'jam pa'i stan la 'dug nas ni //	'jam pa'i stan la 'dug nas ni //	105a	and sitting on a soft seat,
['BO_T02_D1737:105a-7']	skad cig legs nyes bdun po gsal //	skad cig legs nyes bdun po gsal //	105a	the seven good and bad things are clarified in an instant.
['BO_T02_D1737:105a-8']	'od kyis srid gsum gsal nas su //	'od kyis srid gsum gsal nas su //	105a	Having illuminated the three existences with light,
['BO_T02_D1737:105a-9']	bsdus te thams cad stong sngags gsal //	bsdus te thams cad stong sngags gsal //	105a	it is gathered and all is clarified in emptiness.
['BO_T02_D1737:105a-10']	dang po padma dmar po'i steng //	dang po padma dmar po'i steng //	105a	First, on a red lotus,
['BO_T02_D1737:105a-11']	sa bon padma nang du h'um //	sa bon padma nang du h'um //	105a	the seed is a hūṃ in the center of a lotus.
['BO_T02_D1737:105a-12']	gri gug h'um bcas byung ba ni //	gri gug h'um bcas byung ba ni //	105a	The arisen flaying knife with a hūṃ
['BO_T02_D1737:105a-13']	ral gcig sgrol ma rje btsun ma //	ral gcig sgrol ma rje btsun ma //	105a	is the noble Tārā Ekachakṣu.
['BO_T02_D1737:105a-14']	g-yon brkyang mgo bo'i phreng bas brgyan //	g-yon brkyang mgo bo'i phreng bas brgyan //	105a	She is standing with the left leg straight and is adorned with a garland of heads.
['BO_T02_D1737:105a-15']	thung zhing gsus pa 'phyang ldir 'jigs //	thung zhing gsus pa 'phyang ldir 'jigs //	105a	She is short and has a protruding belly, terrifying.
['BO_T02_D1737:105a-16']	padma sngon po ro yi gdan //	padma sngon po ro yi gdan //	105a	She has a seat of a blue lotus and a corpse.
['BO_T02_D1737:105a-17']	phyi nang gsang ba'i sku mdog 'chang //	phyi nang gsang ba'i sku mdog 'chang //	105a	She has an outer, inner, and secret form.
['BO_T02_D1737:105a-18']	zhal gcig spyan gsum he he bzhad //	zhal gcig spyan gsum he he bzhad //	105a	She has one face, three eyes, and laughs he he.
