segmentnr	original	analyzed	folio	translated
['BO_T02_D1300:198b-0']	@198b # // rgya gar skad du /	@198b # // rgya gar skad du /	198b	In Sanskrit:
['BO_T02_D1300:198b-1']	sarba bh'u ta ba lim bi dhi n'a ma /	sarba bh'u ta ba lim bi dhi n'a ma /	198b	Sarvabhūtabali-vidhi-nāma
['BO_T02_D1300:198b-2']	bod skad du /	bod skad du /	198b	In Tibetan:
['BO_T02_D1300:198b-3']	'byung po thams cad kyi gtor ma'i cho ga zhes bya ba /	'byung po thams cad kyi gtor ma'i cho ga zhes bya ba /	198b	The Ritual of the Torma for All Beings
['BO_T02_D1300:198b-4', 'BO_T02_D1300:198b-5']	dpal kye'i rdo rje la phyag 'tshal lo //🔽ae wam rnam par nges bzhugs pa'i //	dpal kye'i rdo rje la phyag 'tshal lo // ae wam rnam par nges bzhugs pa'i //	198b	Homage to glorious Hevajra.
['BO_T02_D1300:198b-6', 'BO_T02_D1300:198b-7']	rdo rje sems dpar phyag bya ste //🔽rnam 'tshe log 'dren la sogs las //	rdo rje sems dpar phyag bya ste // rnam 'tshe log 'dren la sogs las //	198b	I pay homage to Vajrasattva,🔽who abides as the ascertainment of evam,🔽in order to protect beings
['BO_T02_D1300:198b-8']	sems can bsrung phyir gtor ma brtsam //	sems can bsrung phyir gtor ma brtsam //	198b	from harm, misleaders, and so forth.
['BO_T02_D1300:198b-9']	kye yi rdo rjer ldan pa yi //	kye yi rdo rjer ldan pa yi //	198b	The yogī endowed with Hevajra
['BO_T02_D1300:198b-10']	rnal 'byor pa yis bsgom bya ba //	rnal 'byor pa yis bsgom bya ba //	198b	should meditate🔽on the triple-stacked eight-petaled lotus
['BO_T02_D1300:198b-11', 'BO_T02_D1300:198b-12']	chos kyi 'byung gnas nang du ni //🔽padma 'dab brgyad sum brtsegs la //	chos kyi 'byung gnas nang du ni // padma 'dab brgyad sum brtsegs la //	198b	inside the source of phenomena,
['BO_T02_D1300:198b-13']	dkar nag dmar po'i aom h'um a'a: //	dkar nag dmar po'i aom h'um a'a: //	198b	with white, black, and red oṃ, hūṃ, and āḥ,🔽respectively,
['BO_T02_D1300:198b-14']	rim par lha chen brgyad dang ni //	rim par lha chen brgyad dang ni //	198b	the eight great gods,
['BO_T02_D1300:198b-15']	phyogs srung brgyad dang klu chen brgyad //	phyogs srung brgyad dang klu chen brgyad //	198b	the eight directional guardians, and the eight great nāgas
['BO_T02_D1300:198b-16']	padma'i 'dab ltar bskyed bya ste //	padma'i 'dab ltar bskyed bya ste //	198b	are generated like lotus petals.
['BO_T02_D1300:198b-17']	mdun du dbang phyug chen po bskyed //	mdun du dbang phyug chen po bskyed //	198b	Mahādeva is generated in front,
['BO_T02_D1300:198b-18']	g-yas su lha yi dbang bo bsam //	g-yas su lha yi dbang bo bsam //	198b	and the lord of gods is visualized to the right.
['BO_T02_D1300:199a-0']	@199a * // rgyab tu tshangs pa bskyed bya ste //	@199a * // rgyab tu tshangs pa bskyed bya ste //	199a	One should generate Brahmā in the back,
['BO_T02_D1300:199a-1']	g-yon gyi phyogs su khyab 'jug go //	g-yon gyi phyogs su khyab 'jug go //	199a	Viṣṇu in the left part,
['BO_T02_D1300:199a-2']	me ru 'dod pa'i dbang phyug bskyed //	me ru 'dod pa'i dbang phyug bskyed //	199a	and Kāmadeva in the southeast.
['BO_T02_D1300:199a-3']	srin por tshogs kyi bdag po ste //	srin por tshogs kyi bdag po ste //	199a	In the southwest is Gaṇapati,
['BO_T02_D1300:199a-4']	bhrim gi ri ti rlung mtshams su //	bhrim gi ri ti rlung mtshams su //	199a	and Bhṛṅgiriṭi in the northwest.
['BO_T02_D1300:199a-5', 'BO_T02_D1300:199a-6']	dbang ldan mtshams su karti ka / mdun gyi 'dab mar brgya byin bsam //🔽g-yas su mthar byed dgod par bya'o //	dbang ldan mtshams su karti ka / mdun gyi 'dab mar brgya byin bsam // g-yas su mthar byed dgod par bya'o //	199a	One should visualize Śakra on the petal in front,
['BO_T02_D1300:199a-7', 'BO_T02_D1300:199a-8']	chu lha rgyab kyi 'dab ma la'o //🔽de ltar g-yon du nor sbyin dgod //	chu lha rgyab kyi 'dab ma la'o // de ltar g-yon du nor sbyin dgod //	199a	and Rudra on the right.🔽Varuṇa is on the petal in the back,🔽and Kubera on the left.
['BO_T02_D1300:199a-9', 'BO_T02_D1300:199a-10']	me yi mtshams su me lha che //🔽bden bral du ni srin po'o //	me yi mtshams su me lha che // bden bral du ni srin po'o //	199a	The great Agni is in the southeast,🔽and Rākṣasa in the southwest.
['BO_T02_D1300:199a-11']	rlung gi mtshams su rlung lha'o //	rlung gi mtshams su rlung lha'o //	199a	Vāyu is in the northwest,🔽and the lord of spirits in the northeast.
['BO_T02_D1300:199a-12']	dbang ldan mtshams su 'byung po'i bdag / stobs kyi rgyu dang dung skyong dang // mtha' yas nor rgyas de bzhin te //	dbang ldan mtshams su 'byung po'i bdag / stobs kyi rgyu dang dung skyong dang // mtha' yas nor rgyas de bzhin te //	199a	Airāvata, Padma, Ananta, Vāsuki,
['BO_T02_D1300:199a-13']	'jog po dang ni rigs ldan dang // pad chen shin tu pad chen po //	'jog po dang ni rigs ldan dang // pad chen shin tu pad chen po //	199a	Śaṅkhapāla, Mahāpadma, and Supadma,
['BO_T02_D1300:199a-14']	thams cad zhal gcig phyag gnyis te //	thams cad zhal gcig phyag gnyis te //	199a	all with one face and two arms,🔽should be visualized in the eight directions.
['BO_T02_D1300:199a-15']	rdo rje dril bu phyag na 'chang //	rdo rje dril bu phyag na 'chang //	199a	Holding a vajra and a bell in his hands,
['BO_T02_D1300:199a-16']	rang 'od rig mas yang dag 'khyud //	rang 'od rig mas yang dag 'khyud //	199a	he is embraced by the awareness partner who is his own radiance.
['BO_T02_D1300:199a-17']	gdan la g-yas brkyang pa yis bzhugs //	gdan la g-yas brkyang pa yis bzhugs //	199a	He sits on a seat with his right leg extended.
['BO_T02_D1300:199a-18']	rang rang thugs ka'i sa bon las //	rang rang thugs ka'i sa bon las //	199a	From the seed syllable in their hearts
['BO_T02_D1300:199a-19']	'od zer lcags kyu ltar 'phros pas //	'od zer lcags kyu ltar 'phros pas //	199a	light rays shine forth like hooks,
['BO_T02_D1300:199a-20']	lha chen brgyad la gzugs khams dang // gzugs med gnas pa'i lha bsdu'o //	lha chen brgyad la gzugs khams dang // gzugs med gnas pa'i lha bsdu'o //	199a	gathering the gods of the eight great gods, the form realm, and the formless realm.
['BO_T02_D1300:199a-21']	'dod pa'i khams kyi lha dang mi //	'dod pa'i khams kyi lha dang mi //	199a	The gods and humans of the desire realm
['BO_T02_D1300:199a-22']	phyogs srung brgyad la rab tu bsdu //	phyogs srung brgyad la rab tu bsdu //	199a	are gathered into the eight directional guardians.
['BO_T02_D1300:199a-23']	ngan 'gro gsum dang lha ma yin //	ngan 'gro gsum dang lha ma yin //	199a	The three lower realms and the demigods
['BO_T02_D1300:199a-24']	klu chen brgyad la bsdu bar bya //	klu chen brgyad la bsdu bar bya //	199a	are gathered into the eight great nāgas.🔽In order to invite the maṇḍala
['BO_T02_D1300:199a-25', 'BO_T02_D1300:199a-26', 'BO_T02_D1300:199a-27']	rang bzhin gnas la bzhugs pa yi //🔽dkyil 'khor ba rnams spyan drang phyir //🔽goo r'i yis ni dgug byas la //	rang bzhin gnas la bzhugs pa yi // dkyil 'khor ba rnams spyan drang phyir // goo r'i yis ni dgug byas la //	199a	who reside in their natural abodes,🔽they are summoned with Gaurī,
['BO_T02_D1300:199a-28']	tsoo r'i yis ni zhags pas bcings //	tsoo r'i yis ni zhags pas bcings //	199a	bound with a noose by Caurī,
['BO_T02_D1300:199a-29']	pe t'a l'i yis lcags sgrog bsdam //	pe t'a l'i yis lcags sgrog bsdam //	199a	bound with a chain by Vetālī,
['BO_T02_D1300:199a-30']	dril bus mnyes byed ghasma r'i //	dril bus mnyes byed ghasma r'i //	199a	and pleased with a bell by Ghasmarī.
['BO_T02_D1300:199a-31']	rnal 'byor pa yi thugs ka nas //	rnal 'byor pa yi thugs ka nas //	199a	From the heart of the yogin
['BO_T02_D1300:199a-32']	'od zer lcags kyu ltar 'phros nas //	'od zer lcags kyu ltar 'phros nas //	199a	light rays shine forth like hooks🔽and gather the maṇḍala of the body.
['BO_T02_D1300:199a-33']	phyogs bcu'i rgyal ba sras bcas dgug / de la phyi nang gsang mchod de //	phyogs bcu'i rgyal ba sras bcas dgug / de la phyi nang gsang mchod de //	199a	The Victorious Ones and their sons in the ten directions are summoned,
['BO_T02_D1300:199a-34']	de rnams kyis ni dbang bskur mthar //	de rnams kyis ni dbang bskur mthar //	199a	and they are offered outer, inner, and secret offerings.🔽At the end of the empowerment,
['BO_T02_D1300:199a-35']	rang rang bdag pos dbu la brgyan //	rang rang bdag pos dbu la brgyan //	199a	each is crowned by their own lord.
['BO_T02_D1300:199a-36']	lha chen brgyad la rtag pa yis //	lha chen brgyad la rtag pa yis //	199a	The eight great gods are always
['BO_T02_D1300:199a-37']	rdo rje yis ni phyogs skyong brgyad //	rdo rje yis ni phyogs skyong brgyad //	199a	the eight directional guardians with vajras.
['BO_T02_D1300:199a-38']	gar dbang gis ni klu chen brgyad //	gar dbang gis ni klu chen brgyad //	199a	The eight great nāgas are with the lord of dance.
['BO_T02_D1300:199a-39']	de la cho gas gtor ma bsgrub //	de la cho gas gtor ma bsgrub //	199a	The torma is accomplished with the rite for them.
['BO_T02_D1300:199a-40']	rlung dang me yi dkyil 'khor las //	rlung dang me yi dkyil 'khor las //	199a	From the maṇḍala of wind and fire,
['BO_T02_D1300:199a-41']	a'a: las byung ba'i pad snod bsam //	a'a: las byung ba'i pad snod bsam //	199a	think of a lotus vessel arisen from āḥ.
['BO_T02_D1300:199a-42']	deng ni bhr'um a'am dzr'im kham h'um //	deng ni bhr'um a'am dzr'im kham h'um //	199a	Now, bhrūṃ āṃ jrīṃ khaṃ hūṃ
['BO_T02_D1300:199a-43']	go ku nga ha na las ni //	go ku nga ha na las ni //	199a	from go ku ṅha na
['BO_T02_D1300:199a-44']	sangs rgyas lnga dang sems can lnga //	sangs rgyas lnga dang sems can lnga //	199a	the five buddhas and the five sentient beings
['BO_T02_D1300:199a-45']	zla ba nyi ma'i bar du bsam //	zla ba nyi ma'i bar du bsam //	199a	are thought to be between the moon and sun.
['BO_T02_D1300:199a-46']	nyi dbus h'um byung rdo rje ste //	nyi dbus h'um byung rdo rje ste //	199a	In the center of the sun, the vajra arises from hūṃ,
['BO_T02_D1300:199a-47']	'bar ba dang ni spros pa yis //	'bar ba dang ni spros pa yis //	199a	and through blazing and emanating
['BO_T02_D1300:199b-0']	'chi med rab tu bsgrub @199b par bya //	'chi med rab tu bsgrub @199b par bya //	199b	the immortality is accomplished.
['BO_T02_D1300:199b-1']	chang gi rang bzhin 'di bsgoms nas //	chang gi rang bzhin 'di bsgoms nas //	199b	Having meditated on this nature of beer,
