segmentnr	original	analyzed	folio	translated
['BO_T02_D2662:1b-0']	@1b # // rgya gar skad du /	@1b # // rgya gar skad du /	1b	In Sanskrit:
['BO_T02_D2662:1b-1']	bee ro tsa na aa bhi sambo dhi tantra pind'artha /	bee ro tsa na aa bhi sambo dhi tantra pind'artha /	1b	Vairocanābhisambodhitantrapindārtha
['BO_T02_D2662:1b-2']	bod skad du /	bod skad du /	1b	In Tibetan:
['BO_T02_D2662:1b-3']	rnam par snang mdzad mngon par rdzogs par byang chub pa'i rgyud kyi bsdus pa'i don /	rnam par snang mdzad mngon par rdzogs par byang chub pa'i rgyud kyi bsdus pa'i don /	1b	The Condensed Meaning of the Tantra of Vairocana's Complete Enlightenment
['BO_T02_D2662:1b-4']	bam po dang po /	bam po dang po /	1b	Volume One
['BO_T02_D2662:1b-5']	bcom ldan 'das rnam par snang mdzad de bzhin gshegs pa'i ye shes kyi sku can la phyag 'tshal lo //	bcom ldan 'das rnam par snang mdzad de bzhin gshegs pa'i ye shes kyi sku can la phyag 'tshal lo //	1b	Homage to the Blessed One, Vairocana, the one who has the wisdom body of the Tathagata.
['BO_T02_D2662:1b-6', 'BO_T02_D2662:1b-7']	gang zhig nyid kyi sku gsung thugs bcas pa'i //🔽tshogs zad mi shes rnams kyis 'jig rten gyi //	gang zhig nyid kyi sku gsung thugs bcas pa'i // tshogs zad mi shes rnams kyis 'jig rten gyi //	1b	The one whose own body, speech, and mind🔽Are inexhaustible accumulations, who pacifies
['BO_T02_D2662:1b-8']	skye rgyud rab tu zhi mdzad bde gshegs las //	skye rgyud rab tu zhi mdzad bde gshegs las //	1b	The continuum of birth in the world, from the Sugata,
['BO_T02_D2662:1b-9', 'BO_T02_D2662:1b-10']	'byung ba'i sku gsung stsol mdzad byang chub phyir //🔽rdo rje can dang rgyal ba'i sras rnams kyis //	'byung ba'i sku gsung stsol mdzad byang chub phyir // rdo rje can dang rgyal ba'i sras rnams kyis //	1b	The one who bestows the body and speech that arise for the sake of enlightenment,
['BO_T02_D2662:1b-11']	bsten bya rnam par snang mdzad de dang ni //	bsten bya rnam par snang mdzad de dang ni //	1b	The one who is relied upon by the vajra-holders and the sons of the victors,🔽Vairocana,
['BO_T02_D2662:1b-12']	de yi sku gsung nyid la'ang phyag 'tshal nas //	de yi sku gsung nyid la'ang phyag 'tshal nas //	1b	And to his body and speech as well, I pay homage.
['BO_T02_D2662:1b-13']	rnam snang rgyud bsdus pa yi don bsdus bshad //	rnam snang rgyud bsdus pa yi don bsdus bshad //	1b	Having explained the condensed meaning of the Vairocana Tantra,
['BO_T02_D2662:1b-14', 'BO_T02_D2662:2a-0']	de la sangs rgyas dang byang chub sems dpa' bcom ldan 'das kyis rang dang gzhan gyi don phun sum tshogs pa thugs su chud par mdzad nas /🔽gdul bya rnams de kho na la gzud pa'i phyir rang dang gzhan gyi don phun sum tshogs pa de dag nyid gsang sngags kyi spyod pa ston par byed pa dang / pha rol @2a * //	de la sangs rgyas dang byang chub sems dpa' bcom ldan 'das kyis rang dang gzhan gyi don phun sum tshogs pa thugs su chud par mdzad nas / gdul bya rnams de kho na la gzud pa'i phyir rang dang gzhan gyi don phun sum tshogs pa de dag nyid gsang sngags kyi spyod pa ston par byed pa dang / pha rol @2a * //	1b	The Bhagavān Buddhas and Bodhisattvas, having realized the perfect benefit for self and others,
['BO_T02_D2662:2a-1', 'BO_T02_D2662:2a-2']	tu phyin pa'i spyod pa ston par byed pa'i mdo sde rnams kyis bstan to //🔽de lta bas na rgyud 'di ni 'di lta ste /	tu phyin pa'i spyod pa ston par byed pa'i mdo sde rnams kyis bstan to // de lta bas na rgyud 'di ni 'di lta ste /	2a	in order to introduce disciples to that very [realization], teach the perfect benefit for self and others through the sūtras that teach the conduct of Mantra and the conduct of the Pāramitās.
['BO_T02_D2662:2a-3']	bsdus pa dang rgyas pa dang rnam pa gnyis kyi sgo nas bcom ldan 'das rnam par snang mdzad kyi rang gi don phun sum tshogs pa dang gzhan gyi don phun sum tshogs pa'i don bsdu bar bzhed do //	bsdus pa dang rgyas pa dang rnam pa gnyis kyi sgo nas bcom ldan 'das rnam par snang mdzad kyi rang gi don phun sum tshogs pa dang gzhan gyi don phun sum tshogs pa'i don bsdu bar bzhed do //	2a	Therefore, this Tantra is intended to summarize the perfect benefit for self and others of the Bhagavān Vairocana, in two ways: concisely and extensively.
['BO_T02_D2662:2a-4']	de la bsdus pa'i sgo nas ni //	de la bsdus pa'i sgo nas ni //	2a	Among them, the concise [presentation] is as follows:
['BO_T02_D2662:2a-5']	rnam par snang mdzad mngon par rdzogs par byang chub pa rnam par sprul pa byin gyis rlob pa zhes bya ba'i ming gi /	rnam par snang mdzad mngon par rdzogs par byang chub pa rnam par sprul pa byin gyis rlob pa zhes bya ba'i ming gi /	2a	The Tantra of the Manifest Enlightenment of Vairocana, which is called the “Blessing of Emanated Bodies,”
['BO_T02_D2662:2a-6']	rgyud kyi don thams cad ston par byed pa 'dis bsdus par bzhed pa yin no //	rgyud kyi don thams cad ston par byed pa 'dis bsdus par bzhed pa yin no //	2a	is asserted to be a compendium of the entire meaning of the tantra, which is revealed by this [commentary].
['BO_T02_D2662:2a-7']	rgyas pa'i sgo nas ni /	rgyas pa'i sgo nas ni /	2a	[The tantra] is also asserted to be a compendium from the point of view of its extensiveness.
['BO_T02_D2662:2a-8']	rnam par snang mdzad kyi rgyud 'di mtha' dag gis bcom ldan 'das rnam par snang mdzad kyi rang gi don phun sum tshogs pa'i rgyu dang ngo bo nyid dang / 'bras bu phun sum tshogs pa gsum gyi mtshan nyid can rab tu dbye ba dang /	rnam par snang mdzad kyi rgyud 'di mtha' dag gis bcom ldan 'das rnam par snang mdzad kyi rang gi don phun sum tshogs pa'i rgyu dang ngo bo nyid dang / 'bras bu phun sum tshogs pa gsum gyi mtshan nyid can rab tu dbye ba dang /	2a	The entire Vairocana Tantra is asserted to be a compendium from the point of view of the characteristics of the three topics of the perfect cause, nature, and result of the Bhagavat Vairocana, and from the point of view of its divisions.
['BO_T02_D2662:2a-9']	de bzhin du gzhan gyi don phun sum tshogs pa'i thabs phyag rgya dang / dkyil 'khor dang gsang sngags la sogs pa'i mtshan nyid can bstan pa dang / rab tu dbye ba'i sgo nas bsdus par bzhed pa yin par blta'o //	de bzhin du gzhan gyi don phun sum tshogs pa'i thabs phyag rgya dang / dkyil 'khor dang gsang sngags la sogs pa'i mtshan nyid can bstan pa dang / rab tu dbye ba'i sgo nas bsdus par bzhed pa yin par blta'o //	2a	Similarly, it is asserted to be a compendium from the point of view of the characteristics of the method of the perfect benefit of others, such as the mudras, mandalas, and secret mantras, and from the point of view of its divisions.
['BO_T02_D2662:2a-10']	de la rgyu phun sum tshogs pa ni /	de la rgyu phun sum tshogs pa ni /	2a	[The tantra] is asserted to be a compendium from the point of view of the perfect cause,
