segmentnr	original	analyzed	folio	translated
['BO_T02_D3454:110b-0']	@110b # // rgya gar skad du /	@110b # // rgya gar skad du /	110b	In Sanskrit:
['BO_T02_D3454:110b-1']	badzra aa nam ga manydzu shri s'a dha nam /	badzra aa nam ga manydzu shri s'a dha nam /	110b	Vajranāgavajra-sādhana
['BO_T02_D3454:110b-2']	bod skad du /	bod skad du /	110b	In Tibetan:
['BO_T02_D3454:110b-3']	'jam dpal yan lag med pa'i rdo rje'i sgrub thabs /	'jam dpal yan lag med pa'i rdo rje'i sgrub thabs /	110b	Mañjuśrīvajra-anaga-sādhana
['BO_T02_D3454:110b-4']	dpal ldan 'jam pa'i dbyangs la phyag 'tshal lo //	dpal ldan 'jam pa'i dbyangs la phyag 'tshal lo //	110b	Homage to glorious Mañjughoṣa.
['BO_T02_D3454:110b-5']	sngon ma bzhin du sdig pa bshags pa la sogs pa byas nas /	sngon ma bzhin du sdig pa bshags pa la sogs pa byas nas /	110b	As before, one should confess misdeeds and so forth.
['BO_T02_D3454:110b-6']	stong pa nyid bsgoms te /	stong pa nyid bsgoms te /	110b	Then, having meditated on emptiness,
['BO_T02_D3454:110b-7']	de nas ham yig las skyes pa'i ham yig mnan pa'i lte ba'i dbus su mda' dang bcas pa'i gzhu bsgoms nas de yongs su gyur pa las /	de nas ham yig las skyes pa'i ham yig mnan pa'i lte ba'i dbus su mda' dang bcas pa'i gzhu bsgoms nas de yongs su gyur pa las /	110b	one should meditate on the syllable ham arisen from the syllable ham, in the center of the navel, with an arrow and bow, and then transform that into
['BO_T02_D3454:110b-8']	'phags pa 'jam dpal yan lag med pa'i rdo rje sku mdog ser po phyag drug pa /	'phags pa 'jam dpal yan lag med pa'i rdo rje sku mdog ser po phyag drug pa /	110b	noble Mañjuśrīvajra-anaga, yellow in color, with six arms.
['BO_T02_D3454:110b-9']	rtsa ba'i phyag dag gis autpal dmar po'i mde'u dang bcas pa'i mda' bkang ba dang me tog gi gzhu bsnams pa /	rtsa ba'i phyag dag gis autpal dmar po'i mde'u dang bcas pa'i mda' bkang ba dang me tog gi gzhu bsnams pa /	110b	In the two principal hands he holds a bow and arrow with the tip of a red lotus flower.
