segmentnr	original	analyzed	translated
['BO_T02_D1795:212a-23']	zhes bya ba dang 'brel to //	zhes bya ba dang 'brel to //	This is connected with the above.
['BO_T02_D1795:212a-24']	mchog ces bya ba ni de bzhin gshegs pa lnga'i ngo bo nyid kyi phyir dang / ye shes lnga'i rang bzhin nyid kyi phyir ro //	mchog ces bya ba ni de bzhin gshegs pa lnga'i ngo bo nyid kyi phyir dang / ye shes lnga'i rang bzhin nyid kyi phyir ro //	Supreme means that it is the nature of the five Tathagatas and the nature of the five intuitions.
['BO_T02_D1795:212a-25']	de ni zhes bya ba ni rdo rje'i mtshan nyid do //	de ni zhes bya ba ni rdo rje'i mtshan nyid do //	That means the nature of the vajra.
['BO_T02_D1795:212a-26']	nyon zhes bya ba ni phyag na rdo rje nyan pa la sbyar ba'o //	nyon zhes bya ba ni phyag na rdo rje nyan pa la sbyar ba'o //	Listen means that Vajrapani is enjoined to listen.
['BO_T02_D1795:212a-27']	bsdus nas zhes bya ba ni mdor bsdus nas so //	bsdus nas zhes bya ba ni mdor bsdus nas so //	Comprehensively means in brief.
['BO_T02_D1795:212a-28']	ji lta ba bzhin zhes bya ba ni phyin ci ma log pa'i ngo bos so //	ji lta ba bzhin zhes bya ba ni phyin ci ma log pa'i ngo bos so //	Just as it is means by the nature of non-error.
['BO_T02_D1795:212a-29']	bshad par bya zhes bya ba ni 'chad bzhin pa'i rim pas bstan pa'o //	bshad par bya zhes bya ba ni 'chad bzhin pa'i rim pas bstan pa'o //	I will explain means that it will be taught by the process of explanation.
['BO_T02_D1795:212a-30']	de ltar de rtsom pa bstan nas /	de ltar de rtsom pa bstan nas /	Having thus taught the composition,
['BO_T02_D1795:212a-31']	da ni de'i dngos su bshad pa brjod pa'i phyir /	da ni de'i dngos su bshad pa brjod pa'i phyir /	now, in order to state the actual explanation of that,
['BO_T02_D1795:212a-32']	de'i yan lag mdor bstan pa'i sgo nas /	de'i yan lag mdor bstan pa'i sgo nas /	by way of a brief indication of its branches,
['BO_T02_D1795:212a-33']	rang gi ngo bo ni rdo rje mi phyed ces bya ba la sogs pa gsungs te /	rang gi ngo bo ni rdo rje mi phyed ces bya ba la sogs pa gsungs te /	he declares its nature with the vajra is indivisible, etc.
['BO_T02_D1795:212b-0']	rnam par rtog pa'i @212b nyon mongs pas dbye bar mi nus pa'i phyir dang // phyi rol gyi rdo rje dang 'dra ba nyid kyi phyir ro //	rnam par rtog pa'i @212b nyon mongs pas dbye bar mi nus pa'i phyir dang // phyi rol gyi rdo rje dang 'dra ba nyid kyi phyir ro //	because it cannot be divided by the defilements of discursive thought, and because it is like an external diamond.
['BO_T02_D1795:212b-1']	rdo rje zhes ni gsungs zhes bya ba ni rdo rje sgras bstan pa'o //	rdo rje zhes ni gsungs zhes bya ba ni rdo rje sgras bstan pa'o //	It is said to be a diamond means it is taught by the word diamond.
['BO_T02_D1795:212b-2']	ye shes lnga yi bdag nyid can //	ye shes lnga yi bdag nyid can //	It is the nature of the five intuitions.
['BO_T02_D1795:212b-3']	zhes bya ba ni me long lta bu la sogs pa ye shes rnam pa lnga'i ngo bo nyid do //	zhes bya ba ni me long lta bu la sogs pa ye shes rnam pa lnga'i ngo bo nyid do //	It is the nature of the five kinds of intuition, such as the mirror-intuition, etc.
['BO_T02_D1795:212b-4']	mchog ces bya ba ni rnam par ma dag pa'i rnam par gnas 'gyur ba'i phyir ro //	mchog ces bya ba ni rnam par ma dag pa'i rnam par gnas 'gyur ba'i phyir ro //	It is supreme because it is the basis of the transmutation of the impure states.
['BO_T02_D1795:212b-5']	rtsa lnga nam mkha' la ni thim //	rtsa lnga nam mkha' la ni thim //	The five channels dissolve into space.
['BO_T02_D1795:212b-6']	zhes bya ba ni la la n'a dang ra sa n'a dang aa wa dh'u t'i dang lha sbyin dang nor rgyal gyi mtshan nyid can gyi rtsa lnga'i nam mkha' la thim pa ni de'i bdag nyid can no //	zhes bya ba ni la la n'a dang ra sa n'a dang aa wa dh'u t'i dang lha sbyin dang nor rgyal gyi mtshan nyid can gyi rtsa lnga'i nam mkha' la thim pa ni de'i bdag nyid can no //	The five channels having the characteristics of lalanā, rasanā, avadhūti, lālayatrā, and yasasvinī dissolve into space, which is of their nature.
['BO_T02_D1795:212b-7']	stod pa lnga'i rang bzhin zhes bya ba ni stong pa dang shin tu stong pa chen po thams cad stong pa de dag spangs pa'i dngos po'i ngo bo nyid kyi phyir ro //	stod pa lnga'i rang bzhin zhes bya ba ni stong pa dang shin tu stong pa chen po thams cad stong pa de dag spangs pa'i dngos po'i ngo bo nyid kyi phyir ro //	The nature of the five voids is the nature of the entity that is the void, the great void, and the void of all voids.
['BO_T02_D1795:212b-8']	sa dang zhes bya ba la sogs pa gsungs te /	sa dang zhes bya ba la sogs pa gsungs te /	The earth, etc., are stated.
['BO_T02_D1795:212b-9']	'byung ba chen po lnga'i rnam par rtog pa'i rnam par dag pa'i ngo bo nyid kyi phyir ro //	'byung ba chen po lnga'i rnam par rtog pa'i rnam par dag pa'i ngo bo nyid kyi phyir ro //	The nature of the purity of the five great elements is the nature of the entity.
['BO_T02_D1795:212b-10']	nam mkha' lnga yi cha yi gzugs //	nam mkha' lnga yi cha yi gzugs //	The form of the part of the five spaces
['BO_T02_D1795:212b-11']	zhes bya ba ni rtsa lnga'i nam mkha' la'o //	zhes bya ba ni rtsa lnga'i nam mkha' la'o //	is in the space of the five channels.
['BO_T02_D1795:212b-12']	cha'i gzugs zhes bya ba ni rdzas lnga'i ngo bo'o //	cha'i gzugs zhes bya ba ni rdzas lnga'i ngo bo'o //	The form of the part is the nature of the five substances.
['BO_T02_D1795:212b-13']	shes par bya zhes bya ba ni shes par bya ba'o //	shes par bya zhes bya ba ni shes par bya ba'o //	It should be known
