segmentnr	original	analyzed	folio	translated
['BO_T02_D2415:34a-0']	@34a # // rgya gar skad du /	@34a # // rgya gar skad du /	34a	In Sanskrit:
['BO_T02_D2415:34a-1']	nanhya brta tra ya mu kha a'a ga ma n'a ma /	nanhya brta tra ya mu kha a'a ga ma n'a ma /	34a	Nānāvarta-trayamukha-āgama-nāma
['BO_T02_D2415:34a-2']	bod skad du /	bod skad du /	34a	In Tibetan:
['BO_T02_D2415:34a-3']	g-yung drung 'khyil pa gsum gyi zhal gdams kyi nyams len zhes bya ba /	g-yung drung 'khyil pa gsum gyi zhal gdams kyi nyams len zhes bya ba /	34a	The Practice of the Instruction of the Three Swastika Coils, called The Practice of the Instruction of the Three Swastika Coils
['BO_T02_D2415:34b-0']	yum rnal @34b 'byor ma la phyag 'tshal lo //	yum rnal @34b 'byor ma la phyag 'tshal lo //	34b	Homage to the mother yoginī.
['BO_T02_D2415:34b-1']	bla ma'i zhal gdams thob byas nas //	bla ma'i zhal gdams thob byas nas //	34b	Having obtained the guru's instruction,
['BO_T02_D2415:34b-2']	g-yung drung gsum gyi gdams pa ni //	g-yung drung gsum gyi gdams pa ni //	34b	the instruction of the three swastikas🔽is explained in Kamkamakhala
['BO_T02_D2415:34b-3', 'BO_T02_D2415:34b-4']	stong nyid don ni rtogs pa'i phyir /🔽kam ka me kha la bshad bya //	stong nyid don ni rtogs pa'i phyir / kam ka me kha la bshad bya //	34b	in order to realize the meaning of emptiness.
['BO_T02_D2415:34b-5']	rang gi lus ni khong stong la //	rang gi lus ni khong stong la //	34b	In one's own body, which is hollow,
['BO_T02_D2415:34b-6']	spyi bor brtsams nas lte ba'i bar //	spyi bor brtsams nas lte ba'i bar //	34b	starting from the crown of the head down to the navel,
['BO_T02_D2415:34b-7']	rtsa gsum ser dang dkar dmar ro //	rtsa gsum ser dang dkar dmar ro //	34b	there are three channels, yellow, white, and red.
['BO_T02_D2415:34b-8']	de rnams nang ni khong stong ste //	de rnams nang ni khong stong ste //	34b	Inside of them is hollow,
['BO_T02_D2415:34b-9']	g-yas kyi rtsa la khab rtse tshad //	g-yas kyi rtsa la khab rtse tshad //	34b	with a needle tip in the right channel,
['BO_T02_D2415:34b-10']	rang bzhin bsal ba bsam par bya //	rang bzhin bsal ba bsam par bya //	34b	imagined to be naturally clear.
['BO_T02_D2415:34b-11']	g-yon par zla ba'i thig le ste //	g-yon par zla ba'i thig le ste //	34b	In the left is a drop of moon,
['BO_T02_D2415:34b-12']	dbus kyi rtsa ni khong stong ngo //	dbus kyi rtsa ni khong stong ngo //	34b	and the central channel is hollow.
['BO_T02_D2415:34b-13']	de la sems gtad phyi nang stong //	de la sems gtad phyi nang stong //	34b	Focusing the mind on that, it is empty inside and out.
['BO_T02_D2415:34b-14']	shes pa rgod na g-yas g-yon gyi //	shes pa rgod na g-yas g-yon gyi //	34b	If consciousness is agitated,
['BO_T02_D2415:34b-15']	thig le gnyis la sems gtad la //	thig le gnyis la sems gtad la //	34b	Focus the mind on the two bindus.
['BO_T02_D2415:34b-16']	de nas dbu bcad dh'u tr'i'i steng //	de nas dbu bcad dh'u tr'i'i steng //	34b	Then, above the severed head and avadhūtī,
['BO_T02_D2415:34b-17']	hr'i:las g-yung drung 'khyil ba ni //	hr'i:las g-yung drung 'khyil ba ni //	34b	from hriḥ, imagine a clockwise svastika
['BO_T02_D2415:34b-18']	me yi mdog can rnam bsam bya //	me yi mdog can rnam bsam bya //	34b	the color of fire.
['BO_T02_D2415:34b-19']	g-yung drung 'khyil pa'i zur bzhi la //	g-yung drung 'khyil pa'i zur bzhi la //	34b	In the four corners of the clockwise svastika
['BO_T02_D2415:34b-20']	aom dang a'a:dang h'um dang phat //	aom dang a'a:dang h'um dang phat //	34b	are oṃ, āḥ, hūṃ, and phaṭ.
['BO_T02_D2415:34b-21']	g-yas phyogs ra sa'i steng du ni //	g-yas phyogs ra sa'i steng du ni //	34b	On the right, above the rasanā,
['BO_T02_D2415:34b-22']	aa las zla ba'i g-yung drung 'khyil //	aa las zla ba'i g-yung drung 'khyil //	34b	from aḥ, there is a moon svastika.
['BO_T02_D2415:34b-23']	byang chub sems kyi chu rlung bkag //	byang chub sems kyi chu rlung bkag //	34b	It blocks the water-wind of bodhicitta.
['BO_T02_D2415:34b-24']	g-yon pa la na'i steng du ni //	g-yon pa la na'i steng du ni //	34b	On the left, above the lalanā,
['BO_T02_D2415:34b-25']	aom las g-yung drung 'khyil ba dmar //	aom las g-yung drung 'khyil ba dmar //	34b	from oṃ, there is a clockwise red svastika.
['BO_T02_D2415:34b-26']	bsams pas me yi rlung 'gags so //	bsams pas me yi rlung 'gags so //	34b	Imagining that blocks the fire-wind.
['BO_T02_D2415:34b-27']	de nas rlung gi 'khor lo nas //	de nas rlung gi 'khor lo nas //	34b	Then, from the wind maṇḍala,
['BO_T02_D2415:34b-28']	rlung ni langs te mgrin par sles //	rlung ni langs te mgrin par sles //	34b	the wind rises and arrives at the throat.
['BO_T02_D2415:34b-29']	dbus su bde gshegs rlung rgyu bas //	dbus su bde gshegs rlung rgyu bas //	34b	In the center, the wind of the sugatas
['BO_T02_D2415:34b-30']	sor ni bcu gnyis rtsa 'thon nas //	sor ni bcu gnyis rtsa 'thon nas //	34b	emerges from the nāḍī of the twelve finger lengths.
['BO_T02_D2415:34b-31']	g-yas g-yon chu rlung me rlung ni //	g-yas g-yon chu rlung me rlung ni //	34b	The water-wind and the fire-wind on the right and left
['BO_T02_D2415:34b-32']	nyi zla'i rtsa nas 'byung byas nas //	nyi zla'i rtsa nas 'byung byas nas //	34b	emerge from the nāḍīs of the sun and moon.
['BO_T02_D2415:34b-33']	lha mo gnyis dag zhal du rngub //	lha mo gnyis dag zhal du rngub //	34b	The two goddesses inhale through the mouth.
['BO_T02_D2415:34b-34']	slar yang gnyis kyis phu byas pas //	slar yang gnyis kyis phu byas pas //	34b	Again, the two winds blow on it,
['BO_T02_D2415:34b-35']	rtsa dag gnyis kyi rtsa bug brtol //	rtsa dag gnyis kyi rtsa bug brtol //	34b	and it pierces the two channel openings.🔽It moves and reaches the svastika,
['BO_T02_D2415:34b-36']	rnam par rgyu ste g-yung drung 'phog / dbus kyi sems bskor byas nas su //	rnam par rgyu ste g-yung drung 'phog / dbus kyi sems bskor byas nas su //	34b	and the two winds circle the central mind
['BO_T02_D2415:34b-37']	gnyis ni g-yas skor g-yon skor ro //	gnyis ni g-yas skor g-yon skor ro //	34b	to the right and to the left.
['BO_T02_D2415:34b-38']	slar yang rlung gis phu byas nas //	slar yang rlung gis phu byas nas //	34b	Again, the winds blow on it,
['BO_T02_D2415:34b-39']	g-yung drung gnyis la thim byas nas //	g-yung drung gnyis la thim byas nas //	34b	and it dissolves into the two svastikas.
['BO_T02_D2415:34b-40']	dbus kyi 'khyil pa thim par bsam //	dbus kyi 'khyil pa thim par bsam //	34b	Think that it dissolves into the central swirl.🔽The fire of gnosis blazes
['BO_T02_D2415:34b-41']	ye shes me sbar rang lus ni //	ye shes me sbar rang lus ni //	34b	and melts one’s body
['BO_T02_D2415:34b-42']	mgrin pa'i gnas nas rkang mthil bar //	mgrin pa'i gnas nas rkang mthil bar //	34b	from the throat to the soles of the feet.
['BO_T02_D2415:34b-43']	rim gyis zhu ste chos dbyings su //	rim gyis zhu ste chos dbyings su //	34b	In stages, it dissolves into the dharmadhātu,
