segmentnr	original	analyzed	folio	translated
['BO_T02_D3266:19b-0']	@19b # // rgya gar skad du /	@19b # // rgya gar skad du /	19b	In Sanskrit:
['BO_T02_D3266:19b-1']	au tstshushma dzambha la s'a dha nam /	au tstshushma dzambha la s'a dha nam /	19b	Utsasmajambhalasādhana
['BO_T02_D3266:19b-2']	bod skad du /	bod skad du /	19b	In Tibetan:
['BO_T02_D3266:19b-3']	dzambha la tshon po'i sgrub thabs /	dzambha la tshon po'i sgrub thabs /	19b	The sadhana of fat Jambhala
['BO_T02_D3266:19b-4']	dpal dang ldan pa'i dzambha la chen po la phyag 'tshal lo //	dpal dang ldan pa'i dzambha la chen po la phyag 'tshal lo //	19b	Homage to the glorious great Jambhala.
['BO_T02_D3266:19b-5']	mig gsum rtsa lag gis ni spyi gtsug brgyan pa yi //	mig gsum rtsa lag gis ni spyi gtsug brgyan pa yi //	19b	He who is adorned with the topknot of the three eyes
['BO_T02_D3266:19b-6']	nor bus zhabs dag la ni gtugs pa gang yin pa //	nor bus zhabs dag la ni gtugs pa gang yin pa //	19b	and whose feet are touched by jewels
['BO_T02_D3266:19b-7']	phun tshogs phan chen dang ldan mchog gyur thub dbang sras //	phun tshogs phan chen dang ldan mchog gyur thub dbang sras //	19b	is the son of the lord of sages, the best of the prosperous and greatly beneficial.
['BO_T02_D3266:19b-8']	lha de thub pa gzhon nur gyur pa nyid yin te /	lha de thub pa gzhon nur gyur pa nyid yin te /	19b	That god is the youthful sage himself.🔽The one who showers the rain of jewels
['BO_T02_D3266:19b-9']	bla med yon tan gnyis med pa'i //	bla med yon tan gnyis med pa'i //	19b	of the unsurpassed and nondual qualities
['BO_T02_D3266:19b-10', 'BO_T02_D3266:19b-11']	rin chen char 'bebs 'dren pa po //🔽nyid kyi phun tshogs skye dgu la //	rin chen char 'bebs 'dren pa po // nyid kyi phun tshogs skye dgu la //	19b	is the leader.🔽This one, who quickly brings forth
