segmentnr	original	analyzed	folio	translated
['BO_T05_D4018:1b-0']	@1b # // rgya gar skad du /	@1b # // rgya gar skad du /	1b	In Sanskrit:
['BO_T05_D4018:1b-1']	a'arya lam ka aa ba t'a ra britti /	a'arya lam ka aa ba t'a ra britti /	1b	Ārya-lakṣaṇāvatāra-vṛtti
['BO_T05_D4018:1b-2']	bod skad du /	bod skad du /	1b	In Tibetan:
['BO_T05_D4018:1b-3']	'phags pa lang kar gshegs pa'i 'grel pa /	'phags pa lang kar gshegs pa'i 'grel pa /	1b	The Commentary on the Journey to Lanka
['BO_T05_D4018:1b-4']	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	1b	Homage to all the Buddhas and Bodhisattvas.
['BO_T05_D4018:1b-5']	kun mkhyen sangs rgyas 'gyur ba gsung bdag mtshungs //	kun mkhyen sangs rgyas 'gyur ba gsung bdag mtshungs //	1b	The Omniscient Buddha, the Lord of Speech,🔽The two Bodhisattvas, the supreme non-dual Dharma,
['BO_T05_D4018:1b-6']	sems dpa' gnyis mi gnyis kyi chos mchog dang // 'dus pa mtha' dag chud lam theg gsum la //	sems dpa' gnyis mi gnyis kyi chos mchog dang // 'dus pa mtha' dag chud lam theg gsum la //	1b	And the entire assembly, the path of the three vehicles,
['BO_T05_D4018:1b-7']	phyag 'tshal nas ni shes dpal bzang ming gis //	phyag 'tshal nas ni shes dpal bzang ming gis //	1b	Having paid homage, the one named Bhadrapāla
['BO_T05_D4018:1b-8']	mos pa'i sems can rnams la phan gdags par //	mos pa'i sems can rnams la phan gdags par //	1b	In order to benefit beings with faith,
['BO_T05_D4018:1b-9']	bdag gi blo dang gzhan gyi blor gsungs pa //	bdag gi blo dang gzhan gyi blor gsungs pa //	1b	The teachings for one's own mind and the minds of others,
['BO_T05_D4018:1b-10']	lang kar gshegs pa thos tshul chos dang ni //	lang kar gshegs pa thos tshul chos dang ni //	1b	The way of listening to the Journey to Lanka,
['BO_T05_D4018:1b-11']	rigs pa yis ni bshad par byed pa'o //	rigs pa yis ni bshad par byed pa'o //	1b	And through reasoning, will explain.
