segmentnr	original	analyzed	folio	translated
['BO_T02_D2057:154b-0']	@154b # // rgya gar skad du /	@154b # // rgya gar skad du /	154b	In Sanskrit:
['BO_T02_D2057:154b-1']	pitta na ma h'a yaksha se na pa ti s'a dha nam /	pitta na ma h'a yaksha se na pa ti s'a dha nam /	154b	Pitta-nama-mahāyakṣasenāpati-sādhana
['BO_T02_D2057:154b-2']	bod skad du /	bod skad du /	154b	In Tibetan:
['BO_T02_D2057:154b-3']	rdeg par byed pa'i gnod spyin gyi sde dpon gyi sgrub thabs /	rdeg par byed pa'i gnod spyin gyi sde dpon gyi sgrub thabs /	154b	The Means of Accomplishment of the Yakṣa General Pitta-nama
['BO_T02_D2057:154b-4']	pitta na ma h'a yaksha se na pa ti h'um phat /	pitta na ma h'a yaksha se na pa ti h'um phat /	154b	Pitta-nama-mahāyakṣasenāpati hūṃ phaṭ
['BO_T02_D2057:154b-5']	ces pa 'di bsnyen pa 'bum tsho gsum bzlas nas /	ces pa 'di bsnyen pa 'bum tsho gsum bzlas nas /	154b	Having recited this mantra three hundred thousand times,
['BO_T02_D2057:154b-6']	de'i rjes la byang chub kyi shing las ling+ga byas la /	de'i rjes la byang chub kyi shing las ling+ga byas la /	154b	after that, make a linga from the wood of the bodhi tree.
['BO_T02_D2057:154b-7']	de'i mgo la thun mtshams gsum du dri zhim pa'i me tog gis brab bo //	de'i mgo la thun mtshams gsum du dri zhim pa'i me tog gis brab bo //	154b	At its head, sprinkle it with fragrant flowers three times a day.
['BO_T02_D2057:154b-8']	thun re la me tog brgya rtsa brgyad kyis bya'o //	thun re la me tog brgya rtsa brgyad kyis bya'o //	154b	Do it with one hundred and eight flowers for each session.
['BO_T02_D2057:154b-9']	tshes brgyad nas brtsams te bcu bzhi'i bar gyis 'grub par 'gyur ro //	tshes brgyad nas brtsams te bcu bzhi'i bar gyis 'grub par 'gyur ro //	154b	Starting from the eighth day, it will be accomplished by the fourteenth.
['BO_T02_D2057:154b-10']	aom pitta na pitta pa ya see n+ya pa ti h'um phat /	aom pitta na pitta pa ya see n+ya pa ti h'um phat /	154b	Oṃ pitta pitta-pāya senāpati hūṃ phaṭ🔽With this mantra, have the enemy struck.
['BO_T02_D2057:154b-11']	ces so // sngags 'dis dgra gang yin pa la brdeg tu gzhug / aom lotta na lotta pa ya see n+ya pa ti h'um phat /	ces so // sngags 'dis dgra gang yin pa la brdeg tu gzhug / aom lotta na lotta pa ya see n+ya pa ti h'um phat /	154b	Oṃ lotta lotta-pāya senāpati hūṃ phaṭ
['BO_T02_D2057:154b-12']	'dis kyang brdeg tu bcug par bya'o //	'dis kyang brdeg tu bcug par bya'o //	154b	With this one, also have them struck.
['BO_T02_D2057:154b-13']	'di rdeg par byed pa'i gnod spyin gyi sde dpon zhes bya ba'i rtog pa rdzogs so //	'di rdeg par byed pa'i gnod spyin gyi sde dpon zhes bya ba'i rtog pa rdzogs so //	154b	This concludes the story of the yakṣa general called “The One Who Strikes.”
['BO_T02_D2057:154b-14']	de bzhin du gzhan yang gnod spyin rnams bsgrub par bya'o //	de bzhin du gzhan yang gnod spyin rnams bsgrub par bya'o //	154b	In the same way, one should practice the other yakṣas.
['BO_T02_D2057:154b-15']	gnod spyin gyi sgrub thabs kyi man ngag cung zad bstan pa rdzogs so//	gnod spyin gyi sgrub thabs kyi man ngag cung zad bstan pa rdzogs so//	154b	This concludes the brief teaching on the instructions for the practice of the yakṣas.
