segmentnr	original	analyzed	folio	translated
['BO_K12_D0x_H0786:371a-0']	@371a rgya gar skad du /	@371a rgya gar skad du /	371a	In Sanskrit:
['BO_K12_D0x_H0786:371a-1']	ya th'a la bdha kha sa ma tantra n'a ma /	ya th'a la bdha kha sa ma tantra n'a ma /	371a	Yathāprāpta-ākāśasamatantra-nāma.
['BO_K12_D0x_H0786:371a-2']	bod skad du /	bod skad du /	371a	In Tibetan:
['BO_K12_D0x_H0786:371a-3']	ji bzhin brnyes pa nam mkha' dang mnyam pa zhes bya ba'i rgyud /	ji bzhin brnyes pa nam mkha' dang mnyam pa zhes bya ba'i rgyud /	371a	The Tantra Called Just as It Is, Equal to Space.
['BO_K12_D0x_H0786:371a-4']	bcom ldan 'das rdo rje sems dpa' la phyag 'tshal lo //	bcom ldan 'das rdo rje sems dpa' la phyag 'tshal lo //	371a	Homage to the Blessed Vajrasattva.
['BO_K12_D0x_H0786:371a-5']	gang zhig sangs rgyas lnga yi cod pan can //	gang zhig sangs rgyas lnga yi cod pan can //	371a	He who bears the crown of the five buddhas,
['BO_K12_D0x_H0786:371a-6']	sa gsum kun gyi snying po dang ldan pa //	sa gsum kun gyi snying po dang ldan pa //	371a	Possessing the essence of the three worlds,
['BO_K12_D0x_H0786:371a-7']	dpal ldan dang po'i sangs rgyas ngo bo mdzad //	dpal ldan dang po'i sangs rgyas ngo bo mdzad //	371a	The glorious primordial buddha, the essence,
['BO_K12_D0x_H0786:371a-8']	de ni mkha' dang mnyam par spyod pa'o //	de ni mkha' dang mnyam par spyod pa'o //	371a	He is the one who acts equal to space.
['BO_K12_D0x_H0786:371a-9']	gal te de 'dra'i ngo bor sems dag pa //	gal te de 'dra'i ngo bor sems dag pa //	371a	If the mind is purified in such an essence,
['BO_K12_D0x_H0786:371a-10']	byis pa 'di ni don dam sgom pa yin //	byis pa 'di ni don dam sgom pa yin //	371a	This child meditates on the ultimate.
['BO_K12_D0x_H0786:371a-11']	sangs rgyas rnams kyis rang bzhin mthong min te //	sangs rgyas rnams kyis rang bzhin mthong min te //	371a	The buddhas do not see the nature,🔽The buddhas, vajra-holders,
['BO_K12_D0x_H0786:371a-12']	sangs rgyas dang ni rdo rje 'dzin pa dang // rin chen tog dang pad ldan 'jug pa ste //	sangs rgyas dang ni rdo rje 'dzin pa dang // rin chen tog dang pad ldan 'jug pa ste //	371a	Ratnaketu, and Padmankuśa,
['BO_K12_D0x_H0786:371a-13']	lha de rnams kyi rang bzhin yod ma yin //	lha de rnams kyi rang bzhin yod ma yin //	371a	Those gods do not exist by nature.
['BO_K12_D0x_H0786:371a-14']	dang po'i sangs rgyas nam mkha'i rang bzhin no //	dang po'i sangs rgyas nam mkha'i rang bzhin no //	371a	The primordial buddha is of the nature of space.
['BO_K12_D0x_H0786:371a-15']	dang po'i chos las de rnams 'byung ba ste //	dang po'i chos las de rnams 'byung ba ste //	371a	And from the Dharma of the first, they all arise.
['BO_K12_D0x_H0786:371a-16']	mkha' dang lhan cig sems can khams rnams kyang //	mkha' dang lhan cig sems can khams rnams kyang //	371a	And the realms of sentient beings, together with space,
['BO_K12_D0x_H0786:371b-0']	gzhug rnams su ni @371b bstan bcos tshad mar byas //	gzhug rnams su ni @371b bstan bcos tshad mar byas //	371b	Are taught in the treatises as being valid.
['BO_K12_D0x_H0786:371b-1']	gdod nas dag pa'i go 'phang mkha' mnyam mtshungs //	gdod nas dag pa'i go 'phang mkha' mnyam mtshungs //	371b	The state of primordial purity is equal to space.
['BO_K12_D0x_H0786:371b-2']	sangs rgyas lnga yi cod pan dang yang ldan //	sangs rgyas lnga yi cod pan dang yang ldan //	371b	And one is endowed with the diadem of the five buddhas.
['BO_K12_D0x_H0786:371b-3']	gang zhig chos de nyid kyi rang bzhin can //	gang zhig chos de nyid kyi rang bzhin can //	371b	Whoever possesses the nature of that very Dharma
['BO_K12_D0x_H0786:371b-4', 'BO_K12_D0x_H0786:371b-5']	sa gsum po yi chos ni 'byung 'gyur ba //🔽rdo rje sems dpa' de la phyag 'tshal lo //	sa gsum po yi chos ni 'byung 'gyur ba // rdo rje sems dpa' de la phyag 'tshal lo //	371b	Will give rise to the Dharma of the three worlds.🔽Homage to that Vajrasattva!
['BO_K12_D0x_H0786:371b-6']	rdo rje sems dpa' la ni phyag 'tshal ba'i //	rdo rje sems dpa' la ni phyag 'tshal ba'i //	371b	The merit that arises from paying homage to Vajrasattva
