segmentnr	original	analyzed	translated
['BO_T04_D3842:223a-16']	de lta bas na gzhan nyid yin na yang phrad par mi 'thad do //	de lta bas na gzhan nyid yin na yang phrad par mi 'thad do //	Thus, even if they were different, contact would be untenable.
['BO_T04_D3842:223a-17']	smras pa / gzhan du gyur pa gnyis gcig tu 'gyur ba gang yin pa de ni /	smras pa / gzhan du gyur pa gnyis gcig tu 'gyur ba gang yin pa de ni /	Objection: The two that are different become one.
['BO_T04_D3842:223a-18']	dper na 'o ma dang chu gnyis phrad pa de bzhin du gzhan dang gzhan yang phrad par mi 'gyur ro //	dper na 'o ma dang chu gnyis phrad pa de bzhin du gzhan dang gzhan yang phrad par mi 'gyur ro //	Just as milk and water come into contact, so too other and other come into contact.🔽In response, Nāgārjuna explains:
['BO_T04_D3842:223a-19']	bshad pa / de la yang de nyid gnas bzhin te //	bshad pa / de la yang de nyid gnas bzhin te //	In that regard, they remain just as they are.
['BO_T04_D3842:223a-20']	gang gi tshe re zhig 'o ma dang chu tha dad par gyur na de'i tshe na phrad pa med do //	gang gi tshe re zhig 'o ma dang chu tha dad par gyur na de'i tshe na phrad pa med do //	When milk and water are different, at that time they do not come into contact.
['BO_T04_D3842:223a-21']	ci'i phyir zhe na /	ci'i phyir zhe na /	Why is that?
['BO_T04_D3842:223a-22']	tha dad par gyur pa nyid kyi phyir ro //	tha dad par gyur pa nyid kyi phyir ro //	Because they are different.
['BO_T04_D3842:223a-23']	gang gi tshe gcig nyid du gyur pa de'i tshe na yang /	gang gi tshe gcig nyid du gyur pa de'i tshe na yang /	When they become one, at that time
['BO_T04_D3842:223a-24']	phrad pa med de /	phrad pa med de /	they do not come into contact.
['BO_T04_D3842:223a-25', 'BO_T04_D3842:223a-26']	ci'i phyir zhe na /🔽gcig pa nyid kyi phyir ro //	ci'i phyir zhe na / gcig pa nyid kyi phyir ro //	Why is that?🔽Because they are one.
['BO_T04_D3842:223a-27']	smras pa / gang gi tshe gcig nyid du gyur pa nyid phrad pa yin no //	smras pa / gang gi tshe gcig nyid du gyur pa nyid phrad pa yin no //	Objection: When they become one, they come into contact.
['BO_T04_D3842:223a-28']	bshad pa / gal te gcig pa nyid yin yang phrad par 'gyur na ni ci yang mi phrad par mi 'gyur ro zhes ma bshad dam /	bshad pa / gal te gcig pa nyid yin yang phrad par 'gyur na ni ci yang mi phrad par mi 'gyur ro zhes ma bshad dam /	But isn’t it said that if they were to meet even though they are the same, then nothing would not meet?
['BO_T04_D3842:223a-29']	de lta bas na de yang bzang po ma yin no //	de lta bas na de yang bzang po ma yin no //	Therefore that is not good.
['BO_T04_D3842:223a-30']	smras pa / gzhan du gyur pa dag phrad bzhin pa ni phrad pa yin no //	smras pa / gzhan du gyur pa dag phrad bzhin pa ni phrad pa yin no //	Objection: Those that have become different meet while meeting.🔽Nāgārjuna responds:
['BO_T04_D3842:223a-31']	bshad pa / de la yang de nyid gnas bzhin te /	bshad pa / de la yang de nyid gnas bzhin te /	In that regard, that is just the same.
['BO_T04_D3842:223a-32']	gal te phrad bzhin pa zhes bya ba'i dngos po dag gcig yod par gyur na de la yang 'di ni gzhan no //	gal te phrad bzhin pa zhes bya ba'i dngos po dag gcig yod par gyur na de la yang 'di ni gzhan no //	If things called “meeting while meeting” exist as one, then in that regard, this is different.
['BO_T04_D3842:223a-33']	'di yang gzhan no zhes gzhan yin pa'i phyir phrad par mi 'thad do //	'di yang gzhan no zhes gzhan yin pa'i phyir phrad par mi 'thad do //	And this is different. Therefore it is untenable that they meet because they are different.
['BO_T04_D3842:223a-34']	ci ste phrad bzhin pa zhes bya ba de gcig pa nyid du brjod pa yin na ni phrad bzhin pa zhes bya ba'i tshig mi 'thad do //	ci ste phrad bzhin pa zhes bya ba de gcig pa nyid du brjod pa yin na ni phrad bzhin pa zhes bya ba'i tshig mi 'thad do //	But if that which is called “meeting while meeting” is said to be the same, then the expression “meeting while meeting” is untenable.
['BO_T04_D3842:223b-0']	gcig pa nyid ni ji @223b ltar phrad par 'gyur /	gcig pa nyid ni ji @223b ltar phrad par 'gyur /	How could the same meet?
['BO_T04_D3842:223b-1']	smras pa / phyed phrad pa'i dngos po dag phrad bzhin pa zhes bya ba de dag la phrad pa yod do //	smras pa / phyed phrad pa'i dngos po dag phrad bzhin pa zhes bya ba de dag la phrad pa yod do //	Objection: Those things that are half met meet while meeting. Meeting exists for them.
['BO_T04_D3842:223b-2']	bshad pa / de la yang de nyid yod do //	bshad pa / de la yang de nyid yod do //	Nāgārjuna responds: But it exists in that which is in the process of coming together.
['BO_T04_D3842:223b-3']	gal te re zhig de dag phyed phrad pa na phyogs gcig phrad pas bdag nyid thams cad phrad do zhes bya bar brtags na ni gcig pa nyid yin pa'i phyir phrad par mi 'thad do //	gal te re zhig de dag phyed phrad pa na phyogs gcig phrad pas bdag nyid thams cad phrad do zhes bya bar brtags na ni gcig pa nyid yin pa'i phyir phrad par mi 'thad do //	If you imagine that when they are in the process of coming together, they come together with one part, then they come together with their entire nature, but it is untenable that they come together because they are identical.
['BO_T04_D3842:223b-4', 'BO_T04_D3842:223b-5']	ci ste phyogs gcig phrad kyang bdag nyid tha dad pa nyid du 'gyur na ni tha dad pa'i phyir phrad par ga la 'gyur /🔽gal te de dag cung zad cig ni phrad cung zad /	ci ste phyogs gcig phrad kyang bdag nyid tha dad pa nyid du 'gyur na ni tha dad pa'i phyir phrad par ga la 'gyur / gal te de dag cung zad cig ni phrad cung zad /	But if they come together with one part, they would be different in nature. But how could they come together because they are different?🔽If they come together with one part and do not come together with another part,
['BO_T04_D3842:223b-6']	cig ni ma phrad pa yin na ni bdag nyid gnyis su 'gyur te ;	cig ni ma phrad pa yin na ni bdag nyid gnyis su 'gyur te ;	they would have two natures.
['BO_T04_D3842:223b-7']	de dag gi phrad pa gang yin pa de la ni gcig pa nyid ma yin pa'i phyir phrad pa med pa'o //	de dag gi phrad pa gang yin pa de la ni gcig pa nyid ma yin pa'i phyir phrad pa med pa'o //	But that which comes together with one part does not come together because it is not identical.
['BO_T04_D3842:223b-8']	de dag gi ma phrad pa gang yin pa de la yang gzhan pa'i phyir phrad pa med do //	de dag gi ma phrad pa gang yin pa de la yang gzhan pa'i phyir phrad pa med do //	And that which does not come together with another part does not come together because it is different.
['BO_T04_D3842:223b-9']	smras pa / phrad bzhin pa med kyang sla ste /	smras pa / phrad bzhin pa med kyang sla ste /	Objection: It is easy to say that that which is in the process of coming together does not exist.
['BO_T04_D3842:223b-10']	re zhig phrad pa gang yin pa de ni yod do //	re zhig phrad pa gang yin pa de ni yod do //	But that which comes together exists.
['BO_T04_D3842:223b-11']	phrad pa yod na phrad pa yod pas phrad pa yang rab tu grub po //	phrad pa yod na phrad pa yod pas phrad pa yang rab tu grub po //	If contact exists, then contact exists. Thus contact is fully established.
['BO_T04_D3842:223b-12', 'BO_T04_D3842:223b-13']	bshad pa / kye ma re ba ko re che //🔽gang la phrad bzhin pa yang mi 'thad de /	bshad pa / kye ma re ba ko re che // gang la phrad bzhin pa yang mi 'thad de /	Nāgārjuna responds: Alas! You have great hope!🔽For one for whom that being in the process of contact is not tenable,
['BO_T04_D3842:223b-14']	phrad par rtsom pa yang mi 'thad pa de la phrad pa 'thad bar 'gyur re skan /	phrad par rtsom pa yang mi 'thad pa de la phrad pa 'thad bar 'gyur re skan /	how could contact be tenable?
['BO_T04_D3842:223b-15']	gang gi tshe gcig tu 'gyur ro zhes smras pa de'i tshe gcig yin na phrad par ga la 'gyur /	gang gi tshe gcig tu 'gyur ro zhes smras pa de'i tshe gcig yin na phrad par ga la 'gyur /	When you say “it becomes one,” then if it is one, how could it make contact?
['BO_T04_D3842:223b-16']	ci ste phrad kyang gcig ma yin na ni de lta na yang gzhan ma yin pa'i phyir ma phrad pa nyid ma yin no //	ci ste phrad kyang gcig ma yin na ni de lta na yang gzhan ma yin pa'i phyir ma phrad pa nyid ma yin no //	But if, although it makes contact, it is not one, then in that case, because it is not different, it does not make contact.
