segmentnr	original	analyzed	translated
['BO_T02_D2141:210a-0']	@210a # // rgya gar skad du //	@210a # // rgya gar skad du //	In Sanskrit:
['BO_T02_D2141:210a-1']	aa ba ra mi ta a'a yurdzh'a na mandal bidhi n'a ma /	aa ba ra mi ta a'a yurdzh'a na mandal bidhi n'a ma /	Aparimitāyurjñāna-maṇḍalavidhi-nāma
['BO_T02_D2141:210a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D2141:210a-3']	tshe dang ye shes dpag tu med pa'i dkyil 'khor gyi cho ga zhes bya ba /	tshe dang ye shes dpag tu med pa'i dkyil 'khor gyi cho ga zhes bya ba /	The Ritual of the Maṇḍala of Aparimitāyurjñāna, called “The Name”
['BO_T02_D2141:210a-4']	bcom ldan 'das tshe dpag tu med pa la phyag 'tshal lo //	bcom ldan 'das tshe dpag tu med pa la phyag 'tshal lo //	Homage to the Blessed One, Aparimitāyurjñāna.
['BO_T02_D2141:210a-5', 'BO_T02_D2141:210a-6']	rang bzhin tshe dpag med pa'i sku //🔽ye shes lnga ldan gsung gi bdag / thugs rje'i thugs kyis rjes 'dzin pa'i //	rang bzhin tshe dpag med pa'i sku // ye shes lnga ldan gsung gi bdag / thugs rje'i thugs kyis rjes 'dzin pa'i //	The body of natural Aparimitāyurjñāna,🔽The lord of speech endowed with the five wisdoms,
['BO_T02_D2141:210a-7', 'BO_T02_D2141:210a-8']	bla ma tshe dpag med la 'dud //🔽rtsa rgyud bshad rgyud las byung ba'i //	bla ma tshe dpag med la 'dud // rtsa rgyud bshad rgyud las byung ba'i //	I bow to the guru Aparimitāyurjñāna, who guides with a compassionate mind.🔽The good ritual that arises from the root tantra and explanatory tantras,
['BO_T02_D2141:210a-9']	cho ga bzang pos yongs bzung bshad //	cho ga bzang pos yongs bzung bshad //	I will explain, fully embracing it.
['BO_T02_D2141:210a-10']	slob dpon mtshan nyid kun ldan zhing //	slob dpon mtshan nyid kun ldan zhing //	The master is endowed with all the characteristics,
['BO_T02_D2141:210a-11']	gzhan phan sgrub pa'i blo gros can //	gzhan phan sgrub pa'i blo gros can //	And has the intelligence to accomplish the welfare of others.
['BO_T02_D2141:210a-12']	rang dang gzhan gyi don sgrub phyir /	rang dang gzhan gyi don sgrub phyir /	In order to accomplish one's own and others' goals,
['BO_T02_D2141:210a-13']	yid 'ang nyams dga'i gnas nyid du //	yid 'ang nyams dga'i gnas nyid du //	In a place that is delightful to the mind,🔽With the clarity of divine yoga,
['BO_T02_D2141:210a-14']	lha yi rnal 'byor gsal ba dang // gtso bo 'bum la 'khor rnams khri //	lha yi rnal 'byor gsal ba dang // gtso bo 'bum la 'khor rnams khri //	The principal deity a hundred thousand times, and the retinue ten thousand times,
['BO_T02_D2141:210a-15']	rab 'bring mtshan ma thob pa dang // slob mas me tog dang bcas pas //	rab 'bring mtshan ma thob pa dang // slob mas me tog dang bcas pas //	The disciple who has attained the signs of the best, middling, and least
['BO_T02_D2141:210a-16']	gus pas gsol ba gdab par bya //	gus pas gsol ba gdab par bya //	should supplicate with devotion, along with flowers.
['BO_T02_D2141:210a-17']	de nas dkyil 'khor bri ba'i phyir //	de nas dkyil 'khor bri ba'i phyir //	Then, in order to draw the maṇḍala,
['BO_T02_D2141:210a-18']	sa gzhi brtags shing bzung dang sbyang //	sa gzhi brtags shing bzung dang sbyang //	examine, take, and purify the ground.
['BO_T02_D2141:210a-19']	nyes pa med pa'i sa phyogs der //	nyes pa med pa'i sa phyogs der //	In that place where there are no faults,
['BO_T02_D2141:210a-20']	bskyed pa'i rim pa gsal byas nas //	bskyed pa'i rim pa gsal byas nas //	having clarified the creation stage,
['BO_T02_D2141:210a-21']	bam las bskyed pa'i lha mo ser //	bam las bskyed pa'i lha mo ser //	the goddess generated from vaṃ is yellow,
['BO_T02_D2141:210a-22']	mdzes pa'i rgyan ldan lus phyed snang //	mdzes pa'i rgyan ldan lus phyed snang //	adorned with beautiful ornaments, and half-visible.
['BO_T02_D2141:210a-23']	bum pa 'dzin la mchod cing bstod //	bum pa 'dzin la mchod cing bstod //	Worship and praise the one who holds a vase.
['BO_T02_D2141:210a-24']	skyob pa sangs rgyas thams cad kyi //	skyob pa sangs rgyas thams cad kyi //	You are the goddess who has power
['BO_T02_D2141:210a-25']	spyod ba'i tshul dang khyad par gyi //	spyod ba'i tshul dang khyad par gyi //	over the way of conduct and the distinctive
['BO_T02_D2141:210a-26', 'BO_T02_D2141:210b-0', 'BO_T02_D2141:210b-1']	sa dang pha rol phyin pa la //🔽lha @210b mo khyod ni dbang du 'gyur //🔽skyob ba sh'akya seng ge yis //	sa dang pha rol phyin pa la // lha @210b mo khyod ni dbang du 'gyur // skyob ba sh'akya seng ge yis //	bhūmis and perfections of all the buddhas, the protectors.🔽Having conquered the hordes of Māra,
['BO_T02_D2141:210b-2', 'BO_T02_D2141:210b-3']	ji ltar bdud kyi sde bcom ltar //🔽de bzhin bdag gis bdud sde las //	ji ltar bdud kyi sde bcom ltar // de bzhin bdag gis bdud sde las //	just as the protector Śākyasiṃha🔽did,🔽I will draw the maṇḍala, having been victorious
['BO_T02_D2141:210b-4', 'BO_T02_D2141:210b-5']	rgyal par byas te dkyil 'khor bri //🔽lag pa sa la bsnun pa yis //	rgyal par byas te dkyil 'khor bri // lag pa sa la bsnun pa yis //	over the hordes of Māra.
['BO_T02_D2141:210b-6']	dga' ba'i mdangs ldan lha mo yis //	dga' ba'i mdangs ldan lha mo yis //	The goddess, with a delighted expression,
['BO_T02_D2141:210b-7']	khyod ni slob dpon mchog yin gyis //	khyod ni slob dpon mchog yin gyis //	You are the supreme master,
['BO_T02_D2141:210b-8']	dkyil 'khor las ni rab tu bsgrubs //	dkyil 'khor las ni rab tu bsgrubs //	so accomplish the maṇḍala activity.
['BO_T02_D2141:210b-9']	brjod nas sa la thim pa ltar //	brjod nas sa la thim pa ltar //	After saying that, dissolve into the ground.🔽Offer the torma to the direction protectors,
['BO_T02_D2141:210b-10']	phyogs skyong gtor ma 'bul ba dang // mthun pa'i grogs dang gsol ba gdab //	phyogs skyong gtor ma 'bul ba dang // mthun pa'i grogs dang gsol ba gdab //	make supplications to the compatible friends,
['BO_T02_D2141:210b-11']	ro bsal nyes pa spangs pa de //	ro bsal nyes pa spangs pa de //	and remove the faults of the corpse.🔽Having crushed the corpse, smear it with the five nectars
['BO_T02_D2141:210b-12']	'thas par bcag cing rnam lnga dang // bdud rtsi lnga ni khyab par byug / me yis zhi ba'i las kun gyi //	'thas par bcag cing rnam lnga dang // bdud rtsi lnga ni khyab par byug / me yis zhi ba'i las kun gyi //	and the five meats, and perform the pacifying activity with fire.🔽Purify with the mantra of the fire offering.
['BO_T02_D2141:210b-13']	sbyin sreg sbyangs dang sngags kyis ni //	sbyin sreg sbyangs dang sngags kyis ni //	Consecrate with the mantra of the vase.
['BO_T02_D2141:210b-14']	phyin brlabs lha yi khang par bsam //	phyin brlabs lha yi khang par bsam //	Think of it as the celestial mansion of the deity.
['BO_T02_D2141:210b-15']	bskyed pa'i yan lag kun rdzogs pas //	bskyed pa'i yan lag kun rdzogs pas //	Having completed all the limbs of the creation stage,
['BO_T02_D2141:210b-16']	slob dpon dkyil 'khor steng 'dug la //	slob dpon dkyil 'khor steng 'dug la //	the master sits on top of the maṇḍala
['BO_T02_D2141:210b-17']	slob ma gus pas sbos thogs te //	slob ma gus pas sbos thogs te //	and the disciple, with devotion, holds the skull.
['BO_T02_D2141:210b-18']	mchod cing bstod dang gsol ba gdab //	mchod cing bstod dang gsol ba gdab //	Make offerings, praise, and supplicate.
['BO_T02_D2141:210b-19']	bcom ldan mgon po tshe dpag med //	bcom ldan mgon po tshe dpag med //	“ Bhagavat, protector, Amitāyus,
