segmentnr	original	analyzed	folio	translated
['BO_T02_D2857:196b-0']	@196b # // rgya gar skad du /	@196b # // rgya gar skad du /	196b	In Sanskrit:
['BO_T02_D2857:196b-1']	panytsa de wa ta th'a ga to lo ka shva ra s'abta nam /	panytsa de wa ta th'a ga to lo ka shva ra s'abta nam /	196b	Pañcadeva-tathāgalokavīrasādhana
['BO_T02_D2857:196b-2']	bod skad du /	bod skad du /	196b	In Tibetan:
['BO_T02_D2857:196b-3']	de bzhin gshegs pa 'jig rten dbang phyug lha lnga'i sgrub thabs /	de bzhin gshegs pa 'jig rten dbang phyug lha lnga'i sgrub thabs /	196b	The Means of Attaining the Five Deities of the Tathāgata Lokeśvara
['BO_T02_D2857:196b-4']	rgyal ba lnga la phyag 'tshal lo //	rgyal ba lnga la phyag 'tshal lo //	196b	Homage to the five victors.
['BO_T02_D2857:196b-5']	shin tu rnam dag dang ba'i mtshor //	shin tu rnam dag dang ba'i mtshor //	196b	In the lake of the most pure and clear,
['BO_T02_D2857:196b-6']	rab mdzes sdong bu lnga ldan steng //	rab mdzes sdong bu lnga ldan steng //	196b	on top of the five-branched beautiful stalk,
['BO_T02_D2857:196b-7']	rnam snang rdo rje sems dpa' dang // rin 'byung 'od dpag med don grub //	rnam snang rdo rje sems dpa' dang // rin 'byung 'od dpag med don grub //	196b	Vairocana, Vajrasattva, Ratnasaṃbhava, Amitābha, Amoghasiddhi,
['BO_T02_D2857:196b-8']	sa rigs rnam dag sna tshogs gzugs //	sa rigs rnam dag sna tshogs gzugs //	196b	the pure elements of earth and so forth, and Viśvamātā,
['BO_T02_D2857:196b-9']	dngos gcig rgyal ba lnga la 'dud //	dngos gcig rgyal ba lnga la 'dud //	196b	I bow to the one entity, the five victors.
['BO_T02_D2857:196b-10']	byang chub sems dpa'i spyod pa khyad par can la gnas pas /	byang chub sems dpa'i spyod pa khyad par can la gnas pas /	196b	One who abides in the distinctive conduct of a bodhisattva,
['BO_T02_D2857:196b-11']	snying rje chen po mdun du byas la /	snying rje chen po mdun du byas la /	196b	with great compassion at the forefront,
['BO_T02_D2857:196b-12']	thog ma kho nar chos thams cad stong pa nyid du rab tu bsgom par bya'o //	thog ma kho nar chos thams cad stong pa nyid du rab tu bsgom par bya'o //	196b	should first meditate on all phenomena as emptiness.
['BO_T02_D2857:196b-13']	gdod nas ma skyes 'od gsal ba //	gdod nas ma skyes 'od gsal ba //	196b	Primordially unborn, luminous,
['BO_T02_D2857:196b-14']	gang shar nyid na ngo bo med //	gang shar nyid na ngo bo med //	196b	whatever arises is itself essenceless.
['BO_T02_D2857:196b-15']	chos rnams kun gyi mtshan nyid de //	chos rnams kun gyi mtshan nyid de //	196b	This is the characteristic of all phenomena.
['BO_T02_D2857:196b-16', 'BO_T02_D2857:197a-0']	bla ma'i drin gyis rtogs par 'gyur //🔽gang 'di ltar ngo bo nyid med pa'i chos 'di dag ni zab pa'i phyir rtogs par dka' bas mi shes pa'i 'gro ba lnga @197a * //	bla ma'i drin gyis rtogs par 'gyur // gang 'di ltar ngo bo nyid med pa'i chos 'di dag ni zab pa'i phyir rtogs par dka' bas mi shes pa'i 'gro ba lnga @197a * //	196b	One will realize them through the grace of the guru.
