segmentnr	original	analyzed	folio	translated
['BO_T02_D1521:39a-0']	@39a * // dpal mkha' 'gro rgya mtsho'i mngon par dbang bskur ba'i cho ga bzhugs so//	@39a * // dpal mkha' 'gro rgya mtsho'i mngon par dbang bskur ba'i cho ga bzhugs so//	39a	The Ritual of the Consecration of the Glorious Ocean of Dakas
['BO_T02_D1521:39a-1']	# // bcom ldan 'das dpal mkha' 'gro rgya mtsho la phyag 'tshal lo //	# // bcom ldan 'das dpal mkha' 'gro rgya mtsho la phyag 'tshal lo //	39a	Homage to the Bhagavat, the glorious Ocean of Dakas.
['BO_T02_D1521:39a-2']	gdod nas dag pa dri ma med //	gdod nas dag pa dri ma med //	39a	Primordially pure, stainless,
['BO_T02_D1521:39a-3']	spros pa med cing brjod du med //	spros pa med cing brjod du med //	39a	free of elaboration, inexpressible,
['BO_T02_D1521:39a-4']	thams cad g-yogs nas rnam par 'phrul //	thams cad g-yogs nas rnam par 'phrul //	39a	covering everything, manifesting
['BO_T02_D1521:39a-5']	mkha' 'gro rgya mtsho la phyag 'tshal //	mkha' 'gro rgya mtsho la phyag 'tshal //	39a	in the Ocean of Dakas.
['BO_T02_D1521:39a-6', 'BO_T02_D1521:39a-7']	de nyid ngo bo dbyer med pa //🔽'khor ba pa yi tshul bzung nas //	de nyid ngo bo dbyer med pa // 'khor ba pa yi tshul bzung nas //	39a	That very essence, indivisible,🔽taking on the mode of a samsaric being,
['BO_T02_D1521:39a-8']	rang gi gdul bya'i don mdzad pa //	rang gi gdul bya'i don mdzad pa //	39a	working for the benefit of those to be tamed
['BO_T02_D1521:39a-9']	bla ma'i tshogs la phyag 'tshal lo //	bla ma'i tshogs la phyag 'tshal lo //	39a	I pay homage to the assembly of gurus.
['BO_T02_D1521:39a-10']	rdo rje theg pa'i tshul chen la //	rdo rje theg pa'i tshul chen la //	39a	In the great way of the Vajrayana,
['BO_T02_D1521:39a-11']	rang rang dkyil 'khor ma zhugs na //	rang rang dkyil 'khor ma zhugs na //	39a	if one has not entered one's own mandala,
['BO_T02_D1521:39a-12', 'BO_T02_D1521:39a-13']	bsgrub par 'dod pa ma yin phyir //🔽dpal ldan mkha' 'gro rgya mtsho yi //	bsgrub par 'dod pa ma yin phyir // dpal ldan mkha' 'gro rgya mtsho yi //	39a	one is not fit to practice,🔽so the faultless stages of the consecration
['BO_T02_D1521:39a-14']	dbang bskur rim pa skyon med pa //	dbang bskur rim pa skyon med pa //	39a	of the glorious Ocean of Dakas
['BO_T02_D1521:39a-15']	bla ma'i nam ngag bri bar bya //	bla ma'i nam ngag bri bar bya //	39a	should be written according to the guru's words.
['BO_T02_D1521:39a-16']	gang zhig rang gi rgyud rnams su //	gang zhig rang gi rgyud rnams su //	39a	In those tantras
['BO_T02_D1521:39a-17']	cho ga rdzogs par ma gsungs pa //	cho ga rdzogs par ma gsungs pa //	39a	where the complete ritual is not taught,
['BO_T02_D1521:39a-18']	de ni rgyud mchog gzhan rnams las //	de ni rgyud mchog gzhan rnams las //	39a	This is also accepted by the wise
['BO_T02_D1521:39a-19']	rdzogs mdzad mkhas pa rnams kyang bzhed //	rdzogs mdzad mkhas pa rnams kyang bzhed //	39a	who have completed the supreme tantras.
['BO_T02_D1521:39a-20']	de la slob ma gtsang ba brtson 'grus dang ldan pa //	de la slob ma gtsang ba brtson 'grus dang ldan pa //	39a	The disciple should be pure and diligent,
['BO_T02_D1521:39a-21']	'dod chags dang zhe sdang dang gti mug la sogs pa spangs pa //	'dod chags dang zhe sdang dang gti mug la sogs pa spangs pa //	39a	free from attachment, aversion, delusion, and so forth,
['BO_T02_D1521:39a-22']	gzhan gyi rig pa sun mi 'don pa yon tan thams cad dang ldan pa'i slob mas /	gzhan gyi rig pa sun mi 'don pa yon tan thams cad dang ldan pa'i slob mas /	39a	not refuting the knowledge of others, and endowed with all good qualities.
['BO_T02_D1521:39a-23']	slob dpon gyi mtshan nyid kyang /	slob dpon gyi mtshan nyid kyang /	39a	The characteristics of the master are also as follows:
['BO_T02_D1521:39a-24']	sems can kun la phan pa nyid //	sems can kun la phan pa nyid //	39a	Beneficial to all sentient beings,🔽with the power of fearlessness,
['BO_T02_D1521:39a-25']	mi 'jigs pa yi stobs nyid dang // sngags dang rgyud kyi sbyor ba shes //	mi 'jigs pa yi stobs nyid dang // sngags dang rgyud kyi sbyor ba shes //	39a	knowing the application of mantra and tantra,🔽skilled in the application of arts and crafts,
['BO_T02_D1521:39a-26']	sbyor ba bzo dang sgyur rtsal sogs //	sbyor ba bzo dang sgyur rtsal sogs //	39a	and so forth,
