segmentnr	original	analyzed	translated
['BO_T02_D1898:284a-0']	@284a # // rgya gar skad du //	@284a # // rgya gar skad du //	In Sanskrit:
['BO_T02_D1898:284a-1']	da sa kro dha ba lim bi dhi:/	da sa kro dha ba lim bi dhi:/	Daśakrodhabalividhi
['BO_T02_D1898:284a-2']	bod skad du /	bod skad du /	In Tibetan:🔽The Ritual of the Torma of the Ten Wrathful Ones
['BO_T02_D1898:284a-3']	khro bo bcu'i gtor ma'i cho ga / bcom ldan 'das dpal rdo rje sems dpa' la phyag 'tshal lo //	khro bo bcu'i gtor ma'i cho ga / bcom ldan 'das dpal rdo rje sems dpa' la phyag 'tshal lo //	Homage to the Blessed Glorious Vajrasattva.🔽The torma of the ten wrathful ones is as follows:
['BO_T02_D1898:284a-4']	khro bo bcu'i gtor ma ni rang nyid 'jam pa'i rdo rje la sogs pa'i rnal 'byor dang ldan pas cho ga yan lag gsum gyis mdun du bskyed pa'am yang na bkug ste /	khro bo bcu'i gtor ma ni rang nyid 'jam pa'i rdo rje la sogs pa'i rnal 'byor dang ldan pas cho ga yan lag gsum gyis mdun du bskyed pa'am yang na bkug ste /	Endowed with the yoga of oneself as Mañjuvajra and so forth, one generates in front the three-branched ritual or else summons them.
['BO_T02_D1898:284a-5']	skad cig gis mdun du dmigs la h'um las lce rdo rje sbu gu'i rnam par blta bar byas la /	skad cig gis mdun du dmigs la h'um las lce rdo rje sbu gu'i rnam par blta bar byas la /	Instantly visualized in front, one should view the tongue as a vajra tube.
['BO_T02_D1898:284b-0']	aom a'a:ya m'a nta kri ta ai @284b mam ba lim grihna grihna h'um zhes brjod la bdud rtsi sbyar ba'i sbyor bas gtor ma sbyangs te gong gi sngags lan gsum brjod pas gsol bar bsam mo //	aom a'a:ya m'a nta kri ta ai @284b mam ba lim grihna grihna h'um zhes brjod la bdud rtsi sbyar ba'i sbyor bas gtor ma sbyangs te gong gi sngags lan gsum brjod pas gsol bar bsam mo //	Reciting Om Ah Yama Antakriti I am the torma. Graha Graha Hum, one purifies the torma with the application of elixir. Thinking that one offers it by reciting the above mantra three times,
['BO_T02_D1898:284b-1']	de nas me tog la sogs pas mchod de zhabs bsil dang so rtsi byin nas /	de nas me tog la sogs pas mchod de zhabs bsil dang so rtsi byin nas /	one then makes offerings with flowers and so forth, and gives foot-washing water and tooth sticks.
['BO_T02_D1898:284b-2']	dril bu dkrol nas mi bskyod pa ni ye shes chel sogs pa'i bstod pa byas nas yi ge brgya pa brjod la gshegs su gsol lo //	dril bu dkrol nas mi bskyod pa ni ye shes chel sogs pa'i bstod pa byas nas yi ge brgya pa brjod la gshegs su gsol lo //	Ringing the bell, one should request the departure with the praise beginning with “Akshobhya, great wisdom” and reciting the one-hundred-syllable mantra.
['BO_T02_D1898:284b-3']	de bzhin du khro bo bcu ka la yang bya'o //	de bzhin du khro bo bcu ka la yang bya'o //	One should do the same for all ten wrathful ones.
['BO_T02_D1898:284b-4']	yi ge gsum gyi bar du khro bo bcu'i rang rang gi sngags bcug ste /	yi ge gsum gyi bar du khro bo bcu'i rang rang gi sngags bcug ste /	The mantra is the individual mantras of the ten wrathful ones inserted between the three syllables,
['BO_T02_D1898:284b-5']	de'i steng du ai mam ba lim gri hana grihn'a zhes bya ba bsnan pa ni sngags so //	de'i steng du ai mam ba lim gri hana grihn'a zhes bya ba bsnan pa ni sngags so //	and adding “imāṃ baliṃ gṛhṇa gṛhṇa” on top of that.
['BO_T02_D1898:284b-6']	gzhan cho ga thams cad gong dang mthun no //	gzhan cho ga thams cad gong dang mthun no //	All other rituals are the same as above.
['BO_T02_D1898:284b-7']	khro bo bcu'i gtor ma'i cho ga rdzogs so /	khro bo bcu'i gtor ma'i cho ga rdzogs so /	The ritual of the bali offering to the ten wrathful ones is complete.
