segmentnr	original	analyzed	folio	translated
['BO_T10_D4167:175a-0']	@175a # // rgya gar skad du /	@175a # // rgya gar skad du /	175a	In Sanskrit:
['BO_T10_D4167:175a-1']	aashta aaksha na ka th'a /	aashta aaksha na ka th'a /	175a	Aṣṭākṣaṇakathā
['BO_T10_D4167:175a-2']	bod skad du /	bod skad du /	175a	In Tibetan:
['BO_T10_D4167:175a-3']	mi khom pa brgyad kyi gtam /	mi khom pa brgyad kyi gtam /	175a	The Discourse on the Eight Freedoms
['BO_T10_D4167:175a-4']	'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	175a	Homage to youthful Mañjuśrī.
['BO_T10_D4167:175a-5']	'dir bcom ldan 'das kyis gsungs pa'i chos gus par mnyan par bya ste /	'dir bcom ldan 'das kyis gsungs pa'i chos gus par mnyan par bya ste /	175a	Here, one should respectfully listen to the Dharma taught by the Blessed One.
['BO_T10_D4167:175a-6']	phyis ni rjes su rnyed par mi 'gyur ro //	phyis ni rjes su rnyed par mi 'gyur ro //	175a	Later, it will not be easy to find.
['BO_T10_D4167:175a-7']	de ci'i phyir zhe na /	de ci'i phyir zhe na /	175a	Why is that?
['BO_T10_D4167:175a-8']	gang gi tshe 'dir mi khom pa brgyad las grol ba'i mi ni shin tu dkon no //	gang gi tshe 'dir mi khom pa brgyad las grol ba'i mi ni shin tu dkon no //	175a	When one is free from the eight freedoms, a human birth is extremely rare.
['BO_T10_D4167:175a-9']	mi khom pa brgyad po dag gang zhe na 'di lta ste /	mi khom pa brgyad po dag gang zhe na 'di lta ste /	175a	What are the eight freedoms? They are:
['BO_T10_D4167:175a-10']	dmyal ba dang / dud 'gro dang / yi dags dang / mtha' khob tu skyes pa dang / lha tshe ring po dang / dbang po ma tshad ba dang / log par lta ba dang / de bzhi na gshegs pa mi 'byung ba ste /	dmyal ba dang / dud 'gro dang / yi dags dang / mtha' khob tu skyes pa dang / lha tshe ring po dang / dbang po ma tshad ba dang / log par lta ba dang / de bzhi na gshegs pa mi 'byung ba ste /	175a	hell beings, animals, hungry ghosts, birth in the borderlands, long-lived gods, those with incomplete faculties, those with wrong views, and when a Tathāgata has not appeared.
['BO_T10_D4167:175a-11']	de ltar mi khom pa brgyad po 'di dag ldan na /	de ltar mi khom pa brgyad po 'di dag ldan na /	175a	Thus, when one possesses these eight freedoms,
['BO_T10_D4167:175a-12']	mi ma thob pas grol ba'i chos dang ldan par mi 'gyur ro //	mi ma thob pas grol ba'i chos dang ldan par mi 'gyur ro //	175a	one will not attain a human birth and will not possess the Dharma of liberation.
['BO_T10_D4167:175a-13']	de dag ji lta zhe na brjod par bya ste /	de dag ji lta zhe na brjod par bya ste /	175a	How is that? It will be explained.
['BO_T10_D4167:175a-14']	dmyal ba dang / dud 'gro dang / yi dags dang / sha za'i lam la phal cher gnas pas /	dmyal ba dang / dud 'gro dang / yi dags dang / sha za'i lam la phal cher gnas pas /	175a	Because they mostly abide in the paths of hell beings, animals, hungry ghosts, and cannibals,
['BO_T10_D4167:175a-15']	'dir 'ga' zhig mi 'am lhar 'gyur gyi phal cher ni mi 'gyur ro //	'dir 'ga' zhig mi 'am lhar 'gyur gyi phal cher ni mi 'gyur ro //	175a	only a few become humans or gods here.
['BO_T10_D4167:175a-16']	dge ba'i rtsa ba'i tshogs bsags pa ni dkon pa nyid de /	dge ba'i rtsa ba'i tshogs bsags pa ni dkon pa nyid de /	175a	Accumulating the collection of roots of virtue is rare,
['BO_T10_D4167:175a-17']	de 'ga' zhig gi gnya' shing gi bu gar rus sbal gyi mgrin pa chud pa bzhin no //	de 'ga' zhig gi gnya' shing gi bu gar rus sbal gyi mgrin pa chud pa bzhin no //	175a	like the neck of a turtle entering the hole of a yoke.
['BO_T10_D4167:175a-18']	rin po che'i tshogs thams cad kyi gling du gyur pa /	rin po che'i tshogs thams cad kyi gling du gyur pa /	175a	It is an island of all the collections of jewels,
['BO_T10_D4167:175b-0']	bkra mi @175b shis pa'i dri ma thams cad 'khrud pa /	bkra mi @175b shis pa'i dri ma thams cad 'khrud pa /	175b	washing away all the stains of misfortune.
['BO_T10_D4167:175b-1']	dam pa'i chos kyi mthar thug pa /	dam pa'i chos kyi mthar thug pa /	175b	It is the culmination of the true Dharma,
['BO_T10_D4167:175b-2']	bskal pa grangs med par nges par 'byung ba /	bskal pa grangs med par nges par 'byung ba /	175b	the definite emergence from countless eons,
['BO_T10_D4167:175b-3']	sna tshogs pa la mkhas par byas pa /	sna tshogs pa la mkhas par byas pa /	175b	skilled in the various [methods].
['BO_T10_D4167:175b-4']	sangs rgyas nyid kyi go 'phang thob cing des par legs pa ni thob pa mchog tu dka'o //	sangs rgyas nyid kyi go 'phang thob cing des par legs pa ni thob pa mchog tu dka'o //	175b	Attaining the state of buddhahood, the supreme attainment of well-being, is extremely difficult.
['BO_T10_D4167:175b-5']	bdag nyid kyis dge ba mdun du snying por byas te ;	bdag nyid kyis dge ba mdun du snying por byas te ;	175b	Having made one's own virtue essential in the present,
['BO_T10_D4167:175b-6']	mi dge ba'i chos zhe sdang gis skyed pas gnyen po dge ba'i chos gtsor bya'o //	mi dge ba'i chos zhe sdang gis skyed pas gnyen po dge ba'i chos gtsor bya'o //	175b	Therefore, since nonvirtuous phenomena are generated by hatred, one should emphasize the virtuous phenomena that are their antidotes.
['BO_T10_D4167:175b-7']	ri'i chu ltar g-yo ba dang / rlung ltar mi gnas pa dang / k'a shi'i me tog ltar 'thor zhing /	ri'i chu ltar g-yo ba dang / rlung ltar mi gnas pa dang / k'a shi'i me tog ltar 'thor zhing /	175b	People are fickle like mountain streams, inconstant like the wind, unstable like kaśa flowers,🔽and as changeable as autumn clouds, lightning, the dawn, water drops on lotus leaves, the city of the gandharvas, or the mind of a young woman.
['BO_T10_D4167:175b-8']	g-yo ba dang / ston ka'i sprin dang / glog dang / tho rangs kyi mar me dang / padma'i 'dab ma'i chu thigs dang ; dri za'i grong khyer dang / dar la bab pa'i sems ltar g-yo bas mi rnams la yid brtan par mi bya'o //	g-yo ba dang / ston ka'i sprin dang / glog dang / tho rangs kyi mar me dang / padma'i 'dab ma'i chu thigs dang ; dri za'i grong khyer dang / dar la bab pa'i sems ltar g-yo bas mi rnams la yid brtan par mi bya'o //	175b	Therefore, one should not trust people.
['BO_T10_D4167:175b-9']	de bas na 'di ltar bsgrub par bya ste /	de bas na 'di ltar bsgrub par bya ste /	175b	One should practice as follows:
['BO_T10_D4167:175b-10']	me'i nang du zhugs pa ltar bdag legs so 'dod pas myur du nges par skyabs su 'gro bar bya'o //	me'i nang du zhugs pa ltar bdag legs so 'dod pas myur du nges par skyabs su 'gro bar bya'o //	175b	“Just as one would quickly seek refuge when entering a fire, so one who desires one’s own welfare should quickly seek refuge.”
['BO_T10_D4167:175b-11']	de ci'i phyir zhe na /	de ci'i phyir zhe na /	175b	And why?
['BO_T10_D4167:175b-12']	'di ltar gnas skabs thams cad du dge ba'i bshes gnyen du ma rnyed pa ni dkon no //	'di ltar gnas skabs thams cad du dge ba'i bshes gnyen du ma rnyed pa ni dkon no //	175b	Because it is rare to find a spiritual teacher at all times.
['BO_T10_D4167:175b-13']	gang gi tshe yang sos dang / thig nag dang / bsdus 'joms dang / ngu 'bod dang / ngu 'bod chen po dang / tsha ba dang / rab tu tsha ba dang / mnar med pa'i sems can dmyal ba chen po 'di rnams su skyes shing 'khrugs pas skyur zhing 'don pa dang /	gang gi tshe yang sos dang / thig nag dang / bsdus 'joms dang / ngu 'bod dang / ngu 'bod chen po dang / tsha ba dang / rab tu tsha ba dang / mnar med pa'i sems can dmyal ba chen po 'di rnams su skyes shing 'khrugs pas skyur zhing 'don pa dang /	175b	When they are born in the great hells of Reviving, Black Line, Crushing, Howling, Great Howling, Heat, Intense Heat, and Ultimate Torment, they are agitated, vomited out,
['BO_T10_D4167:175b-14']	rdeg pa dang / sreg pa dang / 'ched pa dang / 'don cing gtub pa dang / za ba dang / gsod pa dang / 'ching ba dang / ngu zhing nga ro 'don pas smre zhing sdug bsngal sna tshogs shing sdug bsngal du mar bying ste /	rdeg pa dang / sreg pa dang / 'ched pa dang / 'don cing gtub pa dang / za ba dang / gsod pa dang / 'ching ba dang / ngu zhing nga ro 'don pas smre zhing sdug bsngal sna tshogs shing sdug bsngal du mar bying ste /	175b	beaten, burned, stretched out, cut up, eaten, killed, bound, and wail and cry out in pain. They sink into various kinds of suffering and many kinds of misery.
