segmentnr	original	analyzed	folio	translated
['BO_K12_D0442-0443_H0416:470b-13', 'BO_K12_D0442-0443_H0416:470b-14']	sangs rgyas thams cad byin gyis rlob //🔽'di ni sangs rgyas thams cad kyi //	sangs rgyas thams cad byin gyis rlob // 'di ni sangs rgyas thams cad kyi //	470b	All buddhas will bless you.🔽This is the secret body
['BO_K12_D0442-0443_H0416:470b-15']	gsang ba'i sku ste skyon med pa'o //	gsang ba'i sku ste skyon med pa'o //	470b	Of all buddhas, free of faults.
['BO_K12_D0442-0443_H0416:470b-16']	nad thams cad med par byed pa rdo rje 'byung ba zhes bya ba'i ting nge 'dzin to //	nad thams cad med par byed pa rdo rje 'byung ba zhes bya ba'i ting nge 'dzin to //	470b	The samadhi called “Arising Vajra, Destroyer of All Diseases.”
['BO_K12_D0442-0443_H0416:470b-17']	bsam nas las byung dam bcas pas //	bsam nas las byung dam bcas pas //	470b	Having contemplated, one should make a commitment
['BO_K12_D0442-0443_H0416:470b-18']	gnas gang du ni yang dag spyad //	gnas gang du ni yang dag spyad //	470b	And practice in any place.
['BO_K12_D0442-0443_H0416:470b-19']	bsam gtan sbyor ba 'di yis ni //	bsam gtan sbyor ba 'di yis ni //	470b	By this yoga of meditation,
['BO_K12_D0442-0443_H0416:470b-20']	gnas na sangs rgyas byin gyis rlob //	gnas na sangs rgyas byin gyis rlob //	470b	The buddhas will bless one who abides.
['BO_K12_D0442-0443_H0416:470b-21']	rdo rje bdud rtsi rgyal po che //	rdo rje bdud rtsi rgyal po che //	470b	The great king Vajramrita,
['BO_K12_D0442-0443_H0416:470b-22']	rdo rje phur bu rab tu bsgom //	rdo rje phur bu rab tu bsgom //	470b	Should meditate on Vajrakila.
['BO_K12_D0442-0443_H0416:470b-23']	me stag 'bar ba 'dra ba yis //	me stag 'bar ba 'dra ba yis //	470b	Like a blazing spark,
['BO_K12_D0442-0443_H0416:470b-24']	phyogs bcu'i dkyil 'khor gdab par bya //	phyogs bcu'i dkyil 'khor gdab par bya //	470b	One should strike the maṇḍala of the ten directions.
