segmentnr	original	analyzed	folio	translated
['BO_T02_D2042:141b-0']	@141b # // byin gyis brlab pa'i rim pa /	@141b # // byin gyis brlab pa'i rim pa /	141b	The Stages of Consecration
['BO_T02_D2042:141b-1']	dpal gshin rje gshed la phyag 'tshal lo //	dpal gshin rje gshed la phyag 'tshal lo //	141b	Homage to glorious Yamantaka.
['BO_T02_D2042:141b-2']	mkhas pas ri dang dur khrod du ;	mkhas pas ri dang dur khrod du ;	141b	In a mountain or charnel ground,🔽the wise one should perform the two stages,
['BO_T02_D2042:141b-3']	/ rim pa gnyis dang bzlas pa dang // mdun bskyed mchod dang gtor ma sogs //	/ rim pa gnyis dang bzlas pa dang // mdun bskyed mchod dang gtor ma sogs //	141b	the recitation, the offerings to the front visualization, the bali offering, and so forth.
['BO_T02_D2042:141b-4']	phul la bla ma las lung nod //	phul la bla ma las lung nod //	141b	Having offered, receive the oral transmission from the guru.
['BO_T02_D2042:141b-5']	rang nyid dpal ldan dmar po'i sku //	rang nyid dpal ldan dmar po'i sku //	141b	One's own body is the glorious red form,
['BO_T02_D2042:141b-6', 'BO_T02_D2042:141b-7']	gong bu nyid du gsal ba yi //🔽n+ya gro dha yi sdong po ni //	gong bu nyid du gsal ba yi // n+ya gro dha yi sdong po ni //	141b	clearly visualized as a sphere.🔽At the top of the trunk of a nyagrodha tree
['BO_T02_D2042:141b-8', 'BO_T02_D2042:141b-9']	brgya byin gnas su sleb pa'i rtser //🔽bla ma lhar blta dbu ma yi //	brgya byin gnas su sleb pa'i rtser // bla ma lhar blta dbu ma yi //	141b	that reaches the abode of Indra,
['BO_T02_D2042:141b-10']	sgo ni rab tu dbye bar bya //	sgo ni rab tu dbye bar bya //	141b	the guru is visualized as the deity, and the door of the central channel🔽is opened.
['BO_T02_D2042:141b-11']	snying gnas h'um ni skar mda' bzhin //	snying gnas h'um ni skar mda' bzhin //	141b	The hum at the heart center, like a shooting star,
['BO_T02_D2042:141b-12']	steng gi sgo nas rab 'phangs te //	steng gi sgo nas rab 'phangs te //	141b	is expelled through the upper door.
['BO_T02_D2042:141b-13']	rdo rje gsum dang dbyer med de //	rdo rje gsum dang dbyer med de //	141b	It is inseparable from the three vajras.
['BO_T02_D2042:141b-14']	bsre ba gsum ni dran byas nas //	bsre ba gsum ni dran byas nas //	141b	Having recalled the three mixings,
['BO_T02_D2042:141b-15']	spros med nyid la sems gzhag bya //	spros med nyid la sems gzhag bya //	141b	the mind should be placed in nonconceptuality.
['BO_T02_D2042:141b-16']	ye shes chen pos byin rlob 'gyur //	ye shes chen pos byin rlob 'gyur //	141b	One will be consecrated by great wisdom.
['BO_T02_D2042:141b-17']	'pho ba'i byin gyis brlab pa'i rim pa bcom ldan 'das kyis dngos su byin gyis brlabs pa dpal 'dzin chen pos mdzad pa rdzogs so /	'pho ba'i byin gyis brlab pa'i rim pa bcom ldan 'das kyis dngos su byin gyis brlabs pa dpal 'dzin chen pos mdzad pa rdzogs so /	141b	The stages of the blessing of transference, blessed in person by the Bhagavān, composed by the great Śrīdhara, is complete.
['BO_T02_D2042:141b-18']	// / bla ma shar phyogs pa chen po darban a'a ts'arya dang / glo bo lo ts'a ba dge slong pradzny'a ratna sa sku mkhar nyi zungs su bsgyur ba'o /	// / bla ma shar phyogs pa chen po darban a'a ts'arya dang / glo bo lo ts'a ba dge slong pradzny'a ratna sa sku mkhar nyi zungs su bsgyur ba'o /	141b	The great guru of the east, Dīpaṃkāra Acyuta, and the translator from Golok, the monk Prajñāratna, translated this at Kukhanyisung.
