segmentnr	original	analyzed	folio	translated
['BO_T17_O2MS163914CZ189498:0', 'BO_T17_O2MS163914CZ189498:1']	@ga_@#/_/sangs rgyas 'byung ba zhes bya ba/🔽ra  sangs rgyas 'byung ba zhes bya ba yod/_dpal 'khor lo bde mchog gi mchog	@ga_@#/_/sangs rgyas 'byung ba zhes bya ba/ ra  sangs rgyas 'byung ba zhes bya ba yod/_dpal 'khor lo bde mchog gi mchog	0	The One Called the Appearance of the Buddha
['BO_T17_O2MS163914CZ189498:2']	pa'i cho ga kun bzangs mchod sprin zhes bya ba bzhugs so//_@##/_/rgya gar skad du/	pa'i cho ga kun bzangs mchod sprin zhes bya ba bzhugs so//_@##/_/rgya gar skad du/	2	The Cloud of Offerings, the Excellent Ritual of the Glorious Cakrasaṃvara🔽In the language of India:🔽Buddhayāna-nāma
['BO_T17_O2MS163914CZ189498:3']	bud da ya na ma/_bod skad du/_sangs rgyas 'byung ba zhes bya ba/_dpal rdo rje	bud da ya na ma/_bod skad du/_sangs rgyas 'byung ba zhes bya ba/_dpal rdo rje	3	In the Tibetan language:🔽The Appearance of the Buddha🔽Homage to the glorious Vajrasattva!
['BO_T17_O2MS163914CZ189498:4']	sems dpa' la phyag 'tshhal lo/_/'gro ba zung 'jug lhan cig gnyis med pa/_/phung	sems dpa' la phyag 'tshhal lo/_/'gro ba zung 'jug lhan cig gnyis med pa/_/phung	4	The non-dual union of migrating beings,🔽The aggregates, elements, and sense bases, or the expanse of phenomena free from elaborations,
['BO_T17_O2MS163914CZ189498:5']	khams skye mched dam chos kyi dbyings spros pa rnam par dbang po'i la dpal lo i pa'i phyag byas nas/_/	khams skye mched dam chos kyi dbyings spros pa rnam par dbang po'i la dpal lo i pa'i phyag byas nas/_/	5	Having paid homage to the glorious one,🔽I, Luipa, will express
['BO_T17_O2MS163914CZ189498:6']	gang las lam gyi mchog sangs rgyas nyid 'byung ba/_/de ni lu i ba bdag gis brjod	gang las lam gyi mchog sangs rgyas nyid 'byung ba/_/de ni lu i ba bdag gis brjod	6	That from which the supreme path, buddhahood itself, arises.🔽Untouched by all conceptual elaborations,
['BO_T17_O2MS163914CZ189498:7']	par bya/_/spros pa'i bsam pa kun gyis ma reg pa/_/mnyam par rtag tu ye shes bzhag	par bya/_/spros pa'i bsam pa kun gyis ma reg pa/_/mnyam par rtag tu ye shes bzhag	7	The wisdom of equality is always present.
['BO_T17_O2MS163914CZ189498:8']	pa'i ye shes gang gis go 'phangs shar zin par gyur pa/_/phung po khams skye mched sogs dang bral ba/_/nyon mongs pas gos pa med cing rnam par rtog pa'i rnyog pa med/_/rang dang gzhan du gdod nas lhan skyes su shad 'di kun/_/de kho na nyid kyi rang bzhin las ming tsham	pa'i ye shes gang gis go 'phangs shar zin par gyur pa/_/phung po khams skye mched sogs dang bral ba/_/nyon mongs pas gos pa med cing rnam par rtog pa'i rnyog pa med/_/rang dang gzhan du gdod nas lhan skyes su shad 'di kun/_/de kho na nyid kyi rang bzhin las ming tsham	8	All of these are primordially connate with self and other.🔽They are not even names or words in the nature of suchness.
['BO_T17_O2MS163914CZ189498:9']	blta tsham du'o/_/bsam de phyir stong nyid dang snying rje ste bde stong gnyis su med pa'i ye shes 'di nyid//	blta tsham du'o/_/bsam de phyir stong nyid dang snying rje ste bde stong gnyis su med pa'i ye shes 'di nyid//	9	Therefore, this pristine consciousness of nondual bliss and emptiness, emptiness and compassion,🔽is not to be expressed.
['BO_T17_O2MS163914CZ189498:10']	brjod par dag gis bya min ma skyes pa nam mkha'i rnam kun mchog ldan gyi stong nyid dpal lhan cig skyes	brjod par dag gis bya min ma skyes pa nam mkha'i rnam kun mchog ldan gyi stong nyid dpal lhan cig skyes	10	The emptiness endowed with the supreme of all aspects, the unborn space, is the glorious connate joy🔽that is experienced.
