segmentnr	original	analyzed	folio	translated
['BO_K12_D0660=D0997-2_H0630-2:173a-0']	@173a rgya gar skad du /	@173a rgya gar skad du /	173a	In Sanskrit:
['BO_K12_D0660=D0997-2_H0630-2:173a-1']	gra ha m'a tri ka n'a ma dha ra n'i /	gra ha m'a tri ka n'a ma dha ra n'i /	173a	Grahamatrika-nama-dharani
['BO_K12_D0660=D0997-2_H0630-2:173a-2']	bod skad du; gza' rnams kyi yum zhes bya ba'i gzungs /	bod skad du; gza' rnams kyi yum zhes bya ba'i gzungs /	173a	In Tibetan: The Dhāraṇī Called The Mother of the Planets
['BO_K12_D0660=D0997-2_H0630-2:173a-3']	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	173a	Homage to all the buddhas and bodhisattvas.
['BO_K12_D0660=D0997-2_H0630-2:173a-4']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	173a	Thus have I heard at one time:
['BO_K12_D0660=D0997-2_H0630-2:173a-5']	bcom ldan 'das 'brog gnas kyi grong khyer na lha dang / klu dang / gnod sbyin dang / srin po dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po dang / bdud dang /	bcom ldan 'das 'brog gnas kyi grong khyer na lha dang / klu dang / gnod sbyin dang / srin po dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po dang / bdud dang /	173a	The Blessed One was in the city of Aḍakavatī, praised by many gods, nāgas, yakṣas, rākṣasas, gandharvas, asuras, garuḍas, kinnaras, mahoragas, māras,
['BO_K12_D0660=D0997-2_H0630-2:173a-6']	nyi ma dang / zla ba dang / mig dmar dang / pa ba sangs dang / phur bu dang / gza' lhag pa dang / spen pa dang / sgra gcan dang / mjug ring dang / rgyu skar nyi shu rtsa brgyad la sogs te mang po rnams kyis bstod cing /	nyi ma dang / zla ba dang / mig dmar dang / pa ba sangs dang / phur bu dang / gza' lhag pa dang / spen pa dang / sgra gcan dang / mjug ring dang / rgyu skar nyi shu rtsa brgyad la sogs te mang po rnams kyis bstod cing /	173a	the sun, moon, Mars, Mercury, Jupiter, Venus, Saturn, Rāhu, Ketu, the twenty-eight lunar mansions, and so forth.
['BO_K12_D0660=D0997-2_H0630-2:173a-7', 'BO_K12_D0660=D0997-2_H0630-2:173b-0']	rdo rje chen po'i dam tshig gi byin gyi rlabs kyis brgyan pa'i seng+ge'i khri la bzhugs so //🔽byang chub sems dpa' du ma dang thabs cig @173b ste; 'di ltar byang chub sems dpa' sems dpa' chen po lag na rdo rje dang / byang chub sems dpa' sems chen po rdo rje gtum po dang / byang chub sems dpa' sems dpa' chen po rdo rje'i sde dang /	rdo rje chen po'i dam tshig gi byin gyi rlabs kyis brgyan pa'i seng+ge'i khri la bzhugs so // byang chub sems dpa' du ma dang thabs cig @173b ste; 'di ltar byang chub sems dpa' sems dpa' chen po lag na rdo rje dang / byang chub sems dpa' sems chen po rdo rje gtum po dang / byang chub sems dpa' sems dpa' chen po rdo rje'i sde dang /	173a	He was seated on a lion throne adorned with the blessings of the great vajra samaya.🔽He was together with many bodhisattvas, namely the bodhisattva mahāsattva Vajrapāṇi, the bodhisattva mahāsattva Vajra Caṇḍa, the bodhisattva mahāsattva Vajrasena,
['BO_K12_D0660=D0997-2_H0630-2:173b-1']	byang chub sems dpa' sems dpa' chen po rdo rje gzhu can dang / byang chub sems dpa' sems dpa' chen po rdo rje'i bdag po dang / byang chub sems dpa' sems dpa' chen po rdo rje'i rgyan dang / byang chub sems dpa' sems dpa' chen po rdo rje'i 'od dang /	byang chub sems dpa' sems dpa' chen po rdo rje gzhu can dang / byang chub sems dpa' sems dpa' chen po rdo rje'i bdag po dang / byang chub sems dpa' sems dpa' chen po rdo rje'i rgyan dang / byang chub sems dpa' sems dpa' chen po rdo rje'i 'od dang /	173b	the bodhisattva mahāsattva Vajradhanu, the bodhisattva mahāsattva Vajrādhipa, the bodhisattva mahāsattva Vajrābharaṇa, the bodhisattva mahāsattva Vajraprabha,
['BO_K12_D0660=D0997-2_H0630-2:173b-2', 'BO_K12_D0660=D0997-2_H0630-2:173b-3']	byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug dang / byang chub sems dpa' sems dpa' chen po kun tu gzigs dang / byang chub sems dpa' sems dpa' chen po 'jig rten dpal dang / byang chub sems dpa' sems dpa' chen po padma'i tog dang /🔽byang chub sems dpa' sems dpa' chen po zhal ras rgyas pa dang / byang chub sems dpa' sems dpa' chen po padma'i snying po dang / byang chub sems dpa' sems dpa' chen po padma'i spyan dang / byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa dang /	byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug dang / byang chub sems dpa' sems dpa' chen po kun tu gzigs dang / byang chub sems dpa' sems dpa' chen po 'jig rten dpal dang / byang chub sems dpa' sems dpa' chen po padma'i tog dang / byang chub sems dpa' sems dpa' chen po zhal ras rgyas pa dang / byang chub sems dpa' sems dpa' chen po padma'i snying po dang / byang chub sems dpa' sems dpa' chen po padma'i spyan dang / byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa dang /	173b	the bodhisattva mahāsattva Avalokiteśvara, the bodhisattva mahāsattva Samantabhadra, the bodhisattva mahāsattva Lokaprabha, the bodhisattva mahāsattva Padmaketu,🔽the bodhisattva mahāsattva Pūrṇamukha, the bodhisattva mahāsattva Padmagarbha, the bodhisattva mahāsattva Padma­netra, and the bodhisattva mahāsattva Mañjuśrī Kumārabhūta,
