segmentnr	original	analyzed	folio	translated
['BO_K01_D0007B-2_H0008-2:345a-25']	mi klog pa gang zhe na /	mi klog pa gang zhe na /	345a	What is not reading?
['BO_K01_D0007B-2_H0008-2:345a-26']	gnas gang na so sor thar pa'i mdo klog pa'i dge slong gis so sor thar pa'i mdo mi klog na /	gnas gang na so sor thar pa'i mdo klog pa'i dge slong gis so sor thar pa'i mdo mi klog na /	345a	If a monk who is reading the Prātimokṣa Sūtra in a certain place does not read the Prātimokṣa Sūtra,
['BO_K01_D0007B-2_H0008-2:345a-27']	de'i rjes nas slob pa gzhan gyis bklag par bya'o //	de'i rjes nas slob pa gzhan gyis bklag par bya'o //	345a	then another monk in training should read it after him.
['BO_K01_D0007B-2_H0008-2:345a-28']	des kyang ma bklags la mi sbobs na /	des kyang ma bklags la mi sbobs na /	345a	If he also does not read it and is not confident,
['BO_K01_D0007B-2_H0008-2:345a-29']	de'i yang rjes nas slob pa gzhan gyis lhogs shig /	de'i yang rjes nas slob pa gzhan gyis lhogs shig /	345a	then another monk in training should read it after him.
['BO_K01_D0007B-2_H0008-2:345a-30']	des kyang mi nus la ma spobs te /	des kyang mi nus la ma spobs te /	345a	If he also is not able and is not confident,
['BO_K01_D0007B-2_H0008-2:345b-0']	de bzhin du rjes nas slob pa'i @345b mthar phyin gyi bar du gang gis kyang spobs pa med na /	de bzhin du rjes nas slob pa'i @345b mthar phyin gyi bar du gang gis kyang spobs pa med na /	345b	and so on, up to the end of the training, and no one is confident,
['BO_K01_D0007B-2_H0008-2:345b-1']	de ma bklags pa zhes bya'o //	de ma bklags pa zhes bya'o //	345b	then it is called not reading.
['BO_K01_D0007B-2_H0008-2:345b-2']	byin gyis rlob pa gang zhe na /	byin gyis rlob pa gang zhe na /	345b	What is consecration?
['BO_K01_D0007B-2_H0008-2:345b-3']	dge slong gang gnas na gcig pu 'dug na /	dge slong gang gnas na gcig pu 'dug na /	345b	If a monk is staying alone in a place,
['BO_K01_D0007B-2_H0008-2:345b-4']	des bco lnga'i gso sbyong de nyid du sngar langs te mchod rten dang / khang par phyag dar bya /	des bco lnga'i gso sbyong de nyid du sngar langs te mchod rten dang / khang par phyag dar bya /	345b	then on that very fifteenth day of the poṣadha, he should get up early, sweep the stūpa and the shrine,
['BO_K01_D0007B-2_H0008-2:345b-5']	khyams kyang phyag dar bya /	khyams kyang phyag dar bya /	345b	sweep the courtyard,
['BO_K01_D0007B-2_H0008-2:345b-6']	gso sbyong gi gnas kyang phyar dar bya la /	gso sbyong gi gnas kyang phyar dar bya la /	345b	and sweep the place for the poṣadha.
['BO_K01_D0007B-2_H0008-2:345b-7']	shin tu gsang ba'i ba lang gi lci bas 'jam por byugs te dus su rim bzhin du stan rnams bting la chu gtsang ma'i ril ba rnams dang / bshang sa'i ril pa'ang chus dgang bar bya /	shin tu gsang ba'i ba lang gi lci bas 'jam por byugs te dus su rim bzhin du stan rnams bting la chu gtsang ma'i ril ba rnams dang / bshang sa'i ril pa'ang chus dgang bar bya /	345b	He should smear it with very fragrant cow dung and arrange the seats in order. He should set out water pots for drinking and for washing,
['BO_K01_D0007B-2_H0008-2:345b-8']	me'ang nye bar gzhag par bya /	me'ang nye bar gzhag par bya /	345b	and also set out a fire.
['BO_K01_D0007B-2_H0008-2:345b-9']	me mar dang / me mar gyi rkong bu dang / me mar gyi sdong bu dang / lag gi tshul shing yang nye bar gzhag par bya ste /	me mar dang / me mar gyi rkong bu dang / me mar gyi sdong bu dang / lag gi tshul shing yang nye bar gzhag par bya ste /	345b	He should also set out lamps, oil for the lamps, lamp wicks, and a stick for lighting the lamps.
['BO_K01_D0007B-2_H0008-2:345b-10']	gal te gso sbyong ma byas pa'i dge slong dag 'ongs na /	gal te gso sbyong ma byas pa'i dge slong dag 'ongs na /	345b	If monks who have not participated in the poṣadha ceremony come,
['BO_K01_D0007B-2_H0008-2:345b-11']	de dang lhan cig tu gso sbyong bya zhing so sor thar pa'i mdo klog pa'ang bsgrag par bya'o //	de dang lhan cig tu gso sbyong bya zhing so sor thar pa'i mdo klog pa'ang bsgrag par bya'o //	345b	he should do the poṣadha together with them and recite the Prātimokṣa Sūtra.
['BO_K01_D0007B-2_H0008-2:345b-12']	gal te ma 'ongs nas phyogs mtho bar der 'dzegs te /	gal te ma 'ongs nas phyogs mtho bar der 'dzegs te /	345b	If they do not come, he should climb up to a high place.
