segmentnr	original	analyzed	folio	translated
['BO_T02_D1182:268b-15']	zhes pa ni lhan cig skyes pa'i rang bzhin rdo rje 'chang chen po zhes pa'i don to //	zhes pa ni lhan cig skyes pa'i rang bzhin rdo rje 'chang chen po zhes pa'i don to //	268b	This is the meaning of the term “great Vajradhara of the innate nature.🔽”
['BO_T02_D1182:268b-16']	gzhan med bdag med ces pa la /	gzhan med bdag med ces pa la /	268b	“Without other, without self” means
['BO_T02_D1182:268b-17']	gzhan ni shes rab bo //	gzhan ni shes rab bo //	268b	that the other is wisdom,
['BO_T02_D1182:268b-18']	bdag ni thabs te de dag med pa'o //	bdag ni thabs te de dag med pa'o //	268b	and the self is means, and they are absent.
['BO_T02_D1182:268b-19']	yang na gzhan ni gzung ba'o //	yang na gzhan ni gzung ba'o //	268b	Or else, the other is the object,
['BO_T02_D1182:268b-20']	bdag ni 'dzin pa ste de dag med pa'o //	bdag ni 'dzin pa ste de dag med pa'o //	268b	and the self is the subject, and they are absent.
['BO_T02_D1182:268b-21']	'dir yang der zhes pas bsgre bar bya'o //	'dir yang der zhes pas bsgre bar bya'o //	268b	Here also, the word “there” is to be supplied.
['BO_T02_D1182:268b-22']	gang du thog ma dang tha mal sogs par mi dmigs pa de ni lhan cig skyes pa'i ye shes yin zhes dgongs so //	gang du thog ma dang tha mal sogs par mi dmigs pa de ni lhan cig skyes pa'i ye shes yin zhes dgongs so //	268b	Where the beginning, the end, and so forth are not perceived, that is the innate pristine awareness, is the idea.
['BO_T02_D1182:268b-23']	ji lta bu zhe na /	ji lta bu zhe na /	268b	What is it like?🔽It is said:
['BO_T02_D1182:268b-24']	gsungs pa // rang gi g-yas dang lag gzhan zhes bya ba la sogs pa la /	gsungs pa // rang gi g-yas dang lag gzhan zhes bya ba la sogs pa la /	268b	“One’s own right hand and the other hand, etc.”
['BO_T02_D1182:268b-25']	g-yas pa ni shin tu bzang ba ste /	g-yas pa ni shin tu bzang ba ste /	268b	The right hand is very good.
['BO_T02_D1182:268b-26']	rang gi g-yas bzang po /	rang gi g-yas bzang po /	268b	One’s own right hand is good.
