segmentnr	original	analyzed	translated
['BO_T02_D3701:335a-0']	@335a * // nor rgyun ma'i mtshan brgya rtsa brgyad bzhugs//	@335a * // nor rgyun ma'i mtshan brgya rtsa brgyad bzhugs//	The One Hundred and Eight Names of Vasudharā
['BO_T02_D3701:335a-1']	# // 'phags ma nor rgyun ma la phyag 'tshal lo //	# // 'phags ma nor rgyun ma la phyag 'tshal lo //	Homage to the noble Vasudharā!
['BO_T02_D3701:335a-2']	gzugs bzang gzugs mdzes mchog ster ma //	gzugs bzang gzugs mdzes mchog ster ma //	You are the bestower of the supreme beautiful form,
['BO_T02_D3701:335a-3']	nor 'dzin byed ma nor rgyun ma //	nor 'dzin byed ma nor rgyun ma //	The holder of wealth, the stream of wealth,
['BO_T02_D3701:335a-4']	nor dpal dpal mdzad mchog gyur ma //	nor dpal dpal mdzad mchog gyur ma //	The glory of wealth, the creator of glory, the supreme one,
['BO_T02_D3701:335a-5']	'dzin ma 'dzin byed skyong byed ma //	'dzin ma 'dzin byed skyong byed ma //	The holder, the holder of wealth, the protector,
['BO_T02_D3701:335a-6']	skyabs gyur gus la mnyes gshin pa //	skyabs gyur gus la mnyes gshin pa //	The refuge, the one who delights in devotion,
['BO_T02_D3701:335a-7']	lha mo shes rab pha rol phyin //	lha mo shes rab pha rol phyin //	The goddess of the perfection of wisdom,
['BO_T02_D3701:335a-8']	shes rab dpal dang blo 'phel ma //	shes rab dpal dang blo 'phel ma //	The glory of wisdom, the increaser of intellect,
['BO_T02_D3701:335a-9']	rig 'dzin zhi ba phra mo ste //	rig 'dzin zhi ba phra mo ste //	The vidyādhara, the peaceful, the subtle one,
['BO_T02_D3701:335a-10']	zhi ba kun 'gro rjes 'gro ma //	zhi ba kun 'gro rjes 'gro ma //	The peaceful, the all-pervading, the follower,
['BO_T02_D3701:335a-11']	sgrol ma sgrol 'jug lha mo ste //	sgrol ma sgrol 'jug lha mo ste //	The goddess Tārā, the one who liberates and engages,
['BO_T02_D3701:335a-12']	rigs sbyin dbang phyug dbang phyug ma //	rigs sbyin dbang phyug dbang phyug ma //	The bestower of families, the powerful, the powerful one,
['BO_T02_D3701:335a-13']	rgyan ma 'byung po'i yum gyur ma //	rgyan ma 'byung po'i yum gyur ma //	The ornament, the mother of spirits,
['BO_T02_D3701:335a-14']	rgyan rnams kun gyis brgyan byed ma //	rgyan rnams kun gyis brgyan byed ma //	The one who adorns with all ornaments,
['BO_T02_D3701:335a-15']	gdul dka' sgrub mdzad 'jigs byed ma //	gdul dka' sgrub mdzad 'jigs byed ma //	The one who accomplishes the difficult to tame, the terrifying one,
