segmentnr	original	analyzed	folio	translated
['BO_T02_D2792:156a-0']	@156a * // dpal 'jig rten mgon po dug thams cad 'joms pa la phyag 'tshal lo //	@156a * // dpal 'jig rten mgon po dug thams cad 'joms pa la phyag 'tshal lo //	156a	Homage to the glorious Lokanātha, the destroyer of all poisons.
['BO_T02_D2792:156a-1']	dpal ldan rdo rje can gyis slob ma'i snying gi dug sbyang ba //	dpal ldan rdo rje can gyis slob ma'i snying gi dug sbyang ba //	156a	The glorious Vajra Holder purifies the poison in the heart of the disciple.🔽The eternal supreme protector of the three worlds,
['BO_T02_D2792:156a-2']	'jig rten gsum mgon rtag pa mchog / rtag tu mnyam par gzhag par bya //	'jig rten gsum mgon rtag pa mchog / rtag tu mnyam par gzhag par bya //	156a	always remain in equipoise.
['BO_T02_D2792:156a-3']	lnga phud rgyal pa rnam lnga bdag / spyan ras gzigs dpal sngar byas na //	lnga phud rgyal pa rnam lnga bdag / spyan ras gzigs dpal sngar byas na //	156a	Having previously made the five-part offering to the five victorious ones,
['BO_T02_D2792:156a-4']	rdo rje slob dpon rdo rje che //	rdo rje slob dpon rdo rje che //	156a	the vajra master, the great vajra,
['BO_T02_D2792:156a-5']	rnam dag rdo rje 'bar ba'i dbus //	rnam dag rdo rje 'bar ba'i dbus //	156a	in the center of the pure blazing vajra,
['BO_T02_D2792:156a-6']	legs gzhag shin tu dangs pa yis //	legs gzhag shin tu dangs pa yis //	156a	well-placed, extremely clear,
['BO_T02_D2792:156a-7']	mchod pa kun gyis rab tu mchod //	mchod pa kun gyis rab tu mchod //	156a	is worshipped with all offerings.
['BO_T02_D2792:156a-8']	de'i mthar yi ge bzhis brgyan pa //	de'i mthar yi ge bzhis brgyan pa //	156a	At the end of that, adorned with the four syllables,
['BO_T02_D2792:156a-9']	thabs dang shes rab 'od zer 'phros //	thabs dang shes rab 'od zer 'phros //	156a	the light rays of method and wisdom
['BO_T02_D2792:156a-10']	snying gi mun pa sel mdzad ni //	snying gi mun pa sel mdzad ni //	156a	remove the darkness of the heart.
['BO_T02_D2792:156a-11']	dran pa'i rgyas gdab mkhas pas bsgom //	dran pa'i rgyas gdab mkhas pas bsgom //	156a	The wise one meditates on the seal of mindfulness.🔽The fire of wisdom, blown by the wind of great compassion,
['BO_T02_D2792:156a-12', 'BO_T02_D2792:156a-13']	skye bo thibs po thams cad la //🔽brtse chen rlung bskyod ye shes me //	skye bo thibs po thams cad la // brtse chen rlung bskyod ye shes me //	156a	over all the dense masses of beings,
['BO_T02_D2792:156a-14']	aa phreng sogs bcas phyogs kun du //	aa phreng sogs bcas phyogs kun du //	156a	the garland of A's and so forth, in all directions,
['BO_T02_D2792:156a-15']	spro zhing bsdu bas don gnyis bsgrub //	spro zhing bsdu bas don gnyis bsgrub //	156a	accomplishing the two purposes through emanation and absorption.
['BO_T02_D2792:156a-16']	de 'og rdo rje 'dzin pa yi //	de 'og rdo rje 'dzin pa yi //	156a	Then, in the heart of the vajra-holder,
['BO_T02_D2792:156a-17']	thugs kar 'od zer gsum rim gyis //	thugs kar 'od zer gsum rim gyis //	156a	the three light rays in sequence
['BO_T02_D2792:156a-18']	ye shes mkha' 'gro bkug nas ni //	ye shes mkha' 'gro bkug nas ni //	156a	summon the wisdom dakini,
['BO_T02_D2792:156a-19']	gsang sngags 'gog pas bzlas par bya //	gsang sngags 'gog pas bzlas par bya //	156a	and one should recite with the mantra stop.
['BO_T02_D2792:156a-20']	sngags las skyes dang sku las skyes //	sngags las skyes dang sku las skyes //	156a	Born from the mantra, born from the body,
['BO_T02_D2792:156a-21']	'od zer las skyes aa phreng gis //	'od zer las skyes aa phreng gis //	156a	born from the light rays, the garland of A's
['BO_T02_D2792:156a-22']	ji srid slob dpon sku gang pa //	ji srid slob dpon sku gang pa //	156a	as long as the master's body is filled,
['BO_T02_D2792:156a-23']	de srid ma yengs brtson par bya //	de srid ma yengs brtson par bya //	156a	for that long one should strive without distraction.
['BO_T02_D2792:156a-24']	nam zhig snyid la dga' bas khyab //	nam zhig snyid la dga' bas khyab //	156a	When one is pervaded by the joy of the heart,
['BO_T02_D2792:156a-25']	ba spu gyen 'gro mchi ma g-yo //	ba spu gyen 'gro mchi ma g-yo //	156a	the body hair stands on end and tears flow.
['BO_T02_D2792:156a-26']	sems la ting 'dzin rang byung ba //	sems la ting 'dzin rang byung ba //	156a	The samadhi of the mind arises by itself
['BO_T02_D2792:156a-27']	de nas bdag lus kun khyab bya //	de nas bdag lus kun khyab bya //	156a	and then pervades the entire body.
['BO_T02_D2792:156a-28']	snying gi dug spyod ba rdzogs so//	snying gi dug spyod ba rdzogs so//	156a	The poison of the heart is complete.
