segmentnr	original	analyzed	folio	translated
['BO_T02_D1296:187a-0']	@187a # // rgya gar skad du /	@187a # // rgya gar skad du /	187a	In Sanskrit:
['BO_T02_D1296:187a-1']	shr'i he badzra mandala bi dhi n'a ma /	shr'i he badzra mandala bi dhi n'a ma /	187a	Śrī-hevajra-maṇḍala-vidhi-nāma
['BO_T02_D1296:187a-2']	bod skad du /	bod skad du /	187a	In Tibetan:
['BO_T02_D1296:187a-3']	dpal dgyes pa rdo rje'i dkyil 'khor gyi cho ga zhes bya ba /	dpal dgyes pa rdo rje'i dkyil 'khor gyi cho ga zhes bya ba /	187a	The glorious Hevajra mandala ritual
['BO_T02_D1296:187a-4']	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	187a	Homage to the glorious Hevajra.
['BO_T02_D1296:187a-5']	bcom ldan 'das dgyes mdzad rdo rje'i bsnyen pa 'bum dang khri song bas /	bcom ldan 'das dgyes mdzad rdo rje'i bsnyen pa 'bum dang khri song bas /	187a	Having completed one hundred thousand and ten thousand repetitions of the Bhagavān Hevajra,
['BO_T02_D1296:187a-6']	gnas dben par rigs can smin par byas te /	gnas dben par rigs can smin par byas te /	187a	in an isolated place, one should ripen the worthy disciples.
['BO_T02_D1296:187a-7']	der mandala 'dab brgyad dmar po rdo rjes bskor ba /	der mandala 'dab brgyad dmar po rdo rjes bskor ba /	187a	There, one should make a red eight-petaled maṇḍala surrounded by vajras,
['BO_T02_D1296:187a-8']	khyams dang bcas pa byas nas me tog gi tshom bu dgu dgod do //	khyams dang bcas pa byas nas me tog gi tshom bu dgu dgod do //	187a	together with a courtyard, and arrange nine heaps of flowers.
['BO_T02_D1296:187a-9']	bum pa gnyis la rdzas dang / rgyan cha dang ldan pa'i dbus dang byang shar du bkod nas /	bum pa gnyis la rdzas dang / rgyan cha dang ldan pa'i dbus dang byang shar du bkod nas /	187a	Having placed two vases with substances and ornaments in the center and northeast,
['BO_T02_D1296:187a-10']	de la bla re dang yol ba la sogs pas brgyan no //	de la bla re dang yol ba la sogs pas brgyan no //	187a	one should adorn it with canopies, curtains, and so forth.
['BO_T02_D1296:187a-11']	dkyil 'khor gyi phyogs bzhir mchod pa lnga tshan bzhi dang / gtor ma lnga dang / tshogs kyi yo byad kyis bskor bar bya'o //	dkyil 'khor gyi phyogs bzhir mchod pa lnga tshan bzhi dang / gtor ma lnga dang / tshogs kyi yo byad kyis bskor bar bya'o //	187a	In the four directions of the maṇḍala, one should arrange four sets of five offerings, five bali offerings, and the requisites for the gaṇacakra.
['BO_T02_D1296:187b-0']	de nas @187b rdo rje slob dpon khrus byas /	de nas @187b rdo rje slob dpon khrus byas /	187b	Then the vajra master bathes and
['BO_T02_D1296:187b-1']	stan bde ba la bskyed rdzogs bsgoms nas /	stan bde ba la bskyed rdzogs bsgoms nas /	187b	meditates on the creation and completion stages on a comfortable seat.
['BO_T02_D1296:187b-2']	skad cig gis bum pa stong pa'i ngang las bhr'um las gzhal yas khang gi dbus su /	skad cig gis bum pa stong pa'i ngang las bhr'um las gzhal yas khang gi dbus su /	187b	In an instant, from within emptiness, a bhaṃ syllable becomes a celestial palace, in the center of which
['BO_T02_D1296:187b-3']	pam las padma'i sdod po'i steng du /	pam las padma'i sdod po'i steng du /	187b	is a lotus stem arising from a paṃ syllable.🔽On top of that,
['BO_T02_D1296:187b-4']	padma dmar po 'dab brgyad /	padma dmar po 'dab brgyad /	187b	an eight-petaled lotus arises from a paṃ syllable.
['BO_T02_D1296:187b-5', 'BO_T02_D1296:187b-6']	de'i lte ba la nyi ma dang bdud bzhi'i ro'i steng du cho ga lnga'am /🔽gsum mam / skad cig gis he ru ka zhal brgyad phyag bcu drug pa'am /	de'i lte ba la nyi ma dang bdud bzhi'i ro'i steng du cho ga lnga'am / gsum mam / skad cig gis he ru ka zhal brgyad phyag bcu drug pa'am /	187b	In its center, upon a sun and the corpse of the four māras, is the five- or three-part ritual.
['BO_T02_D1296:187b-7']	zhal gcig phyag gnyis pa yum dang bcas pa bskyed /	zhal gcig phyag gnyis pa yum dang bcas pa bskyed /	187b	In an instant, one generates Heruka with eight faces and sixteen arms or with one face and two arms, together with the mother.
['BO_T02_D1296:187b-8']	pad 'dab brgyad la aa las bdag med ma zhal gcig phyag gnyis pa brgyad bskyed do //	pad 'dab brgyad la aa las bdag med ma zhal gcig phyag gnyis pa brgyad bskyed do //	187b	On the eight lotus petals, generate eight Nairātmyas with one face and two arms arising from a a syllable.
['BO_T02_D1296:187b-9']	de nas rang gi h'um gi 'od kyis ye shes pa spyan drangs la /	de nas rang gi h'um gi 'od kyis ye shes pa spyan drangs la /	187b	Then, the awareness beings are invoked by the light of one’s hūṃ.
['BO_T02_D1296:187b-10']	mchod bstod dang yab yum gyi sngags bzhi la bsnyen pa ci 'grub byas nas yang mchod de /	mchod bstod dang yab yum gyi sngags bzhi la bsnyen pa ci 'grub byas nas yang mchod de /	187b	After offering and praising and doing as much repetition as possible on the four-mantra approach of the father and mother, offer again.
['BO_T02_D1296:187b-11']	lha rnams bdud rtsir bzhu'o //	lha rnams bdud rtsir bzhu'o //	187b	The deities melt into elixir.
['BO_T02_D1296:187b-12']	las bum du bdud rtsi 'khyil pa bskyed nas /	las bum du bdud rtsi 'khyil pa bskyed nas /	187b	In the activity vase, one should generate Amṛtakuṇḍali,
['BO_T02_D1296:187b-13']	bsnyen pa byas la des slob ma la khrus bya'o //	bsnyen pa byas la des slob ma la khrus bya'o //	187b	and perform the recitation. With that, one should bathe the disciples.
['BO_T02_D1296:187b-14']	de nas slob ma gral la 'khod pa la skyabs 'gro sems bskyed /	de nas slob ma gral la 'khod pa la skyabs 'gro sems bskyed /	187b	Then, the disciples should be seated in rows, and they should take refuge, arouse their motivation,
['BO_T02_D1296:187b-15']	gsol ba gdab pa /	gsol ba gdab pa /	187b	make supplications,
['BO_T02_D1296:187b-16']	gnang ba sbyin pa rtog pa bsdu ba /	gnang ba sbyin pa rtog pa bsdu ba /	187b	grant permission, gather their thoughts,
['BO_T02_D1296:187b-17']	yan lag lnga bya ba /	yan lag lnga bya ba /	187b	perform the five branches,
['BO_T02_D1296:187b-18']	sdom pa gzung ba dang / dam pa bsgrag pa rnams gzhung bzhin byas la ye shes dbab par bya'o //	sdom pa gzung ba dang / dam pa bsgrag pa rnams gzhung bzhin byas la ye shes dbab par bya'o //	187b	take the vows, and proclaim the sacred pledges, as in the regular text.
['BO_T02_D1296:187b-19']	de nas bla ma la dbang bskur zhu ba'i gsol ba gdab pa ni /	de nas bla ma la dbang bskur zhu ba'i gsol ba gdab pa ni /	187b	Then, one should make a supplication to the guru to request the conferral of empowerment:🔽“Glorious Heruka,🔽in order to protect migrating beings,
['BO_T02_D1296:187b-20']	he ru ka dpal dbang bskur ba //	he ru ka dpal dbang bskur ba //	187b	you are endowed with splendor,🔽and thus the source of qualities is perfected.🔽In the same way, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of enlightenment.🔽Vajra of space, please grant me today
['BO_T02_D1296:187b-21']	'gro skyob phyir na gzi brjid can //	'gro skyob phyir na gzi brjid can //	187b	the great offering, just as it was granted
['BO_T02_D1296:187b-22']	de ltar yon tan 'byung gnas rdzogs //	de ltar yon tan 'byung gnas rdzogs //	187b	to the Buddha, the lotus of enlightenment.🔽Vajra of lotus, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of action.🔽Vajra of action, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of vajra.🔽Vajra of vajra, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of gem.
['BO_T02_D1296:187b-23']	de bzhin bdag la deng gsol cig / byang chub rdo rje sangs rgyas la //	de bzhin bdag la deng gsol cig / byang chub rdo rje sangs rgyas la //	187b	Vajra of gem, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of sword.🔽Vajra of sword, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of wheel.🔽Vajra of wheel, please grant me today🔽the great offering, just as it was granted
['BO_T02_D1296:187b-24', 'BO_T02_D1296:187b-25']	mchod chen ji ltar stsal ba ltar //🔽bdag kyang skyob pa'i don gyi phyir //	mchod chen ji ltar stsal ba ltar // bdag kyang skyob pa'i don gyi phyir //	187b	to the Buddha, the vajra of hook.🔽Vajra of hook, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of lasso.🔽Vajra of lasso, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of chain.🔽Vajra of chain, please grant me today🔽the great offering, just as it was granted🔽to the Buddha, the vajra of bell.🔽Vajra of bell, please grant me today
['BO_T02_D1296:187b-26']	nam mkha'i rdo rje deng bdag stsol //	nam mkha'i rdo rje deng bdag stsol //	187b	the great offering, just as it was granted
['BO_T02_D1296:187b-27']	ces gsol ba btab pa dang / dkyil 'khor dang nam mkha'i lha tshogs kyi thugs ka nas lha mo bdud rtsi'i bum chu thogs pa dang / gsang ba'i chu rgyun gyis dbang bskur bas /	ces gsol ba btab pa dang / dkyil 'khor dang nam mkha'i lha tshogs kyi thugs ka nas lha mo bdud rtsi'i bum chu thogs pa dang / gsang ba'i chu rgyun gyis dbang bskur bas /	187b	They confer empowerment with the secret stream of elixir.
['BO_T02_D1296:187b-28']	lus kyi sdig sgrib dag par bsams nas /	lus kyi sdig sgrib dag par bsams nas /	187b	Think that your physical negativities and obscurations are purified.
['BO_T02_D1296:187b-29']	dbang bskur rdo rje chen po la //	dbang bskur rdo rje chen po la //	187b	The great vajra empowerment
['BO_T02_D1296:187b-30']	khams gsum kun gyis phyag byas pa'i //	khams gsum kun gyis phyag byas pa'i //	187b	is conferred by all in the three realms.🔽It is bestowed by the one who has gone forth
['BO_T02_D1296:187b-31', 'BO_T02_D1296:187b-32']	sangs rgyas kun gyi gsang gsum las //🔽rab tu byung bas sbyin par bya //	sangs rgyas kun gyi gsang gsum las // rab tu byung bas sbyin par bya //	187b	from the three secrets of all buddhas.
