segmentnr	original	analyzed	folio	translated
['BO_K12_D0841(1-8)-4_H0805-4:307b-0']	@307b rgya gar skad du /	@307b rgya gar skad du /	307b	In Sanskrit:
['BO_K12_D0841(1-8)-4_H0805-4:307b-1']	sta na ma h'a da ra panytsa /	sta na ma h'a da ra panytsa /	307b	Stana-maha-darapamca
['BO_K12_D0841(1-8)-4_H0805-4:307b-2']	bod skad du /	bod skad du /	307b	In Tibetan:
['BO_K12_D0841(1-8)-4_H0805-4:307b-3']	'bras bu chen po lnga bsgral ba'o //	'bras bu chen po lnga bsgral ba'o //	307b	Liberating the Five Great Results
['BO_K12_D0841(1-8)-4_H0805-4:307b-4']	dpal chen khro rgyal 'khor dang bcas pa la phyag 'tshal lo //	dpal chen khro rgyal 'khor dang bcas pa la phyag 'tshal lo //	307b	Homage to the great glorious wrathful king and retinue.
['BO_K12_D0841(1-8)-4_H0805-4:307b-5']	mi phyed dang bas phyag 'tshal na //	mi phyed dang bas phyag 'tshal na //	307b	With undivided devotion, I pay homage.
['BO_K12_D0841(1-8)-4_H0805-4:307b-6']	de nas sta na'i lung bshad de //	de nas sta na'i lung bshad de //	307b	Then, the transmission of Stana is explained:
['BO_K12_D0841(1-8)-4_H0805-4:307b-7']	ye nas rgyu nyid dag pa las //	ye nas rgyu nyid dag pa las //	307b	From the primordially pure cause,
['BO_K12_D0841(1-8)-4_H0805-4:307b-8', 'BO_K12_D0841(1-8)-4_H0805-4:307b-9']	nga dang bdag tu 'dzin pa yis //🔽khams gsum 'khor ba'i rgyu ru gyur //	nga dang bdag tu 'dzin pa yis // khams gsum 'khor ba'i rgyu ru gyur //	307b	By grasping at I and self,🔽It becomes the cause of samsara's three realms.
['BO_K12_D0841(1-8)-4_H0805-4:307b-10']	khams gsum de dag bsgral ba'i zhing //	khams gsum de dag bsgral ba'i zhing //	307b	The three realms are the field to be liberated.
['BO_K12_D0841(1-8)-4_H0805-4:307b-11']	a'a sa ma ca la dharma dha tu sva bha ba a'atma ko nya ham/	a'a sa ma ca la dharma dha tu sva bha ba a'atma ko nya ham/	307b	A samacala dharmadhatu svabhava atmako 'ham
['BO_K12_D0841(1-8)-4_H0805-4:307b-12']	ram yam kham ta tha phat/	ram yam kham ta tha phat/	307b	Ram yam kham tat phat
['BO_K12_D0841(1-8)-4_H0805-4:307b-13']	bcom ldan 'das kyis bka' stsal to //	bcom ldan 'das kyis bka' stsal to //	307b	The Blessed One spoke thus:
['BO_K12_D0841(1-8)-4_H0805-4:307b-14']	mi g-yo phyag rgya chen po'i dang // dbang ph yug chen po'i bsgral thabs ni //	mi g-yo phyag rgya chen po'i dang // dbang ph yug chen po'i bsgral thabs ni //	307b	The method of liberating the unchanging great seal
['BO_K12_D0841(1-8)-4_H0805-4:307b-15']	'tsho ba'i bdag po'i tshe dang srog /	'tsho ba'i bdag po'i tshe dang srog /	307b	And the great lord of life's life and vitality,🔽Through the blessing of compassion, wisdom,
['BO_K12_D0841(1-8)-4_H0805-4:307b-16']	thugs rje'i ngang dang shes rab dang // thabs la mkhas pa'i byin brlabs kyis //	thugs rje'i ngang dang shes rab dang // thabs la mkhas pa'i byin brlabs kyis //	307b	And skillful means,
['BO_K12_D0841(1-8)-4_H0805-4:307b-17']	'gro ba thams cad sbyong bar mdzad //	'gro ba thams cad sbyong bar mdzad //	307b	Purify all migrating beings.
['BO_K12_D0841(1-8)-4_H0805-4:307b-18']	bdud dang gshin rje 'khor bcas kun //	bdud dang gshin rje 'khor bcas kun //	307b	All māras and Yama, along with their retinues,
['BO_K12_D0841(1-8)-4_H0805-4:307b-19']	gnyis med phyag rgyar rol pa yis //	gnyis med phyag rgyar rol pa yis //	307b	Play in the nondual mudra.
['BO_K12_D0841(1-8)-4_H0805-4:307b-20']	dus la bab po sa ma ya //	dus la bab po sa ma ya //	307b	The time has come, samaya!
['BO_K12_D0841(1-8)-4_H0805-4:307b-21']	aom sarba p'a pa ka he ha sa si stam/	aom sarba p'a pa ka he ha sa si stam/	307b	Oṃ sarva pāpa ka ha he sa sisthaṃ
['BO_K12_D0841(1-8)-4_H0805-4:307b-22']	tram ka ru ni h'um/	tram ka ru ni h'um/	307b	Traṃ karuṇi hūṃ
['BO_K12_D0841(1-8)-4_H0805-4:308a-0']	dzam  dza @308a *//	dzam  dza @308a *//	308a	Jaṃ jaḥ
['BO_K12_D0841(1-8)-4_H0805-4:308a-1']	ma tang gi ni rnam shes de //	ma tang gi ni rnam shes de //	308a	The consciousness of Maṭiṅgī
['BO_K12_D0841(1-8)-4_H0805-4:308a-2']	nges par gzugs la bab nas ni //	nges par gzugs la bab nas ni //	308a	Definitely descends into form.
['BO_K12_D0841(1-8)-4_H0805-4:308a-3']	ta ki zhal ni nub tu bstan //	ta ki zhal ni nub tu bstan //	308a	The face of Takkirāja faces west
['BO_K12_D0841(1-8)-4_H0805-4:308a-4']	dbang du bsdu ba'i las mdzad kyis //	dbang du bsdu ba'i las mdzad kyis //	308a	And performs the activity of magnetizing.
['BO_K12_D0841(1-8)-4_H0805-4:308a-5']	sangs rgyas kun gyis byin gyis rlob //	sangs rgyas kun gyis byin gyis rlob //	308a	All buddhas grant blessings.
['BO_K12_D0841(1-8)-4_H0805-4:308a-6']	khams gsum ma lus bsgral ba'i zhing //	khams gsum ma lus bsgral ba'i zhing //	308a	The field of liberation of the entire three realms
['BO_K12_D0841(1-8)-4_H0805-4:308a-7']	sta na chen po bya ba'i phyir //	sta na chen po bya ba'i phyir //	308a	Is for the sake of the great cremation ground.
['BO_K12_D0841(1-8)-4_H0805-4:308a-8']	bder gshegs mang po kun 'dus shing //	bder gshegs mang po kun 'dus shing //	308a	Many sugatas gather
['BO_K12_D0841(1-8)-4_H0805-4:308a-9']	byams dang snying rje ldan pa yis //	byams dang snying rje ldan pa yis //	308a	And, endowed with love and compassion,
['BO_K12_D0841(1-8)-4_H0805-4:308a-10']	nyon mongs 'khor ba'i rgya dral te //	nyon mongs 'khor ba'i rgya dral te //	308a	Tear the net of saṃsāra’s afflictions.
['BO_K12_D0841(1-8)-4_H0805-4:308a-11']	gnas kyi sgo 'di su yis bcad //	gnas kyi sgo 'di su yis bcad //	308a	Who has closed this door of the site?
['BO_K12_D0841(1-8)-4_H0805-4:308a-12']	sems kyi bdag pos bcad dam ci //	sems kyi bdag pos bcad dam ci //	308a	Has the lord of mind closed it?
['BO_K12_D0841(1-8)-4_H0805-4:308a-13']	gzung 'dzin rkang pa bsnol ba yis //	gzung 'dzin rkang pa bsnol ba yis //	308a	The legs of percepts and perceivers are crossed.
['BO_K12_D0841(1-8)-4_H0805-4:308a-14']	yul las 'das pa'i sgo phye zhig ces brjod de sgo dbye'o //	yul las 'das pa'i sgo phye zhig ces brjod de sgo dbye'o //	308a	Open the door to the transcendence of objects!”
['BO_K12_D0841(1-8)-4_H0805-4:308a-15']	ka ta ri ka na pra be sha /	ka ta ri ka na pra be sha /	308a	katarikanapraveśa
['BO_K12_D0841(1-8)-4_H0805-4:308a-16']	g-yon pa'i zhabs kyis ru tra'i gzugs //	g-yon pa'i zhabs kyis ru tra'i gzugs //	308a	With his left foot, he stepped on Rudra’s form.
['BO_K12_D0841(1-8)-4_H0805-4:308a-17']	gnas kyi sgo 'di bcad bzhin du //	gnas kyi sgo 'di bcad bzhin du //	308a	“This door of the abode is closed.
['BO_K12_D0841(1-8)-4_H0805-4:308a-18']	bde bar gshegs pa'i skyabs su gsol //	bde bar gshegs pa'i skyabs su gsol //	308a	I seek refuge in the Sugata.
['BO_K12_D0841(1-8)-4_H0805-4:308a-19']	shi ba'i sdug bsngal 'dir byung ngo //	shi ba'i sdug bsngal 'dir byung ngo //	308a	The suffering of death has arisen here.”
['BO_K12_D0841(1-8)-4_H0805-4:308a-20']	zhes lha chen po brgyad kyis dus gcig tu tshig de smras so //	zhes lha chen po brgyad kyis dus gcig tu tshig de smras so //	308a	Thus, the eight great devas spoke those words simultaneously.
['BO_K12_D0841(1-8)-4_H0805-4:308a-21']	ta ki brgyad kyis bka' stsal pa //	ta ki brgyad kyis bka' stsal pa //	308a	The eight takas said:
['BO_K12_D0841(1-8)-4_H0805-4:308a-22']	dregs pa ma rungs lha chen khyod //	dregs pa ma rungs lha chen khyod //	308a	“You are a haughty, evil great god.
['BO_K12_D0841(1-8)-4_H0805-4:308a-23']	sems kyi sgo kun de dbye yi //	sems kyi sgo kun de dbye yi //	308a	Open all the doors of the mind!
['BO_K12_D0841(1-8)-4_H0805-4:308a-24']	rdo rje 'bar ba'i spu gri yis //	rdo rje 'bar ba'i spu gri yis //	308a	With the sword of the blazing vajra,
['BO_K12_D0841(1-8)-4_H0805-4:308a-25']	gnas kyi sgo kun de phye nas //	gnas kyi sgo kun de phye nas //	308a	open all the doors of the abode
['BO_K12_D0841(1-8)-4_H0805-4:308a-26']	sems kyis bdag pos gzung bar bya //	sems kyis bdag pos gzung bar bya //	308a	and be seized by the lord of mind.”
['BO_K12_D0841(1-8)-4_H0805-4:308a-27']	ston pas gsungs pa /	ston pas gsungs pa /	308a	The teacher said:🔽“The condition of birth is death.
['BO_K12_D0841(1-8)-4_H0805-4:308a-28']	skye ba'i rkyen gyis 'chi ba yin; ;sdig pa'i rkyen gyis bcom pas 'chi //	skye ba'i rkyen gyis 'chi ba yin; ;sdig pa'i rkyen gyis bcom pas 'chi //	308a	Because of the condition of evil, one is destroyed and dies.
['BO_K12_D0841(1-8)-4_H0805-4:308a-29']	bdag kyang dngos por lta bas 'jig /	bdag kyang dngos por lta bas 'jig /	308a	I too will be destroyed by the view of substantiality.
