segmentnr	original	analyzed	translated
['BO_T02_D2764:140b-0']	@140b * // dpal spyan ras gzigs dbang phyug bla ma'i rnam par snad ba la phyag 'tshal lo //	@140b * // dpal spyan ras gzigs dbang phyug bla ma'i rnam par snad ba la phyag 'tshal lo //	Homage to the glorious Avalokiteśvara appearing in the form of the guru.
['BO_T02_D2764:140b-1']	de nas bla ma 'gro ba'i dges //	de nas bla ma 'gro ba'i dges //	Then, with the guru’s virtue,
['BO_T02_D2764:140b-2', 'BO_T02_D2764:141a-0', 'BO_T02_D2764:141a-1']	zhes 'byung ba'i sgrub thams bshad par bya'o //🔽srid dang zhi ba 'di dang de bzhin tshe rabs @141a * //🔽gzhan pa'i bde legs dang // dngos grub mchog bsgrub yid bzhin nor 'dra phyogs bcu dus gsum gshegs pa yi //	zhes 'byung ba'i sgrub thams bshad par bya'o // srid dang zhi ba 'di dang de bzhin tshe rabs @141a * // gzhan pa'i bde legs dang // dngos grub mchog bsgrub yid bzhin nor 'dra phyogs bcu dus gsum gshegs pa yi //	one should explain the sādhana that will be presented.🔽The supreme siddhi, which is like a wish-fulfilling gem,🔽is the supreme stainless wisdom that is placed in the heart🔽of those who seek the highest good in this life, the next, and all future lives.
['BO_T02_D2764:141a-2']	bla ma rnams kyis bsgrub pa'i snying dbus dri med ye shes mchog gzhug phyir //	bla ma rnams kyis bsgrub pa'i snying dbus dri med ye shes mchog gzhug phyir //	Therefore, the gurus who have gone in the ten directions and three times
['BO_T02_D2764:141a-3']	spyi gtsug gdan la nyin mtshan rgyun du brtan bzhugs byin rlabs mdzod //	spyi gtsug gdan la nyin mtshan rgyun du brtan bzhugs byin rlabs mdzod //	should be placed on the seat at the crown of my head and remain there day and night, bestowing blessings.
['BO_T02_D2764:141a-4']	sdug bsngal rgya mtsho rab skems shing //	sdug bsngal rgya mtsho rab skems shing //	The vajra master, who dries up the ocean of suffering
['BO_T02_D2764:141a-5']	bde chen snying dkyil sad mdzad pa //	bde chen snying dkyil sad mdzad pa //	and awakens the heart center of great bliss,
['BO_T02_D2764:141a-6']	skal ldan ston pa rdo rje can //	skal ldan ston pa rdo rje can //	is the fortunate teacher, the vajra holder.
['BO_T02_D2764:141a-7']	bla mar btud de de bsnyen bshad //	bla mar btud de de bsnyen bshad //	I bow to the guru and will explain his practice.
['BO_T02_D2764:141a-8']	re zhig sgrub pa pos skyabs su 'gro ba dang / sems bskyed pa rab tu nges par byas nas /	re zhig sgrub pa pos skyabs su 'gro ba dang / sems bskyed pa rab tu nges par byas nas /	First, the practitioner should go for refuge and generate the awakening mind with utmost certainty.
